sample	PI	Race	feature	cutoff	genetic_load	n_del	feature_bp	genetic_load_per_kb	n_del_per_kb
PI576375_PI576375	PI576375	Guinea	upstream_2kb	5%	8595.22302	1283	50898245	0.168870714894001	0.0252071559638255
PI576376_PI576376	PI576376	Guinea	upstream_2kb	5%	8825.35233	1317	50898245	0.173392075306329	0.0258751554203883
PI576380_PI576380	PI576380	Bicolor	upstream_2kb	5%	8191.97138	1226	50898245	0.160948012647587	0.0240872745219408
PI576381_PI576381	PI576381	Guinea	upstream_2kb	5%	8990.9173	1342	50898245	0.176644937364736	0.0263663314913903
PI576385_PI576385	PI576385	Caudatum	upstream_2kb	5%	8932.22711	1338	50898245	0.175491848687514	0.02628774332003
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	upstream_2kb	5%	7452.56589	1116	50898245	0.146420881309365	0.0219260998095317
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	upstream_2kb	5%	8176.09894	1221	50898245	0.160636166138931	0.0239890393077404
PI576390_PI576390	PI576390	Guinea	upstream_2kb	5%	9747.87611	1444	50898245	0.191516939532984	0.0283703298610787
PI576391_PI576391	PI576391	Guinea	upstream_2kb	5%	9946.69846	1474	50898245	0.195423210761	0.0289597411462812
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	upstream_2kb	5%	7248.30694	1078	50898245	0.142407796968245	0.0211795121816086
PI576394_PI576394	PI576394	Durra	upstream_2kb	5%	8968.58115	1343	50898245	0.176206098068804	0.0263859785342304
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	upstream_2kb	5%	7496.8297	1119	50898245	0.147290534280701	0.021985040938052
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	upstream_2kb	5%	8156.18146	1216	50898245	0.160244846556104	0.02389080409354
PI576401_PI576401	PI576401	Guinea	upstream_2kb	5%	9561.74643	1435	50898245	0.187860041736213	0.028193506475518
PI576418_PI576418	PI576418	Caudatum	upstream_2kb	5%	8212.94305	1231	50898245	0.161360043946505	0.0241855097361412
PI576422_PI576422	PI576422	Durra	upstream_2kb	5%	9450.44474	1413	50898245	0.18567329266461	0.0277612715330362
PI576425_PI576425	PI576425	Guinea	upstream_2kb	5%	8469.68966	1267	50898245	0.166404355592221	0.0248928032783842
PI576426_PI576426	PI576426	Guinea	upstream_2kb	5%	8825.66419	1321	50898245	0.173398202433109	0.0259537435917486
PI576428_PI576428	PI576428	Bicolor	upstream_2kb	5%	8304.34906	1244	50898245	0.163155901740816	0.0244409212930623
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	upstream_2kb	5%	8007.23145	1197	50898245	0.157318419328604	0.0235175102795784
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	upstream_2kb	5%	8770.75188	1313	50898245	0.172319337926092	0.0257965672490279
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	upstream_2kb	5%	8533.03603	1274	50898245	0.167648924437375	0.0250303325782647
PI585291_PI585291	PI585291	Bicolor	upstream_2kb	5%	9314.83978	1389	50898245	0.183009056206162	0.0272897425048742
PI585295_PI585295	PI585295	Caudatum	upstream_2kb	5%	8451.48757	1260	50898245	0.166046738350212	0.0247552739785036
PI595699_PI595699	PI595699	Guinea	upstream_2kb	5%	9657.22973	1445	50898245	0.189736006221826	0.0283899769039188
PI595702_PI595702	PI595702	Durra	upstream_2kb	5%	9181.60014	1380	50898245	0.180391291291085	0.0271129191193134
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	upstream_2kb	5%	8285.02199	1235	50898245	0.162776181968553	0.0242640979075015
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	upstream_2kb	5%	8168.52877	1224	50898245	0.160487434684634	0.0240479804362606
PI595720_PI595720	PI595720	Guinea	upstream_2kb	5%	8640.2543	1291	50898245	0.169755446381304	0.0253643323065461
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	upstream_2kb	5%	8603.24667	1286	50898245	0.169028355889285	0.0252660970923457
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	upstream_2kb	5%	8699.95472	1300	50898245	0.170928383090615	0.0255411556921069
PI595741_PI595741	PI595741	Caudatum	upstream_2kb	5%	8607.19329	1282	50898245	0.169105895301498	0.0251875089209854
PI595743_PI595743	PI595743	Caudatum	upstream_2kb	5%	8325.95736	1249	50898245	0.163580440936618	0.0245391565072627
PI595744_PI595744	PI595744	Kafir	upstream_2kb	5%	8357.34918	1250	50898245	0.164197197368986	0.0245588035501028
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	upstream_2kb	5%	8339.10731	1247	50898245	0.163838798567613	0.0244998624215825
PI597945_PI597945	PI597945	Guinea	upstream_2kb	5%	7881.07525	1176	50898245	0.154839823062662	0.0231049223799367
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	upstream_2kb	5%	7888.04355	1184	50898245	0.154976729551284	0.0232620987226573
PI597949_PI597949	PI597949	Durra	upstream_2kb	5%	8245.59241	1236	50898245	0.162001507321127	0.0242837449503416
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	upstream_2kb	5%	8733.13216	1312	50898245	0.17158022167562	0.0257769202061879
PI597951_PI597951	PI597951	Caudatum	upstream_2kb	5%	8625.45705	1292	50898245	0.169464724176639	0.0253839793493862
PI597952_PI597952	PI597952	Guinea	upstream_2kb	5%	8676.61187	1291	50898245	0.170469765116656	0.0253643323065461
PI597957_PI597957	PI597957	Guinea	upstream_2kb	5%	8347.17761	1246	50898245	0.163997356097445	0.0244802153787424
PI597958_PI597958	PI597958	Durra	upstream_2kb	5%	9128.78816	1370	50898245	0.179353692057555	0.0269164486909126
PI597960_PI597960	PI597960	Caudatum	upstream_2kb	5%	7025.83468	1049	50898245	0.138036874945295	0.0206097479392462
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	upstream_2kb	5%	8213.99252	1231	50898245	0.161380662928555	0.0241855097361412
PI597964_PI597964	PI597964	Bicolor	upstream_2kb	5%	8183.89032	1224	50898245	0.160789243715574	0.0240479804362606
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	upstream_2kb	5%	8183.34513	1214	50898245	0.160778532344288	0.0238515100078598
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	upstream_2kb	5%	8199.71115	1224	50898245	0.16110007624035	0.0240479804362606
PI597967_PI597967	PI597967	Bicolor	upstream_2kb	5%	8082.70284	1216	50898245	0.158801208961134	0.02389080409354
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	upstream_2kb	5%	8679.49639	1302	50898245	0.170526437404669	0.025580449777787
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	upstream_2kb	5%	7487.69083	1121	50898245	0.147110982510301	0.0220243350237322
PI597972_PI597972	PI597972	Guinea	upstream_2kb	5%	8041.29563	1198	50898245	0.157987679732376	0.0235371573224185
PI597973_PI597973	PI597973	Guinea	upstream_2kb	5%	8139.34943	1218	50898245	0.159914146941609	0.0239300981792201
PI597976_PI597976	PI597976	Caudatum	upstream_2kb	5%	7436.45846	1113	50898245	0.146104417942112	0.0218671586810115
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	upstream_2kb	5%	8215.46819	1228	50898245	0.161409655480263	0.0241265686076209
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	upstream_2kb	5%	7975.54611	1189	50898245	0.156695896096221	0.0233603339368577
PI598069_PI598069	PI598069	Guinea	upstream_2kb	5%	8678.39537	1299	50898245	0.170504805617561	0.0255215086492668
PI598070_PI598070	PI598070	Guinea	upstream_2kb	5%	8557.35623	1283	50898245	0.168126744448654	0.0252071559638255
PI601816_PI601816	PI601816	Bicolor	upstream_2kb	5%	8203.72366	1231	50898245	0.161178910196216	0.0241855097361412
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	upstream_2kb	5%	9091.82616	1356	50898245	0.1786274980601	0.0266413900911515
PI609456_PI609456	PI609456	Caudatum	upstream_2kb	5%	4832.29935	727	50898245	0.0949403923455514	0.0142834001447398
PI613536_PI613536	PI613536	Guinea	upstream_2kb	5%	8255.3585	1234	50898245	0.162193382109737	0.0242444508646614
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	upstream_2kb	5%	8556.92894	1286	50898245	0.168118349463719	0.0252660970923457
PI629040_PI629040	PI629040	Guinea	upstream_2kb	5%	8835.98051	1321	50898245	0.173600887614101	0.0259537435917486
PI629059_PI629059	PI629059	Durra	upstream_2kb	5%	8570.14612	1275	50898245	0.168378027965404	0.0250499796211048
PI641824_PI641824	PI641824	Durra	upstream_2kb	5%	9121.77593	1358	50898245	0.179215922474341	0.0266806841768316
PI641836_PI641836	PI641836	Durra	upstream_2kb	5%	9769.45338	1462	50898245	0.191940869081046	0.0287239766322002
PI641849_PI641849	PI641849	Durra	upstream_2kb	5%	9813.65143	1472	50898245	0.192809230062844	0.028920447060601
PI641874_PI641874	PI641874	Guinea	upstream_2kb	5%	9875.15324	1470	50898245	0.194017558758657	0.0288811529749208
PI642791_PI642791	PI642791	Bicolor	upstream_2kb	5%	8891.37319	1328	50898245	0.174689189971088	0.0260912728916292
PI642793_PI642793	PI642793	Durra	upstream_2kb	5%	8719.85389	1301	50898245	0.171319342936087	0.025560802734947
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	upstream_2kb	5%	8718.30162	1304	50898245	0.171288845420898	0.0256197438634672
PI642998_PI642998	PI642998	Guinea	upstream_2kb	5%	7178.59079	1073	50898245	0.14103808078255	0.0210812769674082
PI651492_PI651492	PI651492	Bicolor	upstream_2kb	5%	8717.53438	1308	50898245	0.171273771423749	0.0256983320348275
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	upstream_2kb	5%	8860.37426	1325	50898245	0.174080152665382	0.0260323317631089
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	upstream_2kb	5%	8955.88019	1344	50898245	0.175956561763574	0.0264056255770705
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	upstream_2kb	5%	8820.144	1324	50898245	0.173289747023694	0.0260126847202688
PI655970_PI655970	PI655970	Durra	upstream_2kb	5%	8966.66286	1339	50898245	0.176168409342994	0.0263073903628701
PI655971_PI655971	PI655971	Guinea	upstream_2kb	5%	9964.19907	1481	50898245	0.195767045995397	0.0290972704461618
PI655972_PI655972	PI655972	Durra	upstream_2kb	5%	9706.45679	1448	50898245	0.190703172378537	0.028448918032439
PI655973_PI655973	PI655973	Kafir	upstream_2kb	5%	8632.15087	1289	50898245	0.169596237944943	0.025325038220866
PI655974_PI655974	PI655974	Durra	upstream_2kb	5%	8818.90216	1318	50898245	0.173265348540014	0.0258948024632283
PI655975_PI655975	PI655975	Durra	upstream_2kb	5%	9392.45639	1400	50898245	0.184533993067934	0.0275058599761151
PI655976_PI655976	PI655976	Durra	upstream_2kb	5%	9540.55287	1426	50898245	0.187443650954959	0.0280166830899572
PI655977_PI655977	PI655977	Bicolor	upstream_2kb	5%	8392.66084	1252	50898245	0.16489096706576	0.0245980976357829
PI655978_PI655978	PI655978	Caudatum	upstream_2kb	5%	8984.67853	1334	50898245	0.176522363983277	0.0262091551486697
PI655979_PI655979	PI655979	Caudatum	upstream_2kb	5%	9045.32919	1345	50898245	0.177713970098576	0.0264252726199106
PI655980_PI655980	PI655980	Guinea	upstream_2kb	5%	7372.42225	1096	50898245	0.144846295780925	0.0215331589527301
PI655981_PI655981	PI655981	Caudatum	upstream_2kb	5%	8313.82436	1243	50898245	0.163342063365839	0.0244212742502222
PI655982_PI655982	PI655982	Durra	upstream_2kb	5%	8815.13443	1318	50898245	0.173191323787294	0.0258948024632283
PI655983_PI655983	PI655983	Durra	upstream_2kb	5%	9818.58521	1470	50898245	0.192906164249868	0.0288811529749208
PI655984_PI655984	PI655984	Kafir	upstream_2kb	5%	9391.64256	1398	50898245	0.184518003715059	0.0274665658904349
PI655985_PI655985	PI655985	Durra	upstream_2kb	5%	9399.72211	1400	50898245	0.184676742980038	0.0275058599761151
PI655986_PI655986	PI655986	Guinea	upstream_2kb	5%	9285.05827	1381	50898245	0.18242393760335	0.0271325661621535
PI655987_PI655987	PI655987	Durra	upstream_2kb	5%	8897.11427	1320	50898245	0.174801985215797	0.0259340965489085
PI655988_PI655988	PI655988	Durra	upstream_2kb	5%	8901.02628	1330	50898245	0.174878844643858	0.0261305669773093
PI655989_PI655989	PI655989	Durra	upstream_2kb	5%	8655.39144	1286	50898245	0.170052846419361	0.0252660970923457
PI655990_PI655990	PI655990	Guinea	upstream_2kb	5%	10016.4718	1489	50898245	0.196794050561075	0.0292544467888824
PI655991_PI655991	PI655991	Durra	upstream_2kb	5%	8972.14401	1338	50898245	0.176276097731857	0.02628774332003
PI655992_PI655992	PI655992	Durra	upstream_2kb	5%	8438.28957	1261	50898245	0.165787436678809	0.0247749210213437
PI655993_PI655993	PI655993	Durra	upstream_2kb	5%	9065.91639	1354	50898245	0.178118447698933	0.0266020960054713
PI655994_PI655994	PI655994	Durra	upstream_2kb	5%	9113.25375	1357	50898245	0.17904848683879	0.0266610371339916
PI655995_PI655995	PI655995	Guinea	upstream_2kb	5%	7442.83765	1111	50898245	0.146229750161327	0.0218278645953313
PI655996_PI655996	PI655996	Caudatum	upstream_2kb	5%	8842.15476	1322	50898245	0.173722193368357	0.0259733906345887
PI655997_PI655997	PI655997	Guinea	upstream_2kb	5%	9629.96303	1438	50898245	0.189200296198818	0.0282524476040382
PI655998_PI655998	PI655998	Caudatum	upstream_2kb	5%	9068.61741	1353	50898245	0.178171514754585	0.0265824489626312
PI655999_PI655999	PI655999	Guinea	upstream_2kb	5%	7319.89383	1101	50898245	0.143814267662863	0.0216313941669305
PI656000_PI656000	PI656000	Bicolor	upstream_2kb	5%	7711.73442	1152	50898245	0.151512776521077	0.0226333933517747
PI656001_PI656001	PI656001	Bicolor	upstream_2kb	5%	8088.91181	1207	50898245	0.158923196860717	0.0237139807079792
PI656002_PI656002	PI656002	Durra	upstream_2kb	5%	8788.83289	1313	50898245	0.172674576304154	0.0257965672490279
PI656003_PI656003	PI656003	Durra	upstream_2kb	5%	9337.7279	1398	50898245	0.183458740080331	0.0274665658904349
PI656004_PI656004	PI656004	Caudatum	upstream_2kb	5%	8417.97789	1254	50898245	0.165388372231695	0.0246373917214631
PI656005_PI656005	PI656005	Durra	upstream_2kb	5%	8644.84589	1290	50898245	0.169845657546739	0.025344685263706
PI656006_PI656006	PI656006	Durra	upstream_2kb	5%	8093.28489	1206	50898245	0.15900911495082	0.0236943336651391
PI656007_PI656007	PI656007	Durra	upstream_2kb	5%	8306.36827	1247	50898245	0.16319557324619	0.0244998624215825
PI656008_PI656008	PI656008	Bicolor	upstream_2kb	5%	8498.16417	1273	50898245	0.166963795510042	0.0250106855354247
PI656009_PI656009	PI656009	Milo/Durra-Bicolor	upstream_2kb	5%	8332.02408	1242	50898245	0.163699634044357	0.0244016272073821
PI656010_PI656010	PI656010	Caudatum	upstream_2kb	5%	8727.57288	1302	50898245	0.1714709982633	0.025580449777787
PI656011_PI656011	PI656011	Bicolor	upstream_2kb	5%	8402.58213	1250	50898245	0.165085891075419	0.0245588035501028
PI656012_PI656012	PI656012	Guinea	upstream_2kb	5%	9718.80917	1444	50898245	0.190945860117574	0.0283703298610787
PI656013_PI656013	PI656013	Guinea	upstream_2kb	5%	8556.41885	1276	50898245	0.168108327703637	0.0250696266639449
PI656014_PI656014	PI656014	Caudatum	upstream_2kb	5%	7531.12444	1124	50898245	0.14796432450667	0.0220832761522524
PI656015_PI656015	PI656015	Kafir	upstream_2kb	5%	8765.43719	1308	50898245	0.17221491998398	0.0256983320348275
PI656016_PI656016	PI656016	Bicolor	upstream_2kb	5%	8332.34802	1243	50898245	0.163705998507414	0.0244212742502222
PI656017_PI656017	PI656017	Guinea	upstream_2kb	5%	10154.35376	1511	50898245	0.19950302333607	0.0296866817313642
PI656018_PI656018	PI656018	Durra	upstream_2kb	5%	9483.35639	1413	50898245	0.186319909262097	0.0277612715330362
PI656019_PI656019	PI656019	Durra	upstream_2kb	5%	9186.96635	1366	50898245	0.180496721448844	0.0268378605195523
PI656020_PI656020	PI656020	Durra	upstream_2kb	5%	8704.63681	1293	50898245	0.171020372313427	0.0254036263922263
PI656021_PI656021	PI656021	Guinea	upstream_2kb	5%	9987.98578	1487	50898245	0.196234384505792	0.0292151527032022
PI656022_PI656022	PI656022	Durra	upstream_2kb	5%	8719.0881	1302	50898245	0.171304297427151	0.025580449777787
PI656023_PI656023	PI656023	Durra	upstream_2kb	5%	9140.39235	1363	50898245	0.17958168007561	0.026778919391032
PI656024_PI656024	PI656024	Bicolor	upstream_2kb	5%	8905.98931	1336	50898245	0.174976353506884	0.0262484492343498
PI656025_PI656025	PI656025	Guinea	upstream_2kb	5%	9262.61063	1379	50898245	0.181982907858611	0.0270932720764734
PI656026_PI656026	PI656026	Bicolor	upstream_2kb	5%	8692.25783	1302	50898245	0.17077716196305	0.025580449777787
PI656027_PI656027	PI656027	Milo/Durra-Bicolor	upstream_2kb	5%	8795.14875	1312	50898245	0.172798664276145	0.0257769202061879
PI656028_PI656028	PI656028	Durra	upstream_2kb	5%	8860.10221	1324	50898245	0.174074807687377	0.0260126847202688
PI656029_PI656029	PI656029	Guinea	upstream_2kb	5%	8545.85614	1268	50898245	0.16790080168776	0.0249124503212242
PI656031_PI656031	PI656031	Milo/Durra-Bicolor	upstream_2kb	5%	8386.44188	1250	50898245	0.16476878289222	0.0245588035501028
PI656032_PI656032	PI656032	Caudatum	upstream_2kb	5%	9106.61823	1363	50898245	0.178918118493084	0.026778919391032
PI656033_PI656033	PI656033	Guinea	upstream_2kb	5%	10059.67811	1495	50898245	0.197642926784607	0.0293723290459229
PI656034_PI656034	PI656034	Bicolor	upstream_2kb	5%	8578.88484	1282	50898245	0.168549717971612	0.0251875089209854
PI656035_PI656035	PI656035	Milo/Durra-Bicolor	upstream_2kb	5%	8034.33444	1202	50898245	0.157850912934228	0.0236157454937788
PI656036_PI656036	PI656036	Bicolor	upstream_2kb	5%	8654.13798	1295	50898245	0.170028219637043	0.0254429204779065
PI656037_PI656037	PI656037	Bicolor	upstream_2kb	5%	8609.12727	1296	50898245	0.16914389228941	0.0254625675207465
PI656038_PI656038	PI656038	Durra	upstream_2kb	5%	8931.46944	1341	50898245	0.175476962712565	0.0263466844485502
PI656039_PI656039	PI656039	Bicolor	upstream_2kb	5%	8546.31369	1281	50898245	0.167909791192211	0.0251678618781453
PI656040_PI656040	PI656040	Caudatum	upstream_2kb	5%	8620.36807	1291	50898245	0.169364740768567	0.0253643323065461
PI656041_PI656041	PI656041	Guinea	upstream_2kb	5%	10149.65054	1511	50898245	0.199410618971244	0.0296866817313642
PI656042_PI656042	PI656042	Durra	upstream_2kb	5%	8948.02012	1339	50898245	0.175802134631558	0.0263073903628701
PI656043_PI656043	PI656043	Bicolor	upstream_2kb	5%	8603.91679	1288	50898245	0.169041521765633	0.0253053911780259
PI656044_PI656044	PI656044	Bicolor	upstream_2kb	5%	8534.24479	1275	50898245	0.167672672996878	0.0250499796211048
PI656046_PI656046	PI656046	Guinea	upstream_2kb	5%	8980.95127	1346	50898245	0.176449134346381	0.0264449196627507
PI656047_PI656047	PI656047	Guinea	upstream_2kb	5%	9141.62277	1364	50898245	0.179605854190061	0.0267985664338721
PI656048_PI656048	PI656048	Bicolor	upstream_2kb	5%	7987.44722	1198	50898245	0.156929717714236	0.0235371573224185
PI656049_PI656049	PI656049	Durra	upstream_2kb	5%	8807.80796	1317	50898245	0.173047380317337	0.0258751554203883
PI656050_PI656050	PI656050	Milo/Durra-Bicolor	upstream_2kb	5%	8032.03186	1200	50898245	0.157805674046325	0.0235764514080987
PI656051_PI656051	PI656051	Bicolor	upstream_2kb	5%	8500.71637	1275	50898245	0.167013938692778	0.0250499796211048
PI656052_PI656052	PI656052	Durra	upstream_2kb	5%	9111.42134	1354	50898245	0.179012485401019	0.0266020960054713
PI656053_PI656053	PI656053	Bicolor	upstream_2kb	5%	8697.90298	1293	50898245	0.170888072466939	0.0254036263922263
PI656054_PI656054	PI656054	Caudatum	upstream_2kb	5%	8439.09707	1256	50898245	0.165803301665902	0.0246766858071433
PI656055_PI656055	PI656055	Bicolor	upstream_2kb	5%	8287.98285	1241	50898245	0.162834354111817	0.024381980164542
PI656056_PI656056	PI656056	Bicolor	upstream_2kb	5%	8511.15341	1275	50898245	0.167218995664782	0.0250499796211048
PI656057_PI656057	PI656057	Milo/Durra-Bicolor	upstream_2kb	5%	8155.44531	1221	50898245	0.160230383385518	0.0239890393077404
PI656058_PI656058	PI656058	Durra	upstream_2kb	5%	8720.17462	1302	50898245	0.171325644332138	0.025580449777787
PI656059_PI656059	PI656059	Bicolor	upstream_2kb	5%	8128.4442	1217	50898245	0.159699891420618	0.02391045113638
PI656060_PI656060	PI656060	Durra	upstream_2kb	5%	8758.82994	1309	50898245	0.172085107060175	0.0257179790776676
PI656061_PI656061	PI656061	Durra	upstream_2kb	5%	8611.03456	1288	50898245	0.169181364897748	0.0253053911780259
PI656062_PI656062	PI656062	Bicolor	upstream_2kb	5%	8537.14052	1272	50898245	0.167729565528242	0.0249910384925846
PI656063_PI656063	PI656063	Durra	upstream_2kb	5%	8271.05415	1237	50898245	0.16250175521769	0.0243033919931817
PI656064_PI656064	PI656064	Guinea	upstream_2kb	5%	10255.59495	1536	50898245	0.201492113333181	0.0301778578023663
PI656065_PI656065	PI656065	Kafir	upstream_2kb	5%	8824.85362	1318	50898245	0.173382277129595	0.0258948024632283
PI656066_PI656066	PI656066	Guinea	upstream_2kb	5%	8713.58507	1299	50898245	0.171196179160991	0.0255215086492668
PI656067_PI656067	PI656067	Guinea	upstream_2kb	5%	9224.25458	1375	50898245	0.181229324901085	0.027014683905113
