sample	group	cutoff_lab	Genetic_load_sum	n_chr_rows	Abs_genetic_load
V195	improved	5%	-457301.7737905	17	457301.7737905
V196	improved	5%	-271151.3435244	17	271151.3435244
V197	improved	5%	-252059.0398967	17	252059.0398967
V198	improved	5%	-354397.1769133	17	354397.1769133
V199	improved	5%	-502798.8464209	17	502798.8464209
V200	improved	5%	-283036.0552198	17	283036.0552198
V201	improved	5%	-372765.1097293	17	372765.1097293
V202	improved	5%	-336690.5988881	17	336690.5988881
V203	improved	5%	-310109.5780239	17	310109.5780239
V204	improved	5%	-387636.5378553	17	387636.5378553
V205	improved	5%	-509764.1345043	17	509764.1345043
V206	improved	5%	-467108.9032422	17	467108.9032422
V207	improved	5%	-583441.1294558	17	583441.1294558
V208	improved	5%	-363132.5616127	17	363132.5616127
V209	improved	5%	-268635.0090376	17	268635.0090376
V210	improved	5%	-253903.8056947	17	253903.8056947
V211	improved	5%	-384884.4995944	17	384884.4995944
V212	improved	5%	-292686.1837802	17	292686.1837802
V213	improved	5%	-341864.4941551	17	341864.4941551
V214	improved	5%	-323638.7599445	17	323638.7599445
V215	improved	5%	-280215.3935116	17	280215.3935116
V216	improved	5%	-272875.8921659	17	272875.8921659
V217	improved	5%	-317879.4707632	17	317879.4707632
V218	improved	5%	-435053.6187856	17	435053.6187856
V219	improved	5%	-412588.5622182	17	412588.5622182
V220	improved	5%	-374493.807988	17	374493.807988
V221	improved	5%	-453892.4346721	17	453892.4346721
V222	improved	5%	-555828.4999611	17	555828.4999611
V223	improved	5%	-554184.7849421	17	554184.7849421
V224	improved	5%	-317949.867679	17	317949.867679
V225	improved	5%	-360980.0724836	17	360980.0724836
V226	improved	5%	-379307.7004501	17	379307.7004501
V227	improved	5%	-365103.2182427	17	365103.2182427
V228	improved	5%	-201729.2522962	17	201729.2522962
V229	improved	5%	-417077.5293783	17	417077.5293783
V230	improved	5%	-501234.1849595	17	501234.1849595
V231	improved	5%	-533560.1519088	17	533560.1519088
V232	improved	5%	-319350.2035747	17	319350.2035747
V233	improved	5%	-378416.1705507	17	378416.1705507
V234	improved	5%	-412767.2688797	17	412767.2688797
V235	improved	5%	-247415.8866998	17	247415.8866998
V236	improved	5%	-424532.9427026	17	424532.9427026
V237	improved	5%	-394811.0276314	17	394811.0276314
V238	improved	5%	-384092.6652388	17	384092.6652388
V239	improved	5%	-531976.5587039	17	531976.5587039
V240	improved	5%	-412547.2214291	17	412547.2214291
V241	improved	5%	-613620.4679984	17	613620.4679984
V242	improved	5%	-417431.6575511	17	417431.6575511
V243	improved	5%	-232182.0614288	17	232182.0614288
V244	improved	5%	-543325.8173819	17	543325.8173819
V245	improved	5%	-179637.5327899	17	179637.5327899
V246	improved	5%	-521261.1939261	17	521261.1939261
V247	improved	5%	-269951.369706	17	269951.369706
V248	improved	5%	-267832.8236414	17	267832.8236414
V249	improved	5%	-318524.1255914	17	318524.1255914
V250	improved	5%	-360551.4598874	17	360551.4598874
V251	improved	5%	-305929.3621878	17	305929.3621878
V252	improved	5%	-326271.2506885	17	326271.2506885
V253	improved	5%	-307246.3176863	17	307246.3176863
V254	improved	5%	-277844.8467763	17	277844.8467763
V255	improved	5%	-313334.6426642	17	313334.6426642
V256	improved	5%	-273207.844553	17	273207.844553
V257	improved	5%	-446252.9268481	17	446252.9268481
V258	improved	5%	-409872.3591335	17	409872.3591335
V259	improved	5%	-394938.9439717	17	394938.9439717
V260	improved	5%	-495588.894031	17	495588.894031
V261	improved	5%	-245014.9301897	17	245014.9301897
V262	improved	5%	-523434.8694131	17	523434.8694131
V263	improved	5%	-323266.5369826	17	323266.5369826
V264	improved	5%	-129847.0504635	17	129847.0504635
V265	improved	5%	-412892.5893772	17	412892.5893772
V266	improved	5%	-206238.3296371	17	206238.3296371
V267	improved	5%	-257381.6181595	17	257381.6181595
V268	improved	5%	-259883.0270008	17	259883.0270008
V269	improved	5%	-597398.9221984	17	597398.9221984
V270	improved	5%	-498677.3545894	17	498677.3545894
V271	improved	5%	-410976.266805	17	410976.266805
V272	improved	5%	-429725.1333687	17	429725.1333687
V273	improved	5%	-369872.003701	17	369872.003701
V274	improved	5%	-428705.7074821	17	428705.7074821
V275	improved	5%	-380914.1193385	17	380914.1193385
V276	improved	5%	-504023.0703031	17	504023.0703031
V277	improved	5%	-444766.4338089	17	444766.4338089
V278	improved	5%	-503392.0138205	17	503392.0138205
V279	improved	5%	-302967.5043736	17	302967.5043736
V280	improved	5%	-435788.3375505	17	435788.3375505
V281	improved	5%	-474095.2879911	17	474095.2879911
V282	improved	5%	-392874.9865844	17	392874.9865844
V283	improved	5%	-410795.1016555	17	410795.1016555
V284	improved	5%	-114297.6828387	17	114297.6828387
V285	improved	5%	-523531.137633	17	523531.137633
V286	improved	5%	-307630.3118196	17	307630.3118196
V287	improved	5%	-738956.2224963	17	738956.2224963
V288	improved	5%	-257352.8344566	17	257352.8344566
V289	improved	5%	-487081.9168739	17	487081.9168739
V290	improved	5%	-506599.8646026	17	506599.8646026
V291	improved	5%	-339896.7628779	17	339896.7628779
V292	improved	5%	-160160.2022062	17	160160.2022062
V5	improved	1%	-136066.108329	17	136066.108329
V6	improved	1%	-121940.5579771	17	121940.5579771
V7	improved	1%	-81329.4250217	17	81329.4250217
V8	improved	1%	-99401.6323355	17	99401.6323355
V9	improved	1%	-150167.4955385	17	150167.4955385
V10	improved	1%	-88390.5553782	17	88390.5553782
V11	improved	1%	-82524.8967352	17	82524.8967352
V12	improved	1%	-151769.6879303	17	151769.6879303
V13	improved	1%	-76610.3029693	17	76610.3029693
V14	improved	1%	-118762.69111	17	118762.69111
V15	improved	1%	-134543.4789783	17	134543.4789783
V16	improved	1%	-115952.429606	17	115952.429606
V17	improved	1%	-68807.6281383	17	68807.6281383
V18	improved	1%	-121650.0343843	17	121650.0343843
V19	improved	1%	-129638.313426	17	129638.313426
V20	improved	1%	-107058.3164934	17	107058.3164934
V21	improved	1%	-88637.7836594	17	88637.7836594
V22	improved	1%	-105649.8481026	17	105649.8481026
V23	improved	1%	-73728.7225578	17	73728.7225578
V24	improved	1%	-73938.1696473	17	73938.1696473
V25	improved	1%	-69680.3189489	17	69680.3189489
V26	improved	1%	-115440.08811	17	115440.08811
V27	improved	1%	-85680.434162	17	85680.434162
V28	improved	1%	-120165.099249	17	120165.099249
V29	improved	1%	-119905.3741588	17	119905.3741588
V30	improved	1%	-119937.1582324	17	119937.1582324
V31	improved	1%	-129376.4852784	17	129376.4852784
V32	improved	1%	-125429.7645337	17	125429.7645337
V33	improved	1%	-161855.7056794	17	161855.7056794
V34	improved	1%	-97912.1424377	17	97912.1424377
V35	improved	1%	-113756.2605504	17	113756.2605504
V36	improved	1%	-75730.7526324	17	75730.7526324
V37	improved	1%	-86385.7247357	17	86385.7247357
V38	improved	1%	-121398.0150292	17	121398.0150292
V39	improved	1%	-101713.0728887	17	101713.0728887
V40	improved	1%	-117348.672116	17	117348.672116
V41	improved	1%	-126399.3354869	17	126399.3354869
V42	improved	1%	-115325.934218	17	115325.934218
V43	improved	1%	-92335.7587871	17	92335.7587871
V44	improved	1%	-37357.5598025	17	37357.5598025
V45	improved	1%	-127148.8622169	17	127148.8622169
V46	improved	1%	-86222.837091	17	86222.837091
V47	improved	1%	-79498.3736978	17	79498.3736978
V48	improved	1%	-100779.571884	17	100779.571884
V49	improved	1%	-56370.2843595	17	56370.2843595
V50	improved	1%	-72149.9808037	17	72149.9808037
V51	improved	1%	-75280.9637308	17	75280.9637308
V52	improved	1%	-108397.5831407	17	108397.5831407
V53	improved	1%	-67399.040461	17	67399.040461
V54	improved	1%	-85276.4068575	17	85276.4068575
V55	improved	1%	-74678.2083672	17	74678.2083672
V56	improved	1%	-89839.6337562	17	89839.6337562
V57	improved	1%	-76113.9711264	17	76113.9711264
V58	improved	1%	-90075.9678854	17	90075.9678854
V59	improved	1%	-101826.0121495	17	101826.0121495
V60	improved	1%	-140724.8986943	17	140724.8986943
V61	improved	1%	-97834.8113979	17	97834.8113979
V62	improved	1%	-108066.201909	17	108066.201909
V63	improved	1%	-110462.7711546	17	110462.7711546
V64	improved	1%	-87314.78448	17	87314.78448
V65	improved	1%	-129499.9931894	17	129499.9931894
V66	improved	1%	-93476.4146956	17	93476.4146956
V67	improved	1%	-105016.0202688	17	105016.0202688
V68	improved	1%	-119093.8184938	17	119093.8184938
V69	improved	1%	-93811.9354557	17	93811.9354557
V70	improved	1%	-125295.9946662	17	125295.9946662
V71	improved	1%	-117694.2143966	17	117694.2143966
V72	improved	1%	-93628.1825741	17	93628.1825741
V73	improved	1%	-131526.8320703	17	131526.8320703
V74	improved	1%	-107932.9018162	17	107932.9018162
V75	improved	1%	-148443.1722297	17	148443.1722297
V76	improved	1%	-122913.4788232	17	122913.4788232
V77	improved	1%	-127838.8036996	17	127838.8036996
V78	improved	1%	-73925.1461551	17	73925.1461551
V79	improved	1%	-123565.5100711	17	123565.5100711
V80	improved	1%	-86761.5955506	17	86761.5955506
V81	improved	1%	-110002.8013008	17	110002.8013008
V82	improved	1%	-87056.5287669	17	87056.5287669
V83	improved	1%	-153940.1350793	17	153940.1350793
V84	improved	1%	-116944.7235746	17	116944.7235746
V85	improved	1%	-98212.206356	17	98212.206356
V86	improved	1%	-109470.2952924	17	109470.2952924
V87	improved	1%	-141164.2089459	17	141164.2089459
V88	improved	1%	-130517.8912341	17	130517.8912341
V89	improved	1%	-95851.9280518	17	95851.9280518
V90	improved	1%	-106807.790591	17	106807.790591
V91	improved	1%	-77759.9445916	17	77759.9445916
V92	improved	1%	-107644.1796547	17	107644.1796547
V93	improved	1%	-66013.5073784	17	66013.5073784
V94	improved	1%	-75576.0440026	17	75576.0440026
V95	improved	1%	-142870.1221218	17	142870.1221218
V96	improved	1%	-124213.7921546	17	124213.7921546
V97	improved	1%	-157718.6319356	17	157718.6319356
V98	improved	1%	-164235.654367	17	164235.654367
V99	improved	1%	-87436.263852	17	87436.263852
V100	improved	1%	-138528.2715342	17	138528.2715342
V101	improved	1%	-143242.6668386	17	143242.6668386
V102	improved	1%	-115533.3144048	17	115533.3144048
V103	improved	1%	-124565.4497921	17	124565.4497921
V104	improved	1%	-84081.4981127	17	84081.4981127
V105	improved	1%	-145190.63295	17	145190.63295
V106	improved	1%	-127671.9398752	17	127671.9398752
V107	improved	1%	-73593.3756952	17	73593.3756952
V108	improved	1%	-77960.3431231	17	77960.3431231
V109	improved	1%	-125712.4527967	17	125712.4527967
V110	improved	1%	-147021.3706193	17	147021.3706193
V111	improved	1%	-133191.6628094	17	133191.6628094
V112	improved	1%	-99760.049743	17	99760.049743
V113	improved	1%	-117156.2105791	17	117156.2105791
V114	improved	1%	-85549.9690987	17	85549.9690987
V115	improved	1%	-148980.7574297	17	148980.7574297
V116	improved	1%	-110235.563316	17	110235.563316
V117	improved	1%	-145645.4646164	17	145645.4646164
V118	improved	1%	-92777.3523256	17	92777.3523256
V119	improved	1%	-86419.6336316	17	86419.6336316
V120	improved	1%	-107985.5528317	17	107985.5528317
V121	improved	1%	-141775.4432386	17	141775.4432386
V122	improved	1%	-148067.058079	17	148067.058079
V123	improved	1%	-136481.1797518	17	136481.1797518
V124	improved	1%	-113552.8178724	17	113552.8178724
V125	improved	1%	-74115.9603955	17	74115.9603955
V126	improved	1%	-79564.9936687	17	79564.9936687
V127	improved	1%	-76409.8249865	17	76409.8249865
V128	improved	1%	-91454.120556	17	91454.120556
V129	improved	1%	-92069.5535462	17	92069.5535462
V130	improved	1%	-86202.6893541	17	86202.6893541
V131	improved	1%	-106112.1819376	17	106112.1819376
V132	improved	1%	-73897.9248786	17	73897.9248786
V133	improved	1%	-114051.8890103	17	114051.8890103
V134	improved	1%	-99565.3739424	17	99565.3739424
V135	improved	1%	-122308.0228569	17	122308.0228569
V136	improved	1%	-110425.8368944	17	110425.8368944
V137	improved	1%	-99033.7656244	17	99033.7656244
V138	improved	1%	-138847.4274748	17	138847.4274748
V139	improved	1%	-48499.0641091	17	48499.0641091
V140	improved	1%	-136066.108329	17	136066.108329
V141	improved	1%	-61847.0037559	17	61847.0037559
V142	improved	1%	-100042.6327091	17	100042.6327091
V143	improved	1%	-91778.7742626	17	91778.7742626
V144	improved	1%	-75303.6045937	17	75303.6045937
V145	improved	1%	-47892.4822112	17	47892.4822112
V146	improved	1%	-107229.6380679	17	107229.6380679
V147	improved	1%	-89954.8938926	17	89954.8938926
V148	improved	1%	-120993.0008985	17	120993.0008985
V149	improved	1%	-74474.2048809	17	74474.2048809
V150	improved	1%	-104698.5671285	17	104698.5671285
V151	improved	1%	-140779.6379847	17	140779.6379847
V152	improved	1%	-37770.8315394	17	37770.8315394
V153	improved	1%	-84545.8911228	17	84545.8911228
V154	improved	1%	-66286.5466649	17	66286.5466649
V155	improved	1%	-54238.8046904	17	54238.8046904
V156	improved	1%	-66163.0505036	17	66163.0505036
V157	improved	1%	-101271.3483583	17	101271.3483583
V158	improved	1%	-107146.4578867	17	107146.4578867
V159	improved	1%	-73712.3700238	17	73712.3700238
V160	improved	1%	-90189.9232411	17	90189.9232411
V161	improved	1%	-97280.7150974	17	97280.7150974
V162	improved	1%	-82818.3457134	17	82818.3457134
V163	improved	1%	-83184.5161441	17	83184.5161441
V164	improved	1%	-74283.5439467	17	74283.5439467
V165	improved	1%	-114939.9734336	17	114939.9734336
V166	improved	1%	-107981.3800234	17	107981.3800234
V167	improved	1%	-138824.8096348	17	138824.8096348
V168	improved	1%	-120145.8525666	17	120145.8525666
V169	improved	1%	-135667.3897213	17	135667.3897213
V170	improved	1%	-122156.6720919	17	122156.6720919
V171	improved	1%	-148648.3140621	17	148648.3140621
V172	improved	1%	-102915.5060123	17	102915.5060123
V173	improved	1%	-80873.0374959	17	80873.0374959
V174	improved	1%	-151083.0236675	17	151083.0236675
V175	improved	1%	-158624.1919175	17	158624.1919175
V176	improved	1%	-112879.9584544	17	112879.9584544
V177	improved	1%	-60608.3953438	17	60608.3953438
V178	improved	1%	-47786.6082184	17	47786.6082184
V179	improved	1%	-134776.7421151	17	134776.7421151
V180	improved	1%	-130592.5536639	17	130592.5536639
V181	improved	1%	-119296.0212035	17	119296.0212035
V182	improved	1%	-80221.6302024	17	80221.6302024
V183	improved	1%	-131904.5895523	17	131904.5895523
V184	improved	1%	-113168.2461083	17	113168.2461083
V185	improved	1%	-91989.0088582	17	91989.0088582
V186	improved	1%	-135654.6419326	17	135654.6419326
V187	improved	1%	-131992.1970782	17	131992.1970782
V188	improved	1%	-168431.5421195	17	168431.5421195
V189	improved	1%	-104365.5202824	17	104365.5202824
V190	improved	1%	-85398.2292587	17	85398.2292587
V191	improved	1%	-151452.4172486	17	151452.4172486
V192	improved	1%	-96083.2297006	17	96083.2297006
V193	improved	1%	-571.0877699	17	571.0877699
V194	improved	1%	-77275.6377773	17	77275.6377773
V195	improved	1%	-126442.2478778	17	126442.2478778
V196	improved	1%	-73208.4891367	17	73208.4891367
V197	improved	1%	-69069.6451666	17	69069.6451666
V198	improved	1%	-98415.0109248	17	98415.0109248
V199	improved	1%	-140519.240022	17	140519.240022
V200	improved	1%	-76101.3150779	17	76101.3150779
V201	improved	1%	-102054.993716	17	102054.993716
V202	improved	1%	-91480.3606368	17	91480.3606368
V203	improved	1%	-84853.7649309	17	84853.7649309
V204	improved	1%	-106838.2224655	17	106838.2224655
V205	improved	1%	-140422.8010031	17	140422.8010031
V206	improved	1%	-128199.935786	17	128199.935786
V207	improved	1%	-159255.1132983	17	159255.1132983
V208	improved	1%	-98343.7045143	17	98343.7045143
V209	improved	1%	-72857.2400871	17	72857.2400871
V210	improved	1%	-68792.7848057	17	68792.7848057
V211	improved	1%	-105828.5943335	17	105828.5943335
V212	improved	1%	-80584.8279605	17	80584.8279605
V213	improved	1%	-95186.3086782	17	95186.3086782
V214	improved	1%	-88867.1308822	17	88867.1308822
V215	improved	1%	-75776.7731141	17	75776.7731141
V216	improved	1%	-74611.1416595	17	74611.1416595
V217	improved	1%	-87519.6998831	17	87519.6998831
V218	improved	1%	-119889.6133798	17	119889.6133798
V219	improved	1%	-112941.3895042	17	112941.3895042
V220	improved	1%	-102733.2542215	17	102733.2542215
V221	improved	1%	-122756.6642075	17	122756.6642075
V222	improved	1%	-155516.4209477	17	155516.4209477
V223	improved	1%	-155045.7963825	17	155045.7963825
V224	improved	1%	-86509.9346186	17	86509.9346186
V225	improved	1%	-99778.1116116	17	99778.1116116
V226	improved	1%	-103535.5174772	17	103535.5174772
V227	improved	1%	-100464.0707876	17	100464.0707876
V228	improved	1%	-54715.2958693	17	54715.2958693
V229	improved	1%	-115013.1606003	17	115013.1606003
V230	improved	1%	-137758.3187234	17	137758.3187234
V231	improved	1%	-148555.7789624	17	148555.7789624
V232	improved	1%	-85372.8256292	17	85372.8256292
V233	improved	1%	-102852.3170127	17	102852.3170127
V234	improved	1%	-113743.9430343	17	113743.9430343
V235	improved	1%	-68074.9127269	17	68074.9127269
V236	improved	1%	-118736.2405649	17	118736.2405649
V237	improved	1%	-111140.5194289	17	111140.5194289
V238	improved	1%	-105440.9961266	17	105440.9961266
V239	improved	1%	-146056.5495056	17	146056.5495056
V240	improved	1%	-113566.9811386	17	113566.9811386
V241	improved	1%	-172388.4366434	17	172388.4366434
V242	improved	1%	-113853.1438791	17	113853.1438791
V243	improved	1%	-62958.1154857	17	62958.1154857
V244	improved	1%	-151942.8033646	17	151942.8033646
V245	improved	1%	-49207.3839373	17	49207.3839373
V246	improved	1%	-145165.3701574	17	145165.3701574
V247	improved	1%	-72258.625349	17	72258.625349
V248	improved	1%	-73853.2648795	17	73853.2648795
V249	improved	1%	-86599.972348	17	86599.972348
V250	improved	1%	-98079.767151	17	98079.767151
V251	improved	1%	-83595.2351962	17	83595.2351962
V252	improved	1%	-89213.3307451	17	89213.3307451
V253	improved	1%	-84765.1234945	17	84765.1234945
V254	improved	1%	-75208.5307634	17	75208.5307634
V255	improved	1%	-84939.7520365	17	84939.7520365
V256	improved	1%	-74845.2487806	17	74845.2487806
V257	improved	1%	-123806.9913591	17	123806.9913591
V258	improved	1%	-110344.0319469	17	110344.0319469
V259	improved	1%	-109516.7789801	17	109516.7789801
V260	improved	1%	-137318.692751	17	137318.692751
V261	improved	1%	-67758.2514881	17	67758.2514881
V262	improved	1%	-143721.7955094	17	143721.7955094
V263	improved	1%	-86692.2845305	17	86692.2845305
V264	improved	1%	-36708.8597115	17	36708.8597115
V265	improved	1%	-115610.2334462	17	115610.2334462
V266	improved	1%	-56532.7244657	17	56532.7244657
V267	improved	1%	-70299.3827161	17	70299.3827161
V268	improved	1%	-71050.1527318	17	71050.1527318
V269	improved	1%	-170669.132696	17	170669.132696
V270	improved	1%	-137707.4373447	17	137707.4373447
V271	improved	1%	-111801.6821064	17	111801.6821064
V272	improved	1%	-118475.2763725	17	118475.2763725
V273	improved	1%	-99228.5875633	17	99228.5875633
V274	improved	1%	-119555.1512324	17	119555.1512324
V275	improved	1%	-105844.5959123	17	105844.5959123
V276	improved	1%	-140307.2317491	17	140307.2317491
V277	improved	1%	-121861.0142845	17	121861.0142845
V278	improved	1%	-137236.9055754	17	137236.9055754
V279	improved	1%	-82020.0332795	17	82020.0332795
V280	improved	1%	-120984.4868934	17	120984.4868934
V281	improved	1%	-130275.2277688	17	130275.2277688
V282	improved	1%	-105655.4011971	17	105655.4011971
V283	improved	1%	-112399.3635324	17	112399.3635324
V284	improved	1%	-30416.9562567	17	30416.9562567
V285	improved	1%	-146098.494895	17	146098.494895
V286	improved	1%	-85627.2665959	17	85627.2665959
V287	improved	1%	-197494.6463655	17	197494.6463655
V288	improved	1%	-70027.6270316	17	70027.6270316
V289	improved	1%	-135386.765359	17	135386.765359
V290	improved	1%	-139034.564066	17	139034.564066
V291	improved	1%	-91350.5759748	17	91350.5759748
V292	improved	1%	-44438.038671	17	44438.038671
V5	wild	10%	-249829.0274766	17	249829.0274766
V6	wild	10%	-235725.0516629	17	235725.0516629
V7	wild	10%	-250890.7652179	17	250890.7652179
V8	wild	10%	-52825.8466983	17	52825.8466983
V9	wild	10%	-143023.6223717	17	143023.6223717
V10	wild	10%	-233674.2606575	17	233674.2606575
V11	wild	10%	-175459.9551601	17	175459.9551601
V12	wild	10%	-16436.4870362	17	16436.4870362
V13	wild	10%	-180960.6241871	17	180960.6241871
V14	wild	10%	-236246.5505563	17	236246.5505563
V15	wild	10%	-13259.8556052	17	13259.8556052
V16	wild	10%	-26134.2944657	17	26134.2944657
V17	wild	10%	-153996.2307023	17	153996.2307023
V18	wild	10%	-120465.4149188	17	120465.4149188
V19	wild	10%	-22734.5187024	17	22734.5187024
V20	wild	10%	-195142.7430829	17	195142.7430829
V21	wild	10%	-25623.9964352	17	25623.9964352
V22	wild	10%	-28776.2718927	17	28776.2718927
V23	wild	10%	-22832.3828114	17	22832.3828114
V24	wild	10%	-22608.9875203	17	22608.9875203
V25	wild	10%	-10776.279907	17	10776.279907
V26	wild	10%	-14481.8544015	17	14481.8544015
V27	wild	10%	-246890.0347738	17	246890.0347738
V28	wild	10%	-258170.6358722	17	258170.6358722
V29	wild	10%	-278152.208896	17	278152.208896
V30	wild	10%	-230544.8480014	17	230544.8480014
V5	wild	5%	-135118.7905962	17	135118.7905962
V6	wild	5%	-127579.1531389	17	127579.1531389
V7	wild	5%	-132676.3791836	17	132676.3791836
V8	wild	5%	-28491.0725945	17	28491.0725945
V9	wild	5%	-78581.3943339	17	78581.3943339
V10	wild	5%	-126670.6192426	17	126670.6192426
V11	wild	5%	-90790.4049905	17	90790.4049905
V12	wild	5%	-8490.4185288	17	8490.4185288
V13	wild	5%	-95867.9525882	17	95867.9525882
V14	wild	5%	-126261.8777337	17	126261.8777337
V15	wild	5%	-6809.8958545	17	6809.8958545
V16	wild	5%	-13311.448728	17	13311.448728
V17	wild	5%	-81334.310137	17	81334.310137
V18	wild	5%	-64054.1823421	17	64054.1823421
V19	wild	5%	-11534.7325315	17	11534.7325315
V20	wild	5%	-107705.039041	17	107705.039041
V21	wild	5%	-13777.162631	17	13777.162631
V22	wild	5%	-14787.183945	17	14787.183945
V23	wild	5%	-11738.3365215	17	11738.3365215
V24	wild	5%	-11556.2935773	17	11556.2935773
V25	wild	5%	-5515.6914365	17	5515.6914365
V26	wild	5%	-7261.3311739	17	7261.3311739
V27	wild	5%	-135402.5083971	17	135402.5083971
V28	wild	5%	-138435.4151435	17	138435.4151435
V29	wild	5%	-149002.0181736	17	149002.0181736
V30	wild	5%	-123977.5578618	17	123977.5578618
V5	wild	1%	-34534.7959334	17	34534.7959334
V6	wild	1%	-32408.0731672	17	32408.0731672
V7	wild	1%	-32808.1796702	17	32808.1796702
V8	wild	1%	-7427.9659309	17	7427.9659309
V9	wild	1%	-19741.386537	17	19741.386537
V10	wild	1%	-32877.6186071	17	32877.6186071
V11	wild	1%	-21795.6507205	17	21795.6507205
V12	wild	1%	-2126.9405351	17	2126.9405351
V13	wild	1%	-24038.2502082	17	24038.2502082
V14	wild	1%	-31911.366196	17	31911.366196
V15	wild	1%	-1683.2854189	17	1683.2854189
V16	wild	1%	-3545.5343079	17	3545.5343079
V17	wild	1%	-19734.2111276	17	19734.2111276
V18	wild	1%	-16023.442208	17	16023.442208
V19	wild	1%	-2826.1456732	17	2826.1456732
V20	wild	1%	-28290.6829217	17	28290.6829217
V21	wild	1%	-3806.4538842	17	3806.4538842
V22	wild	1%	-3959.4968455	17	3959.4968455
V23	wild	1%	-2688.340271	17	2688.340271
V24	wild	1%	-2727.4145511	17	2727.4145511
V25	wild	1%	-1195.1752928	17	1195.1752928
V26	wild	1%	-1724.0669904	17	1724.0669904
V27	wild	1%	-35787.0129908	17	35787.0129908
V28	wild	1%	-35280.4462743	17	35280.4462743
V29	wild	1%	-38054.6651926	17	38054.6651926
V30	wild	1%	-31722.4808435	17	31722.4808435
