UID,geno,panicle_num,panicle_weight,panicle_avg,rachis_len,rachis_dia,DaysToBloom,PlantHeight,Treatment_Type,note
41205,PI 595745,1,157.1,157.1,22,0.907,62.75,129.6666667,LN,Short_Early
41206,PI 576350,3,525.3,175.1,36.4,1.258666667,54.4,89.33333333,LN,Short_Early
41207,PI 655987,2,180.8,90.4,33.9,1.0135,64.5,83,LN,Short_Early
41210,PI 656119,2,179.1,89.55,31.75,1.252,60.22222222,207.5,LN,Short_Early
41211,PI 656019,2,228.3,114.15,30.8,1.0985,58.25,226,LN,Short_Early
41214,PI 533903,1,20.9,20.9,13.9,0.586,69,178,LN,Short_Late
41215,PI 533924,2,37.4,18.7,22.25,0.7465,71.77777778,231.1666667,LN,Short_Late
41217,PI 576340,3,221,73.66666667,28.83333333,0.957333333,68.55555556,193.1666667,LN,Short_Late
41219,PI 595699,3,417.2,139.0666667,24.73333333,1.206333333,71.33333333,204.1666667,LN,Short_Late
41220,PI 595743,3,92.7,30.9,32.5,0.684666667,75.77777778,208.3333333,LN,Short_Late
41221,PI 656029,3,328.1,109.3666667,25.7,1.337666667,72.88888889,155.5,LN,Short_Late
41222,check,3,396.4,132.1333333,35.9,0.997666667,NA,NA,LN,NA
41223,PI 651492,3,344.7,114.9,35.66666667,1.019,NA,NA,LN,Short_Late
41225,PI 533976,3,361.3,120.4333333,33.96666667,1.310333333,64.875,280.2,LN,Tall_Early
41225,PI 533976,1,62.6,62.6,33.96666667,1.310333333,64.875,280.2,LN,Tall_Early
41226,PI 534144,2,148.5,74.25,14,1.2235,68.625,289.8333333,LN,Tall_Early
41227,PI 534137,2,155.1,77.55,26.75,0.9105,68.125,302.2,LN,Tall_Early
41228,PI 534088,2,96.2,48.1,33.7,1.6315,68,481.5,LN,Tall_Early
41229,PI 595744,1,59.6,59.6,26.9,1.051,63,311,LN,Tall_Early
41230,PI 655973,1,88.4,88.4,28.6,1.214,66.88888889,346.6,LN,Tall_Early
41231,PI 597966,3,269.9,89.96666667,20.2,1.244666667,64.16666667,300.25,LN,Tall_Early
41232,PI 641849,3,129.9,43.3,41.3,0.704,54.625,337.2,LN,Tall_Early
41233,PI 659696,2,228.9,114.45,27.7,1.2775,64.77777778,275.8333333,LN,Tall_Early
41234,PI 656088,3,229.1,76.36666667,14.7,1.460666667,67.625,324.6,LN,Tall_Early
41235,PI 656084,3,464.1,154.7,38.33333333,1.120666667,67.5,1342,LN,Tall_Early
41236,PI 656106,3,215.9,71.96666667,20.06666667,0.955666667,68,303,LN,Tall_Early
