sample	PI	Race	cutoff	miss	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load	Abs_per_Ndel
PI533792_PI533792	PI533792	Caudatum	5%	miss50	-397861.3319019	30332	10	397861.3319019	13.1168842114566
PI533839_PI533839	PI533839	Caudatum	5%	miss50	-137766.3414736	10951	10	137766.3414736	12.580252166341
PI533841_PI533841	PI533841	Caudatum	5%	miss50	-369123.3195726	28124	10	369123.3195726	13.1248513572963
PI533845_PI533845	PI533845	Caudatum	5%	miss50	-364141.3354788	28096	10	364141.3354788	12.9606113140233
PI533855_PI533855	PI533855	Caudatum	5%	miss50	-307777.296825	31899	10	307777.296825	9.64849358365466
PI533866_PI533866	PI533866	Caudatum	5%	miss50	-348960.3465248	26548	10	348960.3465248	13.1445060465873
PI533871_PI533871	PI533871	Caudatum	5%	miss50	-305441.1833404	23211	10	305441.1833404	13.1593289104476
PI533877_PI533877	PI533877	Caudatum	5%	miss50	-318774.2820587	29533	10	318774.2820587	10.7938334086852
PI533878_PI533878	PI533878	Caudatum	5%	miss50	-323749.6883973	25542	10	323749.6883973	12.6751894290698
PI533882_PI533882	PI533882	Caudatum	5%	miss50	-298474.7063861	22924	10	298474.7063861	13.0201843651239
PI533903_PI533903	PI533903	Caudatum	5%	miss50	-244453.8229174	19023	10	244453.8229174	12.8504348902592
PI533924_PI533924	PI533924	Caudatum	5%	miss50	-318472.4163487	24505	10	318472.4163487	12.9962218465089
PI533927_PI533927	PI533927	Caudatum	5%	miss50	-330199.7996268	25452	10	330199.7996268	12.9734323285714
PI533957_PI533957	PI533957	Caudatum	5%	miss50	-361462.9641319	27533	10	361462.9641319	13.1283537621
PI534037_PI534037	PI534037	Caudatum	5%	miss50	-333558.4456459	25520	10	333558.4456459	13.0704720080682
PI534063_PI534063	PI534063	Caudatum	5%	miss50	-330034.1188231	25177	10	330034.1188231	13.1085561752036
PI534070_PI534070	PI534070	Caudatum	5%	miss50	-333906.391794	25418	10	333906.391794	13.1366115270281
PI534075_PI534075	PI534075	Caudatum	5%	miss50	-301078.2250595	23479	10	301078.2250595	12.8232984820265
PI534088_PI534088	PI534088	Caudatum	5%	miss50	-308940.616996	23537	10	308940.616996	13.1257431701576
PI534092_PI534092	PI534092	Caudatum	5%	miss50	-350032.3931842	28962	10	350032.3931842	12.0859192453629
PI534096_PI534096	PI534096	Caudatum	5%	miss50	-103418.1641072	8125	10	103418.1641072	12.7283894285785
PI534116_PI534116	PI534116	Caudatum	5%	miss50	-257186.5425718	19979	10	257186.5425718	12.8728436143851
PI534117_PI534117	PI534117	Caudatum	5%	miss50	-278684.9900756	21303	10	278684.9900756	13.0819598214148
PI534124_PI534124	PI534124	Caudatum	5%	miss50	-270841.5185567	21167	10	270841.5185567	12.7954607906978
PI534144_PI534144	PI534144	Caudatum	5%	miss50	-355933.9079437	29564	10	355933.9079437	12.0394367454911
PI534145_PI534145	PI534145	Caudatum	5%	miss50	-284209.9183273	21723	10	284209.9183273	13.0833640992174
PI576385_PI576385	PI576385	Caudatum	5%	miss50	-359383.6659735	27143	10	359383.6659735	13.2403811654386
PI576418_PI576418	PI576418	Caudatum	5%	miss50	-303302.1223021	23166	10	303302.1223021	13.092554705262
PI585295_PI585295	PI585295	Caudatum	5%	miss50	-309019.4212454	23296	10	309019.4212454	13.264913343295
PI595741_PI595741	PI595741	Caudatum	5%	miss50	-389944.2961939	29642	10	389944.2961939	13.1551277307166
PI595743_PI595743	PI595743	Caudatum	5%	miss50	-389239.6732071	37089	10	389239.6732071	10.4947470464855
PI597951_PI597951	PI597951	Caudatum	5%	miss50	-401407.7323797	30518	10	401407.7323797	13.1531467455174
PI597960_PI597960	PI597960	Caudatum	5%	miss50	-247530.1926294	18929	10	247530.1926294	13.0767707025939
PI597976_PI597976	PI597976	Caudatum	5%	miss50	-297986.7040955	22715	10	297986.7040955	13.1184989696456
PI609456_PI609456	PI609456	Caudatum	5%	miss50	-101591.4650631	8080	10	101591.4650631	12.5732011216708
PI655978_PI655978	PI655978	Caudatum	5%	miss50	-451435.070307	34322	10	451435.070307	13.1529360266593
PI655979_PI655979	PI655979	Caudatum	5%	miss50	-377300.4622663	28689	10	377300.4622663	13.151398175827
PI655981_PI655981	PI655981	Caudatum	5%	miss50	-375486.2705113	28489	10	375486.2705113	13.1800438945312
PI655996_PI655996	PI655996	Caudatum	5%	miss50	-442002.9544486	34209	10	442002.9544486	12.9206628211465
PI655998_PI655998	PI655998	Caudatum	5%	miss50	-352484.4013402	26811	10	352484.4013402	13.1470068755436
PI656004_PI656004	PI656004	Caudatum	5%	miss50	-467172.6111477	35742	10	467172.6111477	13.0706902564966
PI656010_PI656010	PI656010	Caudatum	5%	miss50	-420517.2771996	35764	10	420517.2771996	11.7581164634717
PI656014_PI656014	PI656014	Caudatum	5%	miss50	-344400.8940483	40193	10	344400.8940483	8.56867847755331
PI656032_PI656032	PI656032	Caudatum	5%	miss50	-389730.1571801	46013	10	389730.1571801	8.47000102536458
PI656040_PI656040	PI656040	Caudatum	5%	miss50	-419304.7250695	33694	10	419304.7250695	12.444492344913
PI656054_PI656054	PI656054	Caudatum	5%	miss50	-358256.241264	29349	10	358256.241264	12.2067614318716
PI656078_PI656078	PI656078	Caudatum	5%	miss50	-101627.8876902	8616	10	101627.8876902	11.7952515889276
PI656079_PI656079	PI656079	Caudatum	5%	miss50	-320037.3907416	26134	10	320037.3907416	12.2460163289814
PI656081_PI656081	PI656081	Caudatum	5%	miss50	-87051.4857645	6967	10	87051.4857645	12.494830739845
PI656083_PI656083	PI656083	Caudatum	5%	miss50	-354936.8061894	49498	10	354936.8061894	7.17073025555376
PI656093_PI656093	PI656093	Caudatum	5%	miss50	-284040.0418001	22123	10	284040.0418001	12.8391285901596
PI656094_PI656094	PI656094	Caudatum	5%	miss50	-288239.032434	22146	10	288239.032434	13.0153992790572
PI656095_PI656095	PI656095	Caudatum	5%	miss50	-333581.9721641	26401	10	333581.9721641	12.6352021576493
PI656096_PI656096	PI656096	Caudatum	5%	miss50	-289577.3936147	22299	10	289577.3936147	12.9861156829768
PI656104_PI656104	PI656104	Caudatum	5%	miss50	-391968.6288619	49858	10	391968.6288619	7.86169980468331
PI656119_PI656119	PI656119	Caudatum	5%	miss50	-317067.9917021	29391	10	317067.9917021	10.7879279950359
PI17548_PI17548	PI17548	Durra	5%	miss50	-366659.0660352	28134	10	366659.0660352	13.032596361527
PI329440_PI329440	PI329440	Durra	5%	miss50	-408129.4613182	30943	10	408129.4613182	13.1897185572892
PI35038_PI35038	PI35038	Durra	5%	miss50	-332489.6932852	25210	10	332489.6932852	13.1888017963189
PI48770_PI48770	PI48770	Durra	5%	miss50	-332358.8513092	31425	10	332358.8513092	10.5762562071344
PI533869_PI533869	PI533869	Durra	5%	miss50	-308525.4958121	23536	10	308525.4958121	13.1086631463333
PI533902_PI533902	PI533902	Durra	5%	miss50	-350009.9108447	30408	10	350009.9108447	11.5104548423014
PI533936_PI533936	PI533936	Durra	5%	miss50	-328347.4994981	24719	10	328347.4994981	13.2832031837089
PI533937_PI533937	PI533937	Durra	5%	miss50	-334616.4939227	25208	10	334616.4939227	13.2742182609767
PI533938_PI533938	PI533938	Durra	5%	miss50	-319033.073381	24623	10	319033.073381	12.9567101239085
PI533940_PI533940	PI533940	Durra	5%	miss50	-351804.495182	26530	10	351804.495182	13.2606292944591
PI533948_PI533948	PI533948	Durra	5%	miss50	-341543.7717163	25476	10	341543.7717163	13.4064912747802
PI533954_PI533954	PI533954	Durra	5%	miss50	-386512.583845	29385	10	386512.583845	13.1533974424026
PI533955_PI533955	PI533955	Durra	5%	miss50	-341052.7672785	25587	10	341052.7672785	13.3291424269551
PI533956_PI533956	PI533956	Durra	5%	miss50	-312498.083835	23659	10	312498.083835	13.2084231723657
PI533979_PI533979	PI533979	Durra	5%	miss50	-398198.0956021	29833	10	398198.0956021	13.3475713338283
PI533997_PI533997	PI533997	Durra	5%	miss50	-269568.5057155	21151	10	269568.5057155	12.7449532275306
PI534054_PI534054	PI534054	Durra	5%	miss50	-291038.461922	21914	10	291038.461922	13.2809373880624
PI534097_PI534097	PI534097	Durra	5%	miss50	-428435.6824152	32597	10	428435.6824152	13.1434083631991
PI552861_PI552861	PI552861	Durra	5%	miss50	-297824.4149832	22375	10	297824.4149832	13.3105883791374
PI561072_PI561072	PI561072	Durra	5%	miss50	-364384.9216605	27339	10	364384.9216605	13.3283924671897
PI561073_PI561073	PI561073	Durra	5%	miss50	-426232.9401842	32806	10	426232.9401842	12.9925300306103
PI564163_PI564163	PI564163	Durra	5%	miss50	-285430.2864851	21882	10	285430.2864851	13.0440675662691
PI566819_PI566819	PI566819	Durra	5%	miss50	-328362.7382837	25130	10	328362.7382837	13.0665634016594
PI576332_PI576332	PI576332	Durra	5%	miss50	-385263.5273021	29087	10	385263.5273021	13.245213576584
PI576333_PI576333	PI576333	Durra	5%	miss50	-335347.2670142	25205	10	335347.2670142	13.3047913911605
PI576337_PI576337	PI576337	Durra	5%	miss50	-295875.0157795	32867	10	295875.0157795	9.00219112725531
PI576339_PI576339	PI576339	Durra	5%	miss50	-337289.9177367	25321	10	337289.9177367	13.3205607099522
PI576340_PI576340	PI576340	Durra	5%	miss50	-333404.9286783	24982	10	333404.9286783	13.3458061275438
PI576345_PI576345	PI576345	Durra	5%	miss50	-277408.8220457	20727	10	277408.8220457	13.3839350627539
PI576352_PI576352	PI576352	Durra	5%	miss50	-334557.5632377	25169	10	334557.5632377	13.2924455972705
PI576364_PI576364	PI576364	Durra	5%	miss50	-349107.1923052	26291	10	349107.1923052	13.2785817315888
PI576373_PI576373	PI576373	Durra	5%	miss50	-284443.7980159	21354	10	284443.7980159	13.3203988955652
PI576394_PI576394	PI576394	Durra	5%	miss50	-411492.9707	31011	10	411492.9707	13.2692583502628
PI576422_PI576422	PI576422	Durra	5%	miss50	-334090.3134894	25030	10	334090.3134894	13.3475954250659
PI595702_PI595702	PI595702	Durra	5%	miss50	-336152.7697922	25240	10	336152.7697922	13.3182555385182
PI597949_PI597949	PI597949	Durra	5%	miss50	-336472.655118	25561	10	336472.655118	13.1635168858026
PI597958_PI597958	PI597958	Durra	5%	miss50	-365289.4065592	27585	10	365289.4065592	13.2423203392858
PI629059_PI629059	PI629059	Durra	5%	miss50	-299988.895508	22396	10	299988.895508	13.3947533268441
PI641824_PI641824	PI641824	Durra	5%	miss50	-397787.4416685	34876	10	397787.4416685	11.4057644703664
PI641836_PI641836	PI641836	Durra	5%	miss50	-335182.7436751	25134	10	335182.7436751	13.335829699813
PI641849_PI641849	PI641849	Durra	5%	miss50	-454271.212538	34841	10	454271.212538	13.0384091311386
PI642793_PI642793	PI642793	Durra	5%	miss50	-341301.457193	25690	10	341301.457193	13.2853817513819
PI655970_PI655970	PI655970	Durra	5%	miss50	-342638.7577276	25523	10	342638.7577276	13.4247054706578
PI655972_PI655972	PI655972	Durra	5%	miss50	-337844.0254646	25369	10	337844.0254646	13.3171991589972
PI655974_PI655974	PI655974	Durra	5%	miss50	-337894.5924439	26138	10	337894.5924439	12.9273315649208
PI655975_PI655975	PI655975	Durra	5%	miss50	-395352.6378076	29662	10	395352.6378076	13.3285900413863
PI655976_PI655976	PI655976	Durra	5%	miss50	-338445.0578574	25443	10	338445.0578574	13.302089292041
PI655982_PI655982	PI655982	Durra	5%	miss50	-295838.1824524	22047	10	295838.1824524	13.4185232663129
PI655983_PI655983	PI655983	Durra	5%	miss50	-336444.4634006	25153	10	336444.4634006	13.3759179183636
PI655985_PI655985	PI655985	Durra	5%	miss50	-394454.9067075	29623	10	394454.9067075	13.3158325189042
PI655987_PI655987	PI655987	Durra	5%	miss50	-328821.0585712	24519	10	328821.0585712	13.4108674322444
PI655988_PI655988	PI655988	Durra	5%	miss50	-346347.5882025	26106	10	346347.5882025	13.2669726577224
PI655989_PI655989	PI655989	Durra	5%	miss50	-325160.3065842	24894	10	325160.3065842	13.0617942710774
PI655991_PI655991	PI655991	Durra	5%	miss50	-376310.2078077	38509	10	376310.2078077	9.7720067466748
PI655992_PI655992	PI655992	Durra	5%	miss50	-331940.0730603	32489	10	331940.0730603	10.2169987706701
PI655993_PI655993	PI655993	Durra	5%	miss50	-386971.7140311	30223	10	386971.7140311	12.8038816143699
PI655994_PI655994	PI655994	Durra	5%	miss50	-361641.3084473	29583	10	361641.3084473	12.2246326757699
PI656002_PI656002	PI656002	Durra	5%	miss50	-331746.4159653	24848	10	331746.4159653	13.3510309065237
PI656003_PI656003	PI656003	Durra	5%	miss50	-389905.5537864	29405	10	389905.5537864	13.2598385916137
PI656005_PI656005	PI656005	Durra	5%	miss50	-355223.5838797	26790	10	355223.5838797	13.2595589354125
PI656006_PI656006	PI656006	Durra	5%	miss50	-385406.0294933	29400	10	385406.0294933	13.1090486222211
PI656007_PI656007	PI656007	Durra	5%	miss50	-292108.8784612	23063	10	292108.8784612	12.665693034783
PI656018_PI656018	PI656018	Durra	5%	miss50	-442455.4986908	33288	10	442455.4986908	13.2917417294761
PI656019_PI656019	PI656019	Durra	5%	miss50	-368948.0892628	28008	10	368948.0892628	13.1729537725936
PI656020_PI656020	PI656020	Durra	5%	miss50	-365335.5508045	28104	10	365335.5508045	12.9994147026936
PI656022_PI656022	PI656022	Durra	5%	miss50	-336190.7408828	26751	10	336190.7408828	12.5674083541849
PI656023_PI656023	PI656023	Durra	5%	miss50	-333245.6037546	24852	10	333245.6037546	13.4092066535732
PI656028_PI656028	PI656028	Durra	5%	miss50	-326640.773698	25775	10	326640.773698	12.6727749252376
PI656038_PI656038	PI656038	Durra	5%	miss50	-332769.1764637	28172	10	332769.1764637	11.8120536867706
PI656042_PI656042	PI656042	Durra	5%	miss50	-438544.8760619	34529	10	438544.8760619	12.7007696736627
PI656049_PI656049	PI656049	Durra	5%	miss50	-322231.769992	34247	10	322231.769992	9.40905101153386
PI656052_PI656052	PI656052	Durra	5%	miss50	-413615.8893737	33926	10	413615.8893737	12.1917081109975
PI656058_PI656058	PI656058	Durra	5%	miss50	-339448.1441361	27529	10	339448.1441361	12.3305657356279
PI656060_PI656060	PI656060	Durra	5%	miss50	-334035.7777879	26970	10	334035.7777879	12.3854570926177
PI656061_PI656061	PI656061	Durra	5%	miss50	-300527.1424173	23450	10	300527.1424173	12.8156563930618
PI656063_PI656063	PI656063	Durra	5%	miss50	-297216.7785571	31127	10	297216.7785571	9.5485198881068
PI656080_PI656080	PI656080	Durra	5%	miss50	-295510.626523	24390	10	295510.626523	12.1160568480115
PI656112_PI656112	PI656112	Durra	5%	miss50	-324560.8190158	25873	10	324560.8190158	12.5443829094346
PI34911_PI34911	PI34911	Guinea	5%	miss50	-379607.8377671	28769	10	379607.8377671	13.1950306846641
PI533752_PI533752	PI533752	Guinea	5%	miss50	-358133.563499	27047	10	358133.563499	13.24115663471
PI533757_PI533757	PI533757	Guinea	5%	miss50	-293774.127739	22248	10	293774.127739	13.2045185067871
PI533758_PI533758	PI533758	Guinea	5%	miss50	-281853.6029313	21255	10	281853.6029313	13.2605788252788
PI533759_PI533759	PI533759	Guinea	5%	miss50	-309436.3463078	23177	10	309436.3463078	13.3510094623031
PI533760_PI533760	PI533760	Guinea	5%	miss50	-339457.2805135	25757	10	339457.2805135	13.1792243084792
PI533761_PI533761	PI533761	Guinea	5%	miss50	-289427.2704806	21716	10	289427.2704806	13.327835258823
PI533762_PI533762	PI533762	Guinea	5%	miss50	-336934.4948017	34790	10	336934.4948017	9.68480870369934
PI533769_PI533769	PI533769	Guinea	5%	miss50	-253457.098801	19312	10	253457.098801	13.1243319594553
PI533789_PI533789	PI533789	Guinea	5%	miss50	-309140.7272095	23477	10	309140.7272095	13.1678122080973
PI533807_PI533807	PI533807	Guinea	5%	miss50	-290268.2203705	22212	10	290268.2203705	13.0680812340402
PI533821_PI533821	PI533821	Guinea	5%	miss50	-261484.6782567	19613	10	261484.6782567	13.332212219278
PI533822_PI533822	PI533822	Guinea	5%	miss50	-330826.8943219	25275	10	330826.8943219	13.0890957199565
PI533831_PI533831	PI533831	Guinea	5%	miss50	-318829.3906013	24535	10	318829.3906013	12.9948803994824
PI533833_PI533833	PI533833	Guinea	5%	miss50	-247992.2432531	18765	10	247992.2432531	13.2156804291553
PI533838_PI533838	PI533838	Guinea	5%	miss50	-307307.9170737	23765	10	307307.9170737	12.9311136997139
PI533863_PI533863	PI533863	Guinea	5%	miss50	-322458.2715006	26590	10	322458.2715006	12.12705045132
PI533876_PI533876	PI533876	Guinea	5%	miss50	-310155.6533915	37289	10	310155.6533915	8.31761788708467
PI533901_PI533901	PI533901	Guinea	5%	miss50	-337845.4130752	25703	10	337845.4130752	13.1442015747267
PI533910_PI533910	PI533910	Guinea	5%	miss50	-293076.5783353	22630	10	293076.5783353	12.9507988658993
PI533911_PI533911	PI533911	Guinea	5%	miss50	-407356.9628772	31714	10	407356.9628772	12.8447046376112
PI533912_PI533912	PI533912	Guinea	5%	miss50	-270455.5345871	20769	10	270455.5345871	13.02207783654
PI533913_PI533913	PI533913	Guinea	5%	miss50	-298320.1976189	22831	10	298320.1976189	13.0664534019053
PI533939_PI533939	PI533939	Guinea	5%	miss50	-339873.1638147	29360	10	339873.1638147	11.5760614378304
PI533949_PI533949	PI533949	Guinea	5%	miss50	-295685.8435487	22269	10	295685.8435487	13.2779129529256
PI533961_PI533961	PI533961	Guinea	5%	miss50	-348101.4480395	26334	10	348101.4480395	13.2187076797866
PI533962_PI533962	PI533962	Guinea	5%	miss50	-286242.1575248	21847	10	286242.1575248	13.1021264944752
PI533964_PI533964	PI533964	Guinea	5%	miss50	-338592.183497	25468	10	338592.183497	13.294808524305
PI533965_PI533965	PI533965	Guinea	5%	miss50	-375208.4686258	28536	10	375208.4686258	13.1486006667297
PI533967_PI533967	PI533967	Guinea	5%	miss50	-353796.9045769	27121	10	353796.9045769	13.0451275608163
PI533970_PI533970	PI533970	Guinea	5%	miss50	-355987.784775	27177	10	355987.784775	13.0988624489458
PI533972_PI533972	PI533972	Guinea	5%	miss50	-272633.6824279	20636	10	272633.6824279	13.2115566208519
PI533976_PI533976	PI533976	Guinea	5%	miss50	-324576.9212889	24911	10	324576.9212889	13.0294617353338
PI533980_PI533980	PI533980	Guinea	5%	miss50	-322446.6640979	24352	10	322446.6640979	13.2410752339808
PI533985_PI533985	PI533985	Guinea	5%	miss50	-286073.7480427	21723	10	286073.7480427	13.1691639296
PI533986_PI533986	PI533986	Guinea	5%	miss50	-300656.7793073	22630	10	300656.7793073	13.285761348091
PI533987_PI533987	PI533987	Guinea	5%	miss50	-285965.1868774	21581	10	285965.1868774	13.2507848050322
PI533989_PI533989	PI533989	Guinea	5%	miss50	-313230.2666546	25095	10	313230.2666546	12.4817799025543
PI533996_PI533996	PI533996	Guinea	5%	miss50	-294567.299482	22573	10	294567.299482	13.0495414646702
PI534046_PI534046	PI534046	Guinea	5%	miss50	-310068.4271691	23669	10	310068.4271691	13.1001912699776
PI534047_PI534047	PI534047	Guinea	5%	miss50	-316663.9107548	24292	10	316663.9107548	13.0357282543553
PI534079_PI534079	PI534079	Guinea	5%	miss50	-290477.839475	22343	10	290477.839475	13.0008431936177
PI534099_PI534099	PI534099	Guinea	5%	miss50	-322197.5346723	24811	10	322197.5346723	12.9860761223772
PI534101_PI534101	PI534101	Guinea	5%	miss50	-300912.8798141	29769	10	300912.8798141	10.108262951866
PI534105_PI534105	PI534105	Guinea	5%	miss50	-297162.4465615	22240	10	297162.4465615	13.3616207986286
PI534108_PI534108	PI534108	Guinea	5%	miss50	-287033.246579	21901	10	287033.246579	13.1059424948176
PI534112_PI534112	PI534112	Guinea	5%	miss50	-293125.8142955	32756	10	293125.8142955	8.94876707459703
PI534114_PI534114	PI534114	Guinea	5%	miss50	-329546.3601561	24914	10	329546.3601561	13.2273565126475
PI534138_PI534138	PI534138	Guinea	5%	miss50	-245350.2746008	18691	10	245350.2746008	13.126653180718
PI534163_PI534163	PI534163	Guinea	5%	miss50	-335948.8898221	25907	10	335948.8898221	12.9674948786853
PI542406_PI542406	PI542406	Guinea	5%	miss50	-271135.0410953	20953	10	271135.0410953	12.9401537295519
PI548797_PI548797	PI548797	Guinea	5%	miss50	-359820.0455687	27336	10	359820.0455687	13.1628638267742
PI576350_PI576350	PI576350	Guinea	5%	miss50	-273443.2362341	30971	10	273443.2362341	8.82900895140938
PI576366_PI576366	PI576366	Guinea	5%	miss50	-303397.9258447	23300	10	303397.9258447	13.021370207927
PI576386_PI576386	PI576386	Guinea	5%	miss50	-288324.2217462	21720	10	288324.2217462	13.2745958446685
PI576387_PI576387	PI576387	Guinea	5%	miss50	-289715.8094058	21799	10	289715.8094058	13.2903256757558
PI576393_PI576393	PI576393	Guinea	5%	miss50	-279894.1094162	23556	10	279894.1094162	11.8820729078027
PI576396_PI576396	PI576396	Guinea	5%	miss50	-289480.5861521	21824	10	289480.5861521	13.2643230458257
PI576399_PI576399	PI576399	Guinea	5%	miss50	-301182.9180067	23246	10	301182.9180067	12.9563330468339
PI576434_PI576434	PI576434	Guinea	5%	miss50	-306268.3125848	23609	10	306268.3125848	12.9725237233597
PI576435_PI576435	PI576435	Guinea	5%	miss50	-394108.4307789	29791	10	394108.4307789	13.2291104957504
PI576437_PI576437	PI576437	Guinea	5%	miss50	-338276.9395516	25774	10	338276.9395516	13.1247357628463
PI595714_PI595714	PI595714	Guinea	5%	miss50	-375240.0785217	28470	10	375240.0785217	13.1801924313909
PI595718_PI595718	PI595718	Guinea	5%	miss50	-332806.8663603	25412	10	332806.8663603	13.0964452369078
PI595739_PI595739	PI595739	Guinea	5%	miss50	-281714.5521639	21168	10	281714.5521639	13.3085105897534
PI595740_PI595740	PI595740	Guinea	5%	miss50	-367570.5788496	37716	10	367570.5788496	9.74574660222717
PI595745_PI595745	PI595745	Guinea	5%	miss50	-261152.7262757	19803	10	261152.7262757	13.1875335189466
PI597946_PI597946	PI597946	Guinea	5%	miss50	-354401.3627399	27163	10	354401.3627399	13.0472099083275
PI597950_PI597950	PI597950	Guinea	5%	miss50	-257728.2294444	19937	10	257728.2294444	12.9271319378242
PI597961_PI597961	PI597961	Guinea	5%	miss50	-287145.16253	21788	10	287145.16253	13.1790509697999
PI597965_PI597965	PI597965	Guinea	5%	miss50	-311493.5479266	23554	10	311493.5479266	13.2246560213382
PI597966_PI597966	PI597966	Guinea	5%	miss50	-349638.519946	26222	10	349638.519946	13.3337853690031
PI597968_PI597968	PI597968	Guinea	5%	miss50	-358108.5047393	27268	10	358108.5047393	13.1329215468425
PI597971_PI597971	PI597971	Guinea	5%	miss50	-286275.6347531	21686	10	286275.6347531	13.2009423016278
PI597980_PI597980	PI597980	Guinea	5%	miss50	-279301.0085202	20997	10	279301.0085202	13.3019483031004
PI597982_PI597982	PI597982	Guinea	5%	miss50	-271277.9265467	20967	10	271277.9265467	12.9383281607622
PI607931_PI607931	PI607931	Guinea	5%	miss50	-289178.477375	21743	10	289178.477375	13.2998425872695
PI629034_PI629034	PI629034	Guinea	5%	miss50	-306717.7894237	23173	10	306717.7894237	13.2359983352911
PI642992_PI642992	PI642992	Guinea	5%	miss50	-383873.6418382	29169	10	383873.6418382	13.1603291795468
PI651496_PI651496	PI651496	Guinea	5%	miss50	-299715.8051237	22651	10	299715.8051237	13.2319016875061
PI653616_PI653616	PI653616	Guinea	5%	miss50	-334759.0448925	26312	10	334759.0448925	12.7226757712261
PI653617_PI653617	PI653617	Guinea	5%	miss50	-303578.8051809	22949	10	303578.8051809	13.2284110497582
PI656009_PI656009	PI656009	Guinea	5%	miss50	-289897.2108555	22386	10	289897.2108555	12.9499334787591
PI656027_PI656027	PI656027	Guinea	5%	miss50	-333782.1133521	26119	10	333782.1133521	12.7792837915732
PI656031_PI656031	PI656031	Guinea	5%	miss50	-277520.8306769	21723	10	277520.8306769	12.7754375858261
PI656035_PI656035	PI656035	Guinea	5%	miss50	-315984.0256276	23965	10	315984.0256276	13.1852295275443
PI656050_PI656050	PI656050	Guinea	5%	miss50	-302574.3601597	24933	10	302574.3601597	12.1354975397947
PI656057_PI656057	PI656057	Guinea	5%	miss50	-369855.0603822	38949	10	369855.0603822	9.49588077696988
PI656069_PI656069	PI656069	Guinea	5%	miss50	-279590.350908	24451	10	279590.350908	11.4347204984663
PI656070_PI656070	PI656070	Guinea	5%	miss50	-298917.9435563	24242	10	298917.9435563	12.3305809568641
PI656071_PI656071	PI656071	Guinea	5%	miss50	-323863.3017786	24565	10	323863.3017786	13.1839324965846
PI656075_PI656075	PI656075	Guinea	5%	miss50	-304991.0844778	23554	10	304991.0844778	12.9485898139509
PI656085_PI656085	PI656085	Guinea	5%	miss50	-301899.1911203	29417	10	301899.1911203	10.2627457293504
PI656087_PI656087	PI656087	Guinea	5%	miss50	-288774.6245531	22762	10	288774.6245531	12.6866982054784
PI656090_PI656090	PI656090	Guinea	5%	miss50	-287658.5574787	23201	10	287658.5574787	12.3985413335072
PI656098_PI656098	PI656098	Guinea	5%	miss50	-253403.9088001	20992	10	253403.9088001	12.0714514481755
PI656102_PI656102	PI656102	Guinea	5%	miss50	-256142.2926946	19407	10	256142.2926946	13.1984486368115
PI656105_PI656105	PI656105	Guinea	5%	miss50	-287273.6269314	23305	10	287273.6269314	12.3266949981292
PI656106_PI656106	PI656106	Guinea	5%	miss50	-278220.8802932	23123	10	278220.8802932	12.0322138257666
PI656111_PI656111	PI656111	Guinea	5%	miss50	-281188.869115	21254	10	281188.869115	13.2299270309118
PI656116_PI656116	PI656116	Guinea	5%	miss50	-307549.928489	29627	10	307549.928489	10.3807313764134
PI656118_PI656118	PI656118	Guinea	5%	miss50	-285336.3828653	22951	10	285336.3828653	12.4324161415755
PI656120_PI656120	PI656120	Guinea	5%	miss50	-366348.2599308	29005	10	366348.2599308	12.6305209422789
PI656121_PI656121	PI656121	Guinea	5%	miss50	-311624.605496	25448	10	311624.605496	12.2455440701037
PI659694_PI659694	PI659694	Guinea	5%	miss50	-420375.0933185	33686	10	420375.0933185	12.4792226241911
PI659696_PI659696	PI659696	Guinea	5%	miss50	-344765.8777592	26921	10	344765.8777592	12.8065776813343
PI152651_PI152651	PI152651	Kafir	5%	miss50	-365556.9035852	28276	10	365556.9035852	12.9281688918235
PI533755_PI533755	PI533755	Kafir	5%	miss50	-379506.4029244	30274	10	379506.4029244	12.5357205167603
PI533915_PI533915	PI533915	Kafir	5%	miss50	-354964.6883123	26751	10	354964.6883123	13.2692119289858
PI534053_PI534053	PI534053	Kafir	5%	miss50	-341331.9797668	25801	10	341331.9797668	13.2294089285997
PI534139_PI534139	PI534139	Kafir	5%	miss50	-415759.9125708	31438	10	415759.9125708	13.22475706377
PI540816_PI540816	PI540816	Kafir	5%	miss50	-394357.2338432	30011	10	394357.2338432	13.1404229730166
PI561071_PI561071	PI561071	Kafir	5%	miss50	-394270.5192908	29851	10	394270.5192908	13.2079501286657
PI595744_PI595744	PI595744	Kafir	5%	miss50	-269713.5240434	20225	10	269713.5240434	13.3356501381162
PI655973_PI655973	PI655973	Kafir	5%	miss50	-369226.1804421	28041	10	369226.1804421	13.1673685118969
PI655984_PI655984	PI655984	Kafir	5%	miss50	-449892.9673725	34550	10	449892.9673725	13.021504120767
PI656015_PI656015	PI656015	Kafir	5%	miss50	-371457.7808954	27972	10	371457.7808954	13.2796289466395
PI656065_PI656065	PI656065	Kafir	5%	miss50	-371652.2130112	27994	10	371652.2130112	13.2761382085876
PI656073_PI656073	PI656073	Kafir	5%	miss50	-379798.609734	29611	10	379798.609734	12.8262675942724
PI656074_PI656074	PI656074	Kafir	5%	miss50	-308130.9299957	25182	10	308130.9299957	12.2361579698078
PI656101_PI656101	PI656101	Kafir	5%	miss50	-375628.9666987	28351	10	375628.9666987	13.2492316566858
