population	trait_id	anc_effect
Landrace	X2020_extantLeafNumber_NR	-0.0225574581208215
Landrace	X2020_extantLeafNumber_NR	-0.0187143802224626
Landrace	X2020_extantLeafNumber_NR	-0.0302747291951554
Landrace	X2020_extantLeafNumber_NR	-0.0348486054391108
Landrace	X2020_extantLeafNumber_NR	-0.0335112706177996
Landrace	X2020_extantLeafNumber_NR	-0.04528370361595
Landrace	X2020_extantLeafNumber_NR	-0.0284049415801094
Landrace	X2020_extantLeafNumber_NR	0.026218202066816
Landrace	X2020_extantLeafNumber_NR	-0.0303179683979088
Landrace	X2020_extantLeafNumber_NR	-0.0292334082223097
Landrace	X2020_extantLeafNumber_NR	0.0246641509732643
Landrace	X2020_extantLeafNumber_NR	-0.0319168938585685
Landrace	X2020_extantLeafNumber_NR	-0.0277028803814653
Landrace	X2020_extantLeafNumber_NR	0.0245872505749059
Landrace	X2020_extantLeafNumber_NR	-0.0290548704391026
Landrace	X2020_extantLeafNumber_NR	0.0245944409041203
Landrace	X2020_extantLeafNumber_NR	0.0336522256502496
Landrace	X2020_extantLeafNumber_NR	-0.0235983437728627
Landrace	X2020_extantLeafNumber_NR	-0.0328842086094688
Landrace	X2020_extantLeafNumber_NR	0.0437061443061613
Landrace	X2020_extantLeafNumber_NR	0.0424561188951312
Landrace	X2020_extantLeafNumber_NR	0.0332759939070892
Landrace	X2020_extantLeafNumber_NR	-0.0258331857771294
Landrace	X2020_extantLeafNumber_NR	-0.0205519835287255
Landrace	X2020_extantLeafNumber_NR	-0.0283010015552708
Landrace	X2020_extantLeafNumber_NR	-0.0254317745906626
Landrace	X2020_extantLeafNumber_NR	-0.0127472715692375
Landrace	X2020_extantLeafNumber_NR	-0.0162900255907762
Landrace	X2020_extantLeafNumber_NR	-0.0135152209431377
Landrace	X2020_extantLeafNumber_NR	0.0183397093277547
Landrace	X2020_extantLeafNumber_NR	-0.0232520497214214
Landrace	X2020_extantLeafNumber_NR	-0.0305184124809606
Landrace	X2020_extantLeafNumber_NR	-0.0249507506726325
Landrace	X2020_extantLeafNumber_NR	-0.0226732705573116
Landrace	X2020_extantLeafNumber_NR	0.0297019222414013
Landrace	X2020_extantLeafNumber_NR	-0.0125046119125324
Landrace	X2020_extantLeafNumber_NR	-0.0217972873437287
Landrace	X2020_extantLeafNumber_NR	0.0423601067723483
Landrace	X2020_extantLeafNumber_NR	0.0123671580440946
Landrace	X2020_extantLeafNumber_NR	0.0357498299407992
Landrace	X2020_extantLeafNumber_NR	0.0172217338395923
Landrace	X2020_extantLeafNumber_NR	-0.0239647169404708
Landrace	X2020_extantLeafNumber_NR	-0.0252098643207649
Landrace	X2020_extantLeafNumber_NR	0.0183613100055518
Landrace	X2020_extantLeafNumber_NR	0.0182259956715648
Landrace	X2020_extantLeafNumber_NR	0.0448199203034911
Landrace	X2020_extantLeafNumber_NR	-0.0217544428301501
Landrace	X2020_extantLeafNumber_NR	-0.0188610746504119
Landrace	X2020_extantLeafNumber_NR	-0.0158735146055104
Landrace	X2020_extantLeafNumber_NR	0.0172039422657069
Landrace	X2020_extantLeafNumber_NR	0.0253835178471171
Landrace	X2020_extantLeafNumber_NR	-0.0204991114712762
Landrace	X2020_extantLeafNumber_NR	0.0122597158089052
Landrace	X2020_extantLeafNumber_NR	0.0112579421736149
Landrace	X2020_extantLeafNumber_NR	0.0325475436533278
Landrace	X2020_extantLeafNumber_NR	0.0273961435631775
Landrace	X2020_extantLeafNumber_NR	-0.0189358270329825
Landrace	X2020_extantLeafNumber_NR	-0.0135304973772987
Landrace	X2020_extantLeafNumber_NR	0.0294826653231306
Landrace	X2020_extantLeafNumber_NR	0.0261763900442774
Landrace	X2020_extantLeafNumber_NR	-0.0252414580989474
Landrace	X2020_extantLeafNumber_NR	-0.0115696744415428
Landrace	X2020_extantLeafNumber_NR	-0.0210873110848247
Landrace	X2020_extantLeafNumber_NR	-0.0126739612267707
Landrace	X2020_extantLeafNumber_NR	0.0317508784615235
Landrace	X2020_extantLeafNumber_NR	0.0268472166247898
Landrace	X2020_extantLeafNumber_NR	0.0344543111690123
Landrace	X2020_extantLeafNumber_NR	-0.0347627702215489
Landrace	X2020_extantLeafNumber_NR	0.0391069259095249
Landrace	X2020_extantLeafNumber_NR	0.0396865976845833
Landrace	X2020_extantLeafNumber_NR	-0.0381143241203338
Landrace	X2020_extantLeafNumber_NR	-0.0146269273094325
Landrace	X2020_extantLeafNumber_NR	0.0226461836654719
Landrace	X2020_extantLeafNumber_NR	0.0112080006773513
Landrace	X2020_extantLeafNumber_NR	-0.0253152396985203
Landrace	X2020_extantLeafNumber_NR	0.0363994353765467
Landrace	X2020_extantLeafNumber_NR	0.0478946886167421
Landrace	X2020_extantLeafNumber_NR	0.0177098520948634
Landrace	X2020_extantLeafNumber_NR	0.0239721760870825
Landrace	X2020_extantLeafNumber_NR	0.0192095464979905
Landrace	X2020_extantLeafNumber_NR	-0.0220418381663334
Landrace	X2020_extantLeafNumber_NR	0.0149742228311685
Landrace	X2020_extantLeafNumber_NR	0.0301818151095484
Landrace	X2020_extantLeafNumber_NR	-0.0209601544358277
Landrace	X2020_extantLeafNumber_NR	0.0476913394671218
Landrace	X2020_extantLeafNumber_NR	0.0161097418614844
Landrace	X2020_extantLeafNumber_NR	0.028695576343623
Landrace	X2020_extantLeafNumber_NR	0.0363965726158895
Landrace	X2020_extantLeafNumber_NR	-0.0117709608312656
Landrace	X2020_extantLeafNumber_NR	0.0161091088564729
Landrace	X2020_extantLeafNumber_NR	-0.0269501706060684
Landrace	X2020_extantLeafNumber_NR	-0.0264728903988672
Landrace	X2020_extantLeafNumber_NR	0.0165831995624505
Landrace	X2020_extantLeafNumber_NR	0.0244685121242274
Landrace	X2020_extantLeafNumber_NR	0.0303690492600477
Landrace	X2020_extantLeafNumber_NR	0.0191766180571364
Landrace	X2020_extantLeafNumber_NR	0.0224120631980761
Landrace	X2020_extantLeafNumber_NR	-0.0212753391088776
Landrace	X2020_extantLeafNumber_NR	-0.0366172323850526
Landrace	X2020_extantLeafNumber_NR	-0.0276791962379158
Landrace	X2020_extantLeafNumber_NR	-0.0239408641552758
Landrace	X2020_extantLeafNumber_NR	0.0265475656297405
Landrace	X2020_extantLeafNumber_NR	-0.0199401069502369
Landrace	X2020_extantLeafNumber_NR	0.0322034998791732
Landrace	X2020_extantLeafNumber_NR	0.0317889707465652
Landrace	X2020_extantLeafNumber_NR	-0.0303370303291078
Landrace	X2020_extantLeafNumber_NR	-0.0186906076593885
Landrace	X2020_extantLeafNumber_NR	-0.0157143017231896
Landrace	X2020_extantLeafNumber_NR	-0.0200841017922272
Landrace	X2020_extantLeafNumber_NR	0.0477967223721175
Landrace	X2020_extantLeafNumber_NR	0.0202372727195534
Landrace	X2020_extantLeafNumber_NR	-0.0218355558304478
Landrace	X2020_extantLeafNumber_NR	-0.0239010437842603
Landrace	X2020_extantLeafNumber_NR	0.0156729671223637
Landrace	X2020_extantLeafNumber_NR	0.0460235604285925
Landrace	X2020_extantLeafNumber_NR	-0.0217435821804504
Landrace	X2020_extantLeafNumber_NR	0.0157953741115551
Landrace	X2020_extantLeafNumber_NR	-0.0106865314786676
Landrace	X2020_extantLeafNumber_NR	-0.00995496279282822
Landrace	X2020_extantLeafNumber_NR	-0.0225333128913747
Landrace	X2020_extantLeafNumber_NR	-0.0301552237573471
Landrace	X2020_extantLeafNumber_NR	-0.036285379549733
Landrace	X2020_extantLeafNumber_NR	-0.0278649945691832
Landrace	X2020_extantLeafNumber_NR	-0.0361179097074369
Landrace	X2020_extantLeafNumber_NR	-0.0297748480026529
Landrace	X2020_extantLeafNumber_NR	0.0417460225689579
Landrace	X2020_extantLeafNumber_NR	0.0544290240114836
Landrace	X2020_extantLeafNumber_NR	0.0107254278256005
Landrace	X2020_extantLeafNumber_NR	0.0143826426563794
Landrace	X2020_extantLeafNumber_NR	0.035740332425091
Landrace	X2020_extantLeafNumber_NR	-0.0405065288790221
Landrace	X2020_extantLeafNumber_NR	0.0181157012412882
Landrace	X2020_extantLeafNumber_NR	0.0256933394272716
Landrace	X2020_extantLeafNumber_NR	0.0372087212140033
Landrace	X2020_extantLeafNumber_NR	-0.0128268505518045
Landrace	X2020_extantLeafNumber_NR	-0.00960044613993808
Landrace	X2020_extantLeafNumber_NR	0.0208876552139585
Landrace	X2020_extantLeafNumber_NR	-0.0528340602832316
Landrace	X2020_extantLeafNumber_NR	0.0320750592139613
Landrace	X2020_extantLeafNumber_NR	-0.0365940599862137
Landrace	X2020_extantLeafNumber_NR	0.0404083821581618
Landrace	X2020_extantLeafNumber_NR	0.0173446301192029
Landrace	X2020_extantLeafNumber_NR	0.018568273473147
Landrace	X2020_extantLeafNumber_NR	-0.046210550572883
Landrace	X2020_extantLeafNumber_NR	-0.0322029416129946
Landrace	X2020_extantLeafNumber_NR	-0.0262060908468096
Landrace	X2020_extantLeafNumber_NR	0.0218539092301941
Landrace	X2020_extantLeafNumber_NR	0.0128239342633994
Landrace	X2020_extantLeafNumber_NR	-0.0212207557661227
Landrace	X2020_extantLeafNumber_NR	0.0180533341439281
Landrace	X2020_extantLeafNumber_NR	0.0179508978180754
Landrace	X2020_extantLeafNumber_NR	0.0431939735590603
Landrace	X2020_extantLeafNumber_NR	-0.0416200730851152
Landrace	X2020_extantLeafNumber_NR	0.0250191952911592
Landrace	X2020_extantLeafNumber_NR	-0.0199835208095188
Landrace	X2020_extantLeafNumber_NR	-0.0255472542266858
Landrace	X2020_extantLeafNumber_NR	-0.0154049159152417
Landrace	X2020_extantLeafNumber_NR	0.0222077508005181
Landrace	X2020_extantLeafNumber_NR	0.0343679288172989
Landrace	X2020_extantLeafNumber_NR	-0.0310906526502237
Landrace	X2020_extantLeafNumber_NR	-0.017212578184
Landrace	X2020_extantLeafNumber_NR	0.0183675598013115
Landrace	X2020_extantLeafNumber_NR	-0.0182750942652041
Landrace	X2020_extantLeafNumber_NR	-0.0247833467045297
Landrace	X2020_extantLeafNumber_NR	-0.0320898980099735
Landrace	X2020_extantLeafNumber_NR	-0.0259330465240095
Landrace	X2020_extantLeafNumber_NR	-0.0330649141182827
Landrace	X2020_extantLeafNumber_NR	0.0144999778201608
Landrace	X2020_extantLeafNumber_NR	0.0154975805366506
Landrace	X2020_extantLeafNumber_NR	0.044124133418739
Landrace	X2020_extantLeafNumber_NR	0.0453282610176062
Landrace	X2020_extantLeafNumber_NR	-0.0410757565729173
Landrace	X2020_extantLeafNumber_NR	0.0382873919944532
Landrace	X2020_extantLeafNumber_NR	0.0121598604745891
Landrace	X2020_extantLeafNumber_NR	-0.00628771549691907
Landrace	X2020_extantLeafNumber_NR	-0.032291478358631
Landrace	X2020_extantLeafNumber_NR	-0.000982592563826643
Landrace	X2020_extantLeafNumber_NR	-0.00987884305574528
Landrace	X2020_extantLeafNumber_NR	-0.0209692874377283
Landrace	X2020_extantLeafNumber_NR	0.0140772466526395
Landrace	X2020_extantLeafNumber_NR	0.0332031274500302
Landrace	X2020_extantLeafNumber_NR	0.0305665840960673
Landrace	X2020_extantLeafNumber_NR	-0.0376975496038975
Landrace	X2020_extantLeafNumber_NR	0.023708650730159
Landrace	X2020_extantLeafNumber_NR	0.032263926342889
Landrace	X2020_extantLeafNumber_NR	0.0180803657197412
Landrace	X2020_extantLeafNumber_NR	0.0556700052867837
Landrace	X2020_extantLeafNumber_NR	0.00313676250136965
Landrace	X2020_extantLeafNumber_NR	-0.0452136635150226
Landrace	X2020_extantLeafNumber_NR	-0.0333959630212391
Landrace	X2020_extantLeafNumber_NR	0.0247847473206611
Landrace	X2020_extantLeafNumber_NR	0.0203641500581081
Landrace	X2020_extantLeafNumber_NR	-0.014863205298019
Landrace	X2020_extantLeafNumber_NR	0.0230627637657191
Landrace	X2020_extantLeafNumber_NR	-0.0278811341577081
Landrace	X2020_extantLeafNumber_NR	-0.0274962299351297
Landrace	X2020_extantLeafNumber_NR	0.023010891509114
Landrace	X2020_extantLeafNumber_NR	-0.0282627322526329
Landrace	X2020_extantLeafNumber_NR	-0.0268857798331996
Landrace	X2020_extantLeafNumber_NR	-0.02637415146806
Landrace	X2020_extantLeafNumber_NR	0.0204912066448926
Landrace	X2020_extantLeafNumber_NR	-0.030637485804497
Landrace	X2020_extantLeafNumber_NR	0.032571339405074
Landrace	X2020_extantLeafNumber_NR	-0.0349746139716503
Landrace	X2020_extantLeafNumber_NR	0.0169950542836087
Landrace	X2020_extantLeafNumber_NR	-0.0294468623987981
Landrace	X2020_extantLeafNumber_NR	0.0284327477472214
Landrace	X2020_extantLeafNumber_NR	-0.0203859582685162
Landrace	X2020_extantLeafNumber_NR	-0.016249300651714
Landrace	X2020_extantLeafNumber_NR	-0.0196229505562234
Landrace	X2020_extantLeafNumber_NR	-0.0195231101960261
Landrace	X2020_extantLeafNumber_NR	0.0258290632664974
Landrace	X2020_extantLeafNumber_NR	0.0230588572568866
Landrace	X2020_extantLeafNumber_NR	0.0341729014849012
Landrace	X2020_extantLeafNumber_NR	-0.0297291727754012
Landrace	X2020_extantLeafNumber_NR	-0.0115981073504061
Landrace	X2020_extantLeafNumber_NR	0.0298669111436555
Improved	X2020_extantLeafNumber_NR	-0.025651832265356
Improved	X2020_extantLeafNumber_NR	0.0182526541705312
Improved	X2020_extantLeafNumber_NR	0.0189084429358289
Improved	X2020_extantLeafNumber_NR	0.0274247306925365
Improved	X2020_extantLeafNumber_NR	0.0265210807185614
Improved	X2020_extantLeafNumber_NR	-0.0324090056795894
Improved	X2020_extantLeafNumber_NR	0.0138806785259389
Improved	X2020_extantLeafNumber_NR	-0.0189163105201618
Improved	X2020_extantLeafNumber_NR	-0.0204559179593776
Improved	X2020_extantLeafNumber_NR	-0.0153922386646978
Improved	X2020_extantLeafNumber_NR	0.0356032453099758
Improved	X2020_extantLeafNumber_NR	-0.0211899773735128
Improved	X2020_extantLeafNumber_NR	0.0188839282642983
Improved	X2020_extantLeafNumber_NR	0.0220812736347294
Improved	X2020_extantLeafNumber_NR	-0.0189876078736214
Improved	X2020_extantLeafNumber_NR	-0.0254615800634871
Improved	X2020_extantLeafNumber_NR	-0.023135173081639
Improved	X2020_extantLeafNumber_NR	0.0296939640943815
Improved	X2020_extantLeafNumber_NR	-0.0250182774763472
Improved	X2020_extantLeafNumber_NR	-0.0180416736056353
Improved	X2020_extantLeafNumber_NR	-0.0382539679672773
Improved	X2020_extantLeafNumber_NR	0.0171617333446024
Improved	X2020_extantLeafNumber_NR	-0.0204262854885585
Improved	X2020_extantLeafNumber_NR	0.0305668107914605
Improved	X2020_extantLeafNumber_NR	0.0636189854218992
Improved	X2020_extantLeafNumber_NR	0.0531174754268822
Improved	X2020_extantLeafNumber_NR	0.0290639212653902
Improved	X2020_extantLeafNumber_NR	0.0197862628041038
Improved	X2020_extantLeafNumber_NR	-0.0346368825737896
Improved	X2020_extantLeafNumber_NR	0.0358307021517569
Improved	X2020_extantLeafNumber_NR	-0.0744518922441424
Improved	X2020_extantLeafNumber_NR	0.0223584656784701
Improved	X2020_extantLeafNumber_NR	0.0213864909112844
Improved	X2020_extantLeafNumber_NR	0.0369935650668029
Improved	X2020_extantLeafNumber_NR	0.0415492529972623
Improved	X2020_extantLeafNumber_NR	0.0212022504917158
Improved	X2020_extantLeafNumber_NR	0.0128974804448944
Improved	X2020_extantLeafNumber_NR	-0.0176277146226633
Improved	X2020_extantLeafNumber_NR	0.00930678714889615
Improved	X2020_extantLeafNumber_NR	-0.0232302784546511
Improved	X2020_extantLeafNumber_NR	0.0380621158035152
Improved	X2020_extantLeafNumber_NR	-0.0200192000445033
Improved	X2020_extantLeafNumber_NR	-0.0306816802042008
Improved	X2020_extantLeafNumber_NR	-0.0325512181289245
Improved	X2020_extantLeafNumber_NR	0.0263179765387889
Improved	X2020_extantLeafNumber_NR	-0.0196083776234635
Improved	X2020_extantLeafNumber_NR	0.0195521095320035
Improved	X2020_extantLeafNumber_NR	-0.0178805954934233
Improved	X2020_extantLeafNumber_NR	0.0296664011870484
Improved	X2020_extantLeafNumber_NR	-0.0251507846839016
Improved	X2020_extantLeafNumber_NR	-0.0277690381956535
Improved	X2020_extantLeafNumber_NR	0.0262446480523437
Improved	X2020_extantLeafNumber_NR	-0.0389245863734168
Improved	X2020_extantLeafNumber_NR	-0.0520644555211737
Improved	X2020_extantLeafNumber_NR	0.0235896651325863
Improved	X2020_extantLeafNumber_NR	0.028289471875706
Improved	X2020_extantLeafNumber_NR	0.0197117385015945
Improved	X2020_extantLeafNumber_NR	0.0264019501455692
Improved	X2020_extantLeafNumber_NR	0.0237673188809678
Improved	X2020_extantLeafNumber_NR	0.0236665916675155
Improved	X2020_extantLeafNumber_NR	-0.0158934965750038
Improved	X2020_extantLeafNumber_NR	0.0377266732733056
Improved	X2020_extantLeafNumber_NR	0.0374652895129851
Improved	X2020_extantLeafNumber_NR	0.0361369159628555
Improved	X2020_extantLeafNumber_NR	0.023401674398213
Improved	X2020_extantLeafNumber_NR	0.0246417546010988
Improved	X2020_extantLeafNumber_NR	0.0275699693676805
Improved	X2020_extantLeafNumber_NR	-0.0243240812786089
Improved	X2020_extantLeafNumber_NR	0.0316443219462018
Improved	X2020_extantLeafNumber_NR	0.0200500148308444
Improved	X2020_extantLeafNumber_NR	-0.00684937227180196
Improved	X2020_extantLeafNumber_NR	0.011046447897277
Improved	X2020_extantLeafNumber_NR	-0.0177034563438986
Improved	X2020_extantLeafNumber_NR	0.0170336594916574
Improved	X2020_extantLeafNumber_NR	0.0217501429381497
Improved	X2020_extantLeafNumber_NR	0.0157097204931001
Improved	X2020_extantLeafNumber_NR	-0.027117910195096
Improved	X2020_extantLeafNumber_NR	0.0172838142274026
Improved	X2020_extantLeafNumber_NR	0.0164388219193699
Improved	X2020_extantLeafNumber_NR	0.0214867474110567
Improved	X2020_extantLeafNumber_NR	0.0266582080506224
Improved	X2020_extantLeafNumber_NR	0.0270400312781333
Improved	X2020_extantLeafNumber_NR	0.0400818327591615
Improved	X2020_extantLeafNumber_NR	0.0283270932480689
Improved	X2020_extantLeafNumber_NR	-0.0617800443197869
Improved	X2020_extantLeafNumber_NR	0.0169958059384773
Improved	X2020_extantLeafNumber_NR	0.0210405881952601
Improved	X2020_extantLeafNumber_NR	0.0262056606479628
Improved	X2020_extantLeafNumber_NR	0.0257703330724225
Improved	X2020_extantLeafNumber_NR	0.0286803165391239
Improved	X2020_extantLeafNumber_NR	0.0241306205494915
Improved	X2020_extantLeafNumber_NR	0.0291327736135698
Improved	X2020_extantLeafNumber_NR	0.0286819767102527
Improved	X2020_extantLeafNumber_NR	0.0294797025636746
Improved	X2020_extantLeafNumber_NR	0.0288095984491221
Improved	X2020_extantLeafNumber_NR	0.0291907064096625
Improved	X2020_extantLeafNumber_NR	0.0263956874058521
Improved	X2020_extantLeafNumber_NR	0.0234404898391162
Improved	X2020_extantLeafNumber_NR	0.0245638287106197
Improved	X2020_extantLeafNumber_NR	-0.01987991172353
Improved	X2020_extantLeafNumber_NR	-0.0232436480328367
Improved	X2020_extantLeafNumber_NR	0.0220957435527708
Improved	X2020_extantLeafNumber_NR	0.0279566469372892
Improved	X2020_extantLeafNumber_NR	-0.0272786522009041
Improved	X2020_extantLeafNumber_NR	-0.031433151290102
Improved	X2020_extantLeafNumber_NR	-0.019589220547521
Improved	X2020_extantLeafNumber_NR	0.0593342704922055
Improved	X2020_extantLeafNumber_NR	0.0477998314704717
Improved	X2020_extantLeafNumber_NR	-0.0230301335639455
Improved	X2020_extantLeafNumber_NR	0.0368235470825743
Improved	X2020_extantLeafNumber_NR	0.0209845750902735
Improved	X2020_extantLeafNumber_NR	0.0221342926885385
Improved	X2020_extantLeafNumber_NR	-0.0245400166361641
Improved	X2020_extantLeafNumber_NR	-0.0343233701488293
Improved	X2020_extantLeafNumber_NR	-0.00998075948519388
Improved	X2020_extantLeafNumber_NR	-0.0507656512788055
Improved	X2020_extantLeafNumber_NR	-0.0586739176486891
Improved	X2020_extantLeafNumber_NR	-0.0448051720361789
Improved	X2020_extantLeafNumber_NR	0.020884494095018
Improved	X2020_extantLeafNumber_NR	0.0333287566004875
Improved	X2020_extantLeafNumber_NR	-0.0262752470537979
Improved	X2020_extantLeafNumber_NR	0.0240527310560273
Improved	X2020_extantLeafNumber_NR	-0.0135121063506759
Improved	X2020_extantLeafNumber_NR	0.0258924319121563
Improved	X2020_extantLeafNumber_NR	0.0248288089844284
Improved	X2020_extantLeafNumber_NR	-0.00957160495365953
Improved	X2020_extantLeafNumber_NR	0.0326728084615622
Improved	X2020_extantLeafNumber_NR	0.0244452957430346
Improved	X2020_extantLeafNumber_NR	0.0386637516238963
Improved	X2020_extantLeafNumber_NR	-0.0456322162984158
Improved	X2020_extantLeafNumber_NR	0.0145400969107686
Improved	X2020_extantLeafNumber_NR	-0.0257573598046657
Improved	X2020_extantLeafNumber_NR	-0.0267104033228198
Improved	X2020_extantLeafNumber_NR	0.0282341808103079
Improved	X2020_extantLeafNumber_NR	-0.0220136787586469
Improved	X2020_extantLeafNumber_NR	-0.017809174477792
Improved	X2020_extantLeafNumber_NR	-0.0265352254658526
Improved	X2020_extantLeafNumber_NR	-0.0125309346522048
Improved	X2020_extantLeafNumber_NR	0.028560242686194
Improved	X2020_extantLeafNumber_NR	-0.0254826270715941
Improved	X2020_extantLeafNumber_NR	0.0293510373334889
Improved	X2020_extantLeafNumber_NR	-0.0199073518087514
Improved	X2020_extantLeafNumber_NR	-0.0343434349677662
Improved	X2020_extantLeafNumber_NR	-0.0297840498797478
Improved	X2020_extantLeafNumber_NR	-0.025088466745695
Improved	X2020_extantLeafNumber_NR	0.0152069035818244
Improved	X2020_extantLeafNumber_NR	0.0265002645709604
Improved	X2020_extantLeafNumber_NR	-0.0194137220957489
Improved	X2020_extantLeafNumber_NR	0.0175484743690859
Improved	X2020_extantLeafNumber_NR	0.0824698251021476
Improved	X2020_extantLeafNumber_NR	-0.0139067794840042
Improved	X2020_extantLeafNumber_NR	-0.0243808412225069
Improved	X2020_extantLeafNumber_NR	0.0179931725513515
Improved	X2020_extantLeafNumber_NR	0.0477967223721175
Improved	X2020_extantLeafNumber_NR	-0.0154086925605081
Improved	X2020_extantLeafNumber_NR	-0.0318761030527613
Improved	X2020_extantLeafNumber_NR	0.021138505592188
