sample	feature	feature_Mb	selected_sites_feature	callable_selected_sites	missing_genotypes_selected_sites	load_raw	n_del_alleles	burden_per_callable_site	n_del_alleles_per_callable_site	burden_per_Mb	n_del_alleles_per_Mb
PI655975_PI655975	exon	62.252916	5835	5810	25	14827.667600	2192.0	2.55209425	0.37728055	238.18430610	35.21120199
PI655975_PI655975	intron	57.794743	3078	3063	15	8173.640386	1256.0	2.66850812	0.41005550	141.42532628	21.73208037
PI655975_PI655975	upstream_2kb	50.472471	5342	5294	48	13746.035712	2162.0	2.59653111	0.40838685	272.34719124	42.83523190
PI655975_PI655975	downstream_2kb	33.923341	3170	3147	23	8124.973395	1283.0	2.58181551	0.40768986	239.50982289	37.82056726
PI655975_PI655975	intergenic	512.484706	199249	196538	2711	501562.242449	78265.0	2.55198609	0.39821816	978.68723998	152.71675249
PI655976_PI655976	exon	62.252916	5835	5778	57	15591.361508	2305.0	2.69840109	0.39892696	250.45190667	37.02637801
PI655976_PI655976	intron	57.794743	3078	3008	70	7870.216132	1212.0	2.61642824	0.40292553	136.17529421	20.97076546
PI655976_PI655976	upstream_2kb	50.472471	5342	5243	99	13648.192386	2142.0	2.60312653	0.40854473	270.40864289	42.43897629
PI655976_PI655976	downstream_2kb	33.923341	3170	3101	69	7545.227306	1189.0	2.43315940	0.38342470	222.41993516	35.04961377
PI655976_PI655976	intergenic	512.484706	199249	194368	4881	439561.792796	68593.0	2.26149260	0.35290274	857.70714257	133.84399417
PI655977_PI655977	exon	62.252916	5835	5780	55	14889.601988	2214.0	2.57605571	0.38304498	239.17918943	35.56459909
PI655977_PI655977	intron	57.794743	3078	3035	43	7158.704350	1107.0	2.35871643	0.36474465	123.86428209	19.15399122
PI655977_PI655977	upstream_2kb	50.472471	5342	5258	84	12497.973690	1968.0	2.37694441	0.37428680	247.61961208	38.99155244
PI655977_PI655977	downstream_2kb	33.923341	3170	3116	54	7283.755127	1161.0	2.33753374	0.37259307	214.71219850	34.22422337
PI655977_PI655977	intergenic	512.484706	199249	193726	5523	470236.496258	73314.0	2.42732775	0.37844172	917.56200869	143.05597639
PI655978_PI655978	exon	62.252916	5835	5768	67	17165.160703	2543.0	2.97592939	0.44088072	275.73263722	40.84949209
PI655978_PI655978	intron	57.794743	3078	2964	114	8372.019351	1302.0	2.82456793	0.43927126	144.85780048	22.52800051
PI655978_PI655978	upstream_2kb	50.472471	5342	5198	144	13263.972161	2080.0	2.55174532	0.40015391	262.79617182	41.21058388
PI655978_PI655978	downstream_2kb	33.923341	3170	3083	87	8120.011602	1287.0	2.63380201	0.41745054	239.36355803	37.93848018
PI655978_PI655978	intergenic	512.484706	199249	191721	7528	592101.789229	92344.0	3.08835125	0.48165824	1155.35504240	180.18879182
PI655979_PI655979	exon	62.252916	5835	5803	32	15544.153621	2288.0	2.67864098	0.39427882	249.69358256	36.75329843
PI655979_PI655979	intron	57.794743	3078	3016	62	7489.998719	1160.0	2.48342133	0.38461538	129.59653993	20.07102964
PI655979_PI655979	upstream_2kb	50.472471	5342	5252	90	13057.420101	2046.0	2.48618052	0.38956588	258.70380115	40.53694934
PI655979_PI655979	downstream_2kb	33.923341	3170	3108	62	7279.164186	1157.0	2.34207342	0.37226512	214.57686570	34.10631046
PI655979_PI655979	intergenic	512.484706	199249	194933	4316	468760.678986	73185.0	2.40472716	0.37543669	914.68227929	142.80426156
PI655980_PI655980	exon	62.252916	5835	5740	95	14088.687751	2103.0	2.45447522	0.36637631	226.31369993	33.78155009
PI655980_PI655980	intron	57.794743	3078	2974	104	6640.217528	1030.0	2.23275640	0.34633490	114.89310590	17.82169011
PI655980_PI655980	upstream_2kb	50.472471	5342	5131	211	11429.477047	1800.0	2.22753402	0.35080881	226.44972239	35.66300528
PI655980_PI655980	downstream_2kb	33.923341	3170	3041	129	6420.307004	1021.0	2.11124860	0.33574482	189.25927739	30.09727137
PI655980_PI655980	intergenic	512.484706	199249	186898	12351	431881.780605	67486.0	2.31078867	0.36108466	842.72130573	131.68392971
PI655981_PI655981	exon	62.252916	5835	5768	67	15735.674629	2343.0	2.72809893	0.40620666	252.77008115	37.63679118
PI655981_PI655981	intron	57.794743	3078	2949	129	7217.480405	1110.0	2.44743317	0.37639878	124.88126135	19.20589906
PI655981_PI655981	upstream_2kb	50.472471	5342	5164	178	12650.192990	1999.0	2.44968881	0.38710302	250.63549969	39.60574865
PI655981_PI655981	downstream_2kb	33.923341	3170	3051	119	7678.844487	1214.0	2.51682874	0.39790233	226.35873298	35.78656949
PI655981_PI655981	intergenic	512.484706	199249	192075	7174	483080.910566	75461.0	2.51506396	0.39287258	942.62502844	147.24536970
PI655982_PI655982	exon	62.252916	5835	5794	41	14421.124280	2138.0	2.48897554	0.36900242	231.65379562	34.34377275
PI655982_PI655982	intron	57.794743	3078	3039	39	7631.758308	1175.0	2.51127289	0.38664034	132.04935106	20.33056882
PI655982_PI655982	upstream_2kb	50.472471	5342	5252	90	12931.598334	2034.0	2.46222360	0.38728104	256.21092207	40.29919597
PI655982_PI655982	downstream_2kb	33.923341	3170	3136	34	6989.167482	1099.0	2.22868861	0.35044643	206.02827658	32.39657320
PI655982_PI655982	intergenic	512.484706	199249	196295	2954	372446.280968	58172.0	1.89738038	0.29634988	726.74613819	113.50972882
PI655983_PI655983	exon	62.252916	5835	5796	39	15772.605963	2350.0	2.72129157	0.40545204	253.36332781	37.74923571
PI655983_PI655983	intron	57.794743	3078	3020	58	8046.901125	1240.0	2.66453680	0.41059603	139.23240605	21.45523858
PI655983_PI655983	upstream_2kb	50.472471	5342	5229	113	14374.187810	2263.0	2.74893628	0.43277873	284.79263103	44.83632276
PI655983_PI655983	downstream_2kb	33.923341	3170	3105	65	7821.673346	1241.0	2.51905744	0.39967794	230.56907471	36.58248166
PI655983_PI655983	intergenic	512.484706	199249	195843	3406	432673.513535	67536.0	2.20928761	0.34484766	844.26619657	131.78149359
PI655984_PI655984	exon	62.252916	5835	5785	50	15389.688425	2272.0	2.66027458	0.39273984	247.21233018	36.49628236
PI655984_PI655984	intron	57.794743	3078	3020	58	8445.947876	1314.0	2.79667148	0.43509934	146.13695706	22.73563185
PI655984_PI655984	upstream_2kb	50.472471	5342	5230	112	13999.474736	2200.0	2.67676381	0.42065010	277.36852305	43.58811757
PI655984_PI655984	downstream_2kb	33.923341	3170	3105	65	7852.578953	1231.0	2.52901094	0.39645733	231.48011728	36.28769937
PI655984_PI655984	intergenic	512.484706	199249	190979	8270	600224.476228	93533.0	3.14288208	0.48975542	1171.20466075	182.50886105
PI655985_PI655985	exon	62.252916	5835	5797	38	16224.335019	2393.0	2.79874677	0.41279972	260.61967955	38.43996641
PI655985_PI655985	intron	57.794743	3078	3033	45	8717.471501	1342.0	2.87420755	0.44246621	150.83502492	23.22010498
PI655985_PI655985	upstream_2kb	50.472471	5342	5270	72	13965.594971	2197.0	2.65001802	0.41688805	276.69727070	43.52867923
PI655985_PI655985	downstream_2kb	33.923341	3170	3122	48	8338.525146	1311.0	2.67089210	0.41992313	245.80495023	38.64595766
PI655985_PI655985	intergenic	512.484706	199249	194316	4933	516024.889321	80493.0	2.65559650	0.41423763	1006.90788092	157.06419930
PI655986_PI655986	exon	62.252916	5835	5798	37	15817.769594	2333.0	2.72814239	0.40238013	254.08881398	37.47615614
PI655986_PI655986	intron	57.794743	3078	3029	49	8534.352971	1313.0	2.81754803	0.43347639	147.66659609	22.71832924
PI655986_PI655986	upstream_2kb	50.472471	5342	5251	91	13800.332270	2168.0	2.62813412	0.41287374	273.42295704	42.95410859
PI655986_PI655986	downstream_2kb	33.923341	3170	3103	67	8211.789058	1288.0	2.64640318	0.41508218	242.06899486	37.96795840
PI655986_PI655986	intergenic	512.484706	199249	195169	4080	516935.978093	80672.0	2.64865823	0.41334433	1008.68566816	157.41347801
PI655987_PI655987	exon	62.252916	5835	5809	26	14967.498229	2206.0	2.57660496	0.37975555	240.43047605	35.43609106
PI655987_PI655987	intron	57.794743	3078	3060	18	7987.043708	1228.0	2.61014500	0.40130719	138.19671640	21.24760724
PI655987_PI655987	upstream_2kb	50.472471	5342	5285	57	13225.551889	2077.0	2.50246961	0.39299905	262.03495939	41.15114554
PI655987_PI655987	downstream_2kb	33.923341	3170	3141	29	7835.894659	1237.0	2.49471336	0.39382362	230.98829385	36.46456875
PI655987_PI655987	intergenic	512.484706	199249	196089	3160	422365.004109	65911.0	2.15394542	0.33612798	824.15143157	128.61066726
PI655988_PI655988	exon	62.252916	5835	5825	10	15259.273440	2243.0	2.61961776	0.38506438	245.11740847	36.03044073
PI655988_PI655988	intron	57.794743	3078	3058	20	8258.486458	1272.0	2.70061689	0.41595814	142.89338492	22.00892216
PI655988_PI655988	upstream_2kb	50.472471	5342	5305	37	13177.966740	2076.0	2.48406536	0.39132893	261.09216528	41.13133276
PI655988_PI655988	downstream_2kb	33.923341	3170	3153	17	7486.916268	1178.0	2.37453735	0.37361243	220.70102905	34.72535326
PI655988_PI655988	intergenic	512.484706	199249	197271	1978	445571.373009	69544.0	2.25867651	0.35253028	869.43350268	135.69965930
PI655989_PI655989	exon	62.252916	5835	5809	26	15045.310301	2209.0	2.59000005	0.38027199	241.68041062	35.48428157
PI655989_PI655989	intron	57.794743	3078	3050	28	7474.201180	1150.0	2.45055776	0.37704918	129.32320125	19.89800353
PI655989_PI655989	upstream_2kb	50.472471	5342	5284	58	12899.963809	2027.0	2.44132547	0.38361090	255.58415416	40.16050651
PI655989_PI655989	downstream_2kb	33.923341	3170	3123	47	7741.003425	1223.0	2.47870747	0.39161063	228.19106836	36.05187355
PI655989_PI655989	intergenic	512.484706	199249	197056	2193	418807.431859	65398.0	2.12532190	0.33187520	817.20962002	127.60966178
PI655990_PI655990	exon	62.252916	5835	5793	42	16419.012221	2431.0	2.83428486	0.41964440	263.74687767	39.05037958
PI655990_PI655990	intron	57.794743	3078	3030	48	8836.782289	1356.0	2.91642980	0.44752475	152.89941317	23.46234155
PI655990_PI655990	upstream_2kb	50.472471	5342	5227	115	14801.861962	2323.0	2.83180830	0.44442319	293.26604520	46.02508960
PI655990_PI655990	downstream_2kb	33.923341	3170	3103	67	9266.042720	1454.0	2.98615621	0.46857879	273.14652527	42.86134435
PI655990_PI655990	intergenic	512.484706	199249	192936	6313	652850.208701	101852.0	3.38376565	0.52790563	1273.89208118	198.74154059
PI655991_PI655991	exon	62.252916	5835	5828	7	15229.554758	2244.0	2.61317000	0.38503775	244.64002229	36.04650423
PI655991_PI655991	intron	57.794743	3078	3067	11	8083.135198	1241.0	2.63551849	0.40462993	139.85935015	21.47254120
PI655991_PI655991	upstream_2kb	50.472471	5342	5319	23	13367.457492	2107.0	2.51315238	0.39612709	264.84650400	41.74552896
PI655991_PI655991	downstream_2kb	33.923341	3170	3155	15	7946.008918	1245.0	2.51854482	0.39461173	234.23426713	36.70039457
PI655991_PI655991	intergenic	512.484706	199249	197831	1418	489208.320226	76341.0	2.47285977	0.38588998	954.58130652	148.96249411
PI655992_PI655992	exon	62.252916	5835	5830	5	14270.684512	2099.0	2.44780180	0.36003431	229.23720573	33.71729607
PI655992_PI655992	intron	57.794743	3078	3068	10	7733.379524	1186.0	2.52065825	0.38657106	133.80766350	20.52089755
PI655992_PI655992	upstream_2kb	50.472471	5342	5320	22	12364.717139	1947.0	2.32419495	0.36597744	244.97942926	38.57548405
PI655992_PI655992	downstream_2kb	33.923341	3170	3163	7	7178.360237	1129.0	2.26947842	0.35693961	211.60534385	33.28092006
PI655992_PI655992	intergenic	512.484706	199249	198236	1013	424574.621427	66250.0	2.14176346	0.33419762	828.46300866	129.27215042
PI655993_PI655993	exon	62.252916	5835	5810	25	14664.707150	2167.0	2.52404598	0.37297762	235.56659017	34.80961438
PI655993_PI655993	intron	57.794743	3078	3058	20	8056.664555	1239.0	2.63461889	0.40516678	139.40133889	21.43793597
PI655993_PI655993	upstream_2kb	50.472471	5342	5293	49	13533.177557	2130.0	2.55680664	0.40241829	268.12987930	42.20122292
PI655993_PI655993	downstream_2kb	33.923341	3170	3141	29	7966.184941	1256.0	2.53619387	0.39987265	234.82902056	37.02465509
PI655993_PI655993	intergenic	512.484706	199249	196233	3016	492646.727861	76897.0	2.51051927	0.39186579	961.29059481	150.04740454
PI655994_PI655994	exon	62.252916	5835	5783	52	15463.963257	2293.0	2.67403826	0.39650700	248.40544428	36.83361595
PI655994_PI655994	intron	57.794743	3078	3009	69	7976.436832	1223.0	2.65085970	0.40644732	138.01318975	21.16109418
PI655994_PI655994	upstream_2kb	50.472471	5342	5216	126	13776.800477	2168.0	2.64125776	0.41564417	272.95672679	42.95410859
PI655994_PI655994	downstream_2kb	33.923341	3170	3096	74	7298.357058	1139.0	2.35735047	0.36789406	215.14263759	33.57570235
PI655994_PI655994	intergenic	512.484706	199249	193228	6021	484985.216588	75618.0	2.50991169	0.39134080	946.34085839	147.55172030
PI655995_PI655995	exon	62.252916	5835	5725	110	13748.091921	2062.0	2.40141344	0.36017467	220.84253725	33.12294640
PI655995_PI655995	intron	57.794743	3078	2960	118	6971.565428	1073.0	2.35525859	0.36250000	120.62628997	18.56570242
PI655995_PI655995	upstream_2kb	50.472471	5342	5096	246	11596.933654	1837.0	2.27569342	0.36047881	229.76750344	36.39607817
PI655995_PI655995	downstream_2kb	33.923341	3170	3003	167	6709.984954	1057.0	2.23442722	0.35198135	197.79847020	31.15848760
PI655995_PI655995	intergenic	512.484706	199249	182360	16889	447531.277477	69849.0	2.45410878	0.38302808	873.25782065	136.29479901
PI655996_PI655996	exon	62.252916	5835	5760	75	15067.618832	2229.0	2.61590605	0.38697917	242.03876381	35.80555166
PI655996_PI655996	intron	57.794743	3078	3022	56	7931.313111	1223.0	2.62452452	0.40469887	137.23243152	21.16109418
PI655996_PI655996	upstream_2kb	50.472471	5342	5234	108	13347.062989	2110.0	2.55006935	0.40313336	264.44243217	41.80496731
PI655996_PI655996	downstream_2kb	33.923341	3170	3110	60	7801.514987	1230.0	2.50852572	0.39549839	229.97484202	36.25822115
PI655996_PI655996	intergenic	512.484706	199249	191896	7353	576688.253530	89913.0	3.00521248	0.46855067	1125.27895326	175.44523563
PI655997_PI655997	exon	62.252916	5835	5796	39	15830.237860	2329.0	2.73123497	0.40182885	254.28909804	37.41190212
PI655997_PI655997	intron	57.794743	3078	3010	68	8250.535400	1272.0	2.74104166	0.42259136	142.75581086	22.00892216
PI655997_PI655997	upstream_2kb	50.472471	5342	5237	105	14339.413876	2257.0	2.73809698	0.43097193	284.10366269	44.71744607
PI655997_PI655997	downstream_2kb	33.923341	3170	3112	58	8285.144015	1304.0	2.66232134	0.41902314	244.23136905	38.43961006
PI655997_PI655997	intergenic	512.484706	199249	191820	7429	620210.215994	96710.0	3.23329275	0.50417058	1210.20238991	188.70807044
PI655998_PI655998	exon	62.252916	5835	5797	38	15890.846557	2364.0	2.74121900	0.40779714	255.26268612	37.97412478
PI655998_PI655998	intron	57.794743	3078	2979	99	7847.882692	1217.0	2.63440171	0.40852635	135.78886737	21.05727851
PI655998_PI655998	upstream_2kb	50.472471	5342	5211	131	13194.522888	2075.0	2.53205198	0.39819612	261.42018861	41.11151998
PI655998_PI655998	downstream_2kb	33.923341	3170	3072	98	7374.581837	1163.0	2.40058003	0.37858073	217.38960902	34.28317983
PI655998_PI655998	intergenic	512.484706	199249	192900	6349	433286.383533	67674.0	2.24617099	0.35082426	845.46207616	132.05076992
PI655999_PI655999	exon	62.252916	5835	5741	94	14887.299752	2208.0	2.59315446	0.38460199	239.14220744	35.46821807
PI655999_PI655999	intron	57.794743	3078	2976	102	6005.675906	933.0	2.01803626	0.31350806	103.91387856	16.14333677
PI655999_PI655999	upstream_2kb	50.472471	5342	5114	228	11265.223755	1787.0	2.20282044	0.34943293	223.19540794	35.40543914
PI655999_PI655999	downstream_2kb	33.923341	3170	2998	172	6149.247810	970.0	2.05111668	0.32354903	181.26893250	28.59388172
PI655999_PI655999	intergenic	512.484706	199249	182642	16607	375930.949061	58676.0	2.05829409	0.32126236	733.54569348	114.49317280
PI656000_PI656000	exon	62.252916	5835	5816	19	11914.430474	1784.0	2.04856095	0.30674003	191.38750824	28.65729213
PI656000_PI656000	intron	57.794743	3078	3068	10	6667.876780	1028.0	2.17336271	0.33507171	115.37168320	17.78708489
PI656000_PI656000	upstream_2kb	50.472471	5342	5311	31	11300.167180	1778.0	2.12769105	0.33477688	223.88773437	35.22712411
PI656000_PI656000	downstream_2kb	33.923341	3170	3149	21	6669.854861	1054.0	2.11808665	0.33470943	196.61550614	31.07005292
PI656000_PI656000	intergenic	512.484706	199249	198361	888	370826.978217	57956.0	1.86945508	0.29217437	723.58642878	113.08825282
PI656001_PI656001	exon	62.252916	5835	5797	38	14420.013248	2136.0	2.48749582	0.36846645	231.63594855	34.31164574
PI656001_PI656001	intron	57.794743	3078	3047	31	6863.580513	1059.0	2.25256991	0.34755497	118.75786892	18.32346586
PI656001_PI656001	upstream_2kb	50.472471	5342	5260	82	12076.201850	1904.0	2.29585587	0.36197719	239.26313911	37.72353448
PI656001_PI656001	downstream_2kb	33.923341	3170	3141	29	7261.424563	1147.0	2.31181935	0.36517033	214.05393304	33.81152817
PI656001_PI656001	intergenic	512.484706	199249	196452	2797	373018.108136	58268.0	1.89877481	0.29660171	727.86193182	113.69705148
PI656002_PI656002	exon	62.252916	5835	5801	34	15342.869145	2259.0	2.64486625	0.38941562	246.46024847	36.28745680
PI656002_PI656002	intron	57.794743	3078	3043	35	7644.641728	1178.0	2.51220563	0.38711798	132.27226788	20.38247666
PI656002_PI656002	upstream_2kb	50.472471	5342	5270	72	13032.699466	2052.0	2.47299800	0.38937381	258.21401663	40.65582602
PI656002_PI656002	downstream_2kb	33.923341	3170	3130	40	7415.048834	1170.0	2.36902519	0.37380192	218.58250441	34.48952743
PI656002_PI656002	intergenic	512.484706	199249	195757	3492	430085.255717	67141.0	2.19703641	0.34298135	839.21578670	131.01073888
PI656003_PI656003	exon	62.252916	5835	5751	84	16311.161558	2415.0	2.83623049	0.41992697	262.01441805	38.79336351
PI656003_PI656003	intron	57.794743	3078	3011	67	8634.816404	1325.0	2.86775703	0.44005314	149.40487587	22.92596058
PI656003_PI656003	upstream_2kb	50.472471	5342	5253	89	14251.281797	2251.0	2.71297959	0.42851704	282.35752113	44.59856939
PI656003_PI656003	downstream_2kb	33.923341	3170	3092	78	8144.466806	1285.0	2.63404489	0.41558862	240.08445413	37.87952372
PI656003_PI656003	intergenic	512.484706	199249	193752	5497	524558.734425	81813.0	2.70737197	0.42225629	1023.55978292	159.63988592
PI656004_PI656004	exon	62.252916	5835	5785	50	15044.752008	2237.0	2.60064858	0.38668971	241.67144247	35.93405970
PI656004_PI656004	intron	57.794743	3078	3012	66	7870.323365	1212.0	2.61298916	0.40239044	136.17714962	20.97076546
PI656004_PI656004	upstream_2kb	50.472471	5342	5247	95	12937.359676	2042.0	2.46566794	0.38917477	256.32507027	40.45769822
PI656004_PI656004	downstream_2kb	33.923341	3170	3106	64	7921.557621	1254.0	2.55040490	0.40373471	233.51348620	36.96569863
PI656004_PI656004	intergenic	512.484706	199249	192369	6880	601806.607534	93825.0	3.12839703	0.48773451	1174.29183835	183.07863416
PI656005_PI656005	exon	62.252916	5835	5757	78	15403.827150	2269.0	2.67566912	0.39412889	247.43944765	36.44809185
PI656005_PI656005	intron	57.794743	3078	3017	61	8230.638862	1270.0	2.72808713	0.42094796	142.41154879	21.97431694
PI656005_PI656005	upstream_2kb	50.472471	5342	5232	110	12845.389770	2023.0	2.45515860	0.38665902	254.50289070	40.08125538
PI656005_PI656005	downstream_2kb	33.923341	3170	3113	57	7477.985236	1185.0	2.40217965	0.38066174	220.43775805	34.93170086
PI656005_PI656005	intergenic	512.484706	199249	192841	6408	465798.529470	72692.0	2.41545382	0.37695303	908.90230287	141.84228163
PI656006_PI656006	exon	62.252916	5835	5789	46	15508.343995	2320.0	2.67893315	0.40076006	249.11835447	37.26733058
PI656006_PI656006	intron	57.794743	3078	3037	41	7919.615485	1225.0	2.60771007	0.40335858	137.03003204	21.19569941
PI656006_PI656006	upstream_2kb	50.472471	5342	5238	104	12371.347601	1955.0	2.36184567	0.37323406	245.11079715	38.73398630
