"genotype"	"LN:daysToFlower"	"LN:plantHeight"	"LN:tillersPerPlant"	"LN:stemDiameterUpper"	"LN:stemDiameterLower"	"HN:daysToFlower"	"HN:extantLeafNumber"	"HN:plantHeight"	"HN:thirdLeafLength"	"HN:thirdLeafWidth"	"HN:tillersPerPlant"	"HN:stemDiameterLower"	"HN:stemDiameterUpper"	"HN:percentMoisture"	"HN:percentProtein"	"HN:percentOil"	"HN:percentAsh"	"HN:percentStarch"	"daysToFlower:NR"	"plantHeight:NR"	"tillersPerPlant:NR"	"stemDiameterUpper:NR"	"stemDiameterLower:NR"	"daysToFlower"	"plantHeight"	"tillersPerPlant"	"stemDiameterUpper"	"stemDiameterLower"
"49"	"PI 533912"	-2.61514482432387	-35.7665005399909	-0.735583291064773	1.1993207751076	0.150504473303065	-1.57543502066107	-4.18311638497749	-28.0609501015183	-5.12483275346789	1.49908332349393	-1.46307078562918	1.38110662758912	2.00322815243407	1.249360183011	-0.478215459022557	1.818038609815	-0.0504709527306683	-3.57838531609064	-0.158424992001134	-0.110710913240061	0.430273639898934	0.0110843665425265	0.10658328968213	-2.46061879295357	-30.7475983028702	-1.14381358025029	1.45896501622773	0.548528807591379
"50"	"PI 533913"	9.20071020051485	-55.7155275347512	-0.838311721358136	1.21517248503535	7.63874741250258	9.21217919772278	-0.711041394988374	-54.8464482249278	2.8728588684369	1.98540485985165	-1.95738092886192	5.86052802307138	2.04741012484126	0.348259330492123	-1.55537425751051	1.80148972276837	0.24377758420409	-0.991194627454432	-0.147738043825162	-0.204886839116811	0.237390141863517	0.0139223363931238	-0.0123480901781757	9.14379115004174	-53.5936597045929	-1.38216128150554	1.45743048823871	6.87225927963344
"51"	"PI 533915"	5.80494939226265	-14.2917952053725	-0.771389469389709	2.5129016641733	5.08879357152706	8.8818261212284	-0.873397914536059	3.93421808987757	-9.79981178297876	2.22201491416228	-1.08994325963794	4.41044554205978	3.11319685716518	0.514195883413294	-1.0500569012063	2.17312184783454	0.117214312610201	1.32734146511975	-0.113803758920005	-0.0168857411281826	0.657447688199886	-0.00836336698064788	0.0239179648844601	7.22808302342919	-3.19330684902317	-0.963186330901061	2.63324904854495	4.82037191151589
"52"	"PI 533919"	11.5003533709312	-61.3673297783357	-1.40282504883778	4.9725303893144	10.0711981379984	12.282705891672	-1.35059755146506	-56.9744438012549	18.4634037494547	2.02916848164865	-2.24283437001884	10.0556083958862	6.09650729214438	2.12283825605058	3.0955070200496	1.36107201128848	0.457585591800064	-10.5151788723169	-0.134067946768809	-0.178713971579926	0.571461384632629	0.0314269139002411	0.0397006975686695	11.6337051225287	-57.7845733250927	-1.85798230014693	5.35737615100897	9.93785445697371
"53"	"PI 533921"	9.37427113734003	-13.0374434981971	0.0583949607841969	2.91319666040213	5.31524261625375	11.7877487183391	1.83805455437287	-15.7896175528122	-1.84579733215117	1.51479999587253	-0.638630043859446	4.3872239573996	4.07617081137385	0.955233520309095	-0.72840178336159	2.10757314251962	0.287112139541211	-1.33389292813701	-0.117054518933359	-0.167957469759761	0.314928594955669	0.0403535427769158	0.0153251530217806	10.3299804862436	-12.6013102788384	-0.298327473533216	3.27438946426217	4.72136394030786
"54"	"PI 533924"	17.5719648528318	-69.2175330123754	-1.07986232356823	4.51068402095909	10.7258051330155	13.4344291969717	-0.0329971421421422	-57.9758580915494	7.48466564001126	2.42536366410157	-1.52766008138923	8.38836728599565	3.63352057119932	1.99076323250286	0.393550208627921	2.44618062577614	0.301527032600686	-2.0829300121952	-0.181090789817644	-0.112737391785309	0.704619133965654	-0.118890805414656	-0.0271956446806774	15.8110073616798	-61.2893179762255	-1.34881447476903	3.8300943714147	9.46265678280958
"55"	"PI 533927"	15.1067238879521	NA	-0.708111222315739	1.42875017665667	4.4306623668837	16.1071650000987	0.128299004707533	67.9330989154619	-2.69818333096022	1.60183233220658	-1.54187179837933	3.21422127804704	1.63418124301232	1.88617473732541	-2.28207709741256	0.764728179415409	0.0887668019416781	-9.44047319128444	-0.125799529789181	NA	0.369122828727006	-0.0482214186614314	0.00578168538309691	15.5019198443345	60.7611172284384	-1.16421946816813	1.41831904770883	3.99244934580359
"56"	"PI 533936"	8.34704405770929	-55.0971101385157	-1.08300773196928	-1.34803365709895	5.45694749399419	10.6593007129099	-0.0671067464849268	-60.6679061385851	10.9749445953591	1.0717071462016	-2.39184360643704	6.28245664907364	-0.373482728521291	1.02694895425998	-2.55744660081892	2.64538006137305	0.0879484136508903	0.474862879241975	-0.119890444646783	-0.270198265539448	0.152779759444951	0.0381153411931523	0.0740407651677879	9.51808380102183	-55.4942540207523	-1.70951552939285	-1.03215859607659	5.85672498318268
"57"	"PI 533937"	6.8197403961778	-36.1974658977983	-1.46202035995909	2.54694151190616	8.30213631522081	7.79137724170733	-0.836253143603774	-41.7541799230894	9.93546525651639	2.10339804586277	-1.98289314052392	8.35220677743417	3.21130229623029	1.75896439723018	0.134011702004323	1.61042017924419	0.241900574488242	-1.99868670045879	-0.139791695510512	-0.225886779199321	0.871275638795338	-0.00264458093868267	0.0438598912864495	6.99279537614674	-37.4235531750696	-1.7414443169755	2.71074396664002	8.25302142969027
"58"	"PI 533938"	1.81484425527398	34.9878119338387	-1.30870034758069	1.11179472758194	3.05332748008316	5.04682723813957	1.54804976334621	48.3956069621089	6.87584692139377	1.40759741841846	-1.25355820731125	3.48274774087865	2.68540361581625	0.94145877406741	-3.00009630083265	2.1987880318591	-0.0943400370101795	0.783114777660365	-0.11798185349288	-0.0382305834664092	1.20378125930841	0.089585834133976	0.0660870828660671	3.38683467559231	42.9132189617091	-1.28258809656939	1.67868718879246	3.22597050609255
"59"	"PI 533939"	10.4251090382922	27.349270297209	-1.10012659382073	2.92186101758369	3.18532298227983	9.07077103336612	-1.43114017803873	29.632824167378	0.688559962665198	1.61178380526167	-1.28722717194347	3.32620819162082	4.78152520160558	1.18163220457796	-4.16698899126797	2.0004185291248	-0.0145986925316976	-1.79897776082317	-0.162518123023046	-0.101969819408795	0.883271047365639	0.100241652452229	0.0552997186634316	9.70923981398989	29.6824902055095	-1.19472287436489	3.61940599602702	3.14001263238954
"60"	"PI 533940"	6.60567004045939	-24.6143709389616	-1.17887752834204	0.0929193167974116	2.69712544585405	10.400847390597	-0.266865444366179	-6.76245366851712	0.714330711300638	0.909716216269587	-1.34471233527559	3.30768682161412	0.259637318116796	0.522027459628452	-2.06567204758356	1.98674894563812	-0.0276421273519433	1.32084811473613	-0.103202301193675	-0.0211989195675871	0.945461521734458	-0.059942703423743	0.0736488462620588	8.09727839098267	-14.5849331121591	-1.36935840593106	0.0538769469979669	2.83848033159184
"61"	"PI 533943"	11.6344470880533	-53.1719907204282	-1.43779719567007	5.36729107285758	10.0905458154136	15.1823536736888	2.19099604968854	-53.1349682864498	-2.10177939270406	2.90206370618292	-2.3767117984542	14.0279509844823	6.07960585603063	0.51092798067932	1.44505694156081	1.09331089964196	0.332018021816554	-2.13697904125282	-0.0998634794399598	-0.208040576553856	0.505776781677571	0.00129299330786462	0.154386394180963	13.1828600696374	-51.9537983094984	-1.89785366312244	5.65166931160388	11.4336129329001
"62"	"PI 533948"	7.46206880072955	-55.3315995501862	-1.43903303639122	2.22092795132587	6.1111571230942	13.5066018021705	0.924222986895106	-26.4666253800512	17.2447800665673	2.09020488030218	-1.8740601311577	6.12953888632051	4.34465418965576	0.642310721524339	-3.07912595344937	1.87201287867863	0.270066574818794	-1.60303085624453	-0.0729233915891811	0.0862582212533773	0.92611139350318	0.130839473239637	0.0459728576003686	10.1590661442978	-38.6297766142448	-1.66896119827969	3.07039129278279	6.12889702611118
"63"	"PI 533949"	3.60028618905299	-51.6984340407824	-0.965332160163616	0.995182364674468	4.57506313368353	1.0106922207132	-2.40490919123139	-51.2097903512269	20.3797398069053	1.94551427704787	-2.22646967418714	4.07701324853866	2.0825295103167	NA	0.765311832245299	NA	0.250391922880062	0.100456295675106	-0.194482299677646	-0.200463408205034	0.170533962395341	0.0405361760573316	0.0305712588635508	2.3234254004082	-49.9063955995957	-1.57053519997302	1.32775533711064	4.26684080217587
"64"	"PI 533954"	4.45758135267353	-41.4922050521363	-1.20684954457758	1.0879853196983	2.18078370670686	5.39765407996806	-0.211152282730937	-35.6527232145856	11.8268581166305	1.46842464086404	-2.2878603735702	1.69642576777796	2.1764848110876	1.12172500305862	-0.921329744656768	1.44948655491922	0.159940448404683	-5.54586924456168	-0.144667207907911	-0.133382755359725	0.325034269697129	0.0402697201102795	0.0338436808748547	4.8112095167841	-36.9997526182336	-1.7569336059325	1.44068736256347	1.90791136627244
"65"	"PI 533955"	8.1305245331306	-46.6920014900051	-0.599330201651134	1.39247716941034	4.5074917986781	10.9746111291643	-0.0991507347057983	-59.2690174832148	10.8423968239692	1.72715386794209	-2.28878584858546	7.44383199314265	2.34567488006748	1.4313325775006	-2.66517116739692	2.56095860302778	0.187723181572805	-0.969975798456165	-0.113394526796279	-0.315266117921609	-0.0700257621870169	0.0256565310286386	0.149569029741463	9.34592937526378	-51.7498380443571	-1.4202803487327	1.63989599108249	5.69273668258085
"66"	"PI 533956"	5.98825129935143	-19.1616377949193	-1.0406461713418	1.40859139676902	2.91593165286038	11.4299193780599	-1.17630258032307	-11.8507966346545	11.4431773373953	1.31479561328632	-0.865463509391988	4.89761353561591	3.23621030106502	0.756165073828046	-4.4848456212659	1.75278871373407	0.0987644550644703	-2.73951318819366	-0.0823029325865566	-0.099823645858852	1.07702559490754	0.112071427125721	0.123306835781323	8.48162257163398	-14.1087874566146	-0.992992191963985	2.05311066431642	3.80871314225137
"67"	"PI 533957"	6.28293141676782	-60.0754861874565	-1.21055631437084	0.804624073450719	5.17106497704008	6.49188374525444	-1.98681121848163	-60.1562315372581	12.2773995395634	1.71949871695653	-1.84589455282385	5.38723091332076	1.52817168875845	1.55712211579003	-2.20077550341419	2.24436154160191	0.106667444273278	-1.384617679335	-0.150810393605864	-0.224989791579594	0.637811362470892	0.00309447751672967	0.0541308617664288	6.48172837707528	-58.2199541292681	-1.53744530325009	0.955391818384384	5.31648729535435
"68"	"PI 533961"	6.78114683057323	-49.424732053875	-0.61798903230842	2.04286089243824	5.08811227535126	9.64093490827367	-2.01059952504316	-48.3168672991708	5.74324052862539	2.75669866505054	-1.95694798108442	6.57898244639678	4.69092756783103	0.26392706395557	-3.72771909967544	2.52088788790752	-0.241541636012841	-1.13301770267445	-0.115188828968903	-0.189958539321381	0.102728747213342	0.181790392901556	0.0975538251795858	8.10102067792371	-47.2233527263187	-1.11063263073481	2.64495828453279	5.2527305166963
"69"	"PI 533962"	12.0726812205759	-19.2301863169079	-0.520199566733085	0.25693668449083	3.23939901495863	14.2500466149588	0.552967700717309	-16.6158270719224	9.7562528401706	1.03411429177502	-1.23855184860672	5.40005454318011	2.8062434040246	0.723127256238511	-4.42624544494665	3.06216590076603	-0.391699927897267	2.14179259904036	-0.116079800997889	-0.135312538717858	0.390851800436902	0.206996040856827	0.128344385913198	12.9607963339932	-16.6691042363277	-0.892148075011219	1.20652976490895	4.12809267462291
"70"	"PI 533964"	16.040987340323	-56.7579390150812	-0.9513898653924	2.87943864678805	11.2992205450983	15.0591924110333	2.19328454914885	-55.1677029539209	11.9197812076145	2.1734405855942	-1.83201619800346	8.45443558767511	3.11027915963443	0.420997626879636	-2.21552244151375	2.57128183927386	0.0729509787291573	2.78801086873641	-0.147536317524465	-0.199543985380808	0.39455902637826	-0.0399897185684543	-0.0409817961638794	15.5041894140453	-54.6485055530007	-1.38248647239389	3.01214194471319	10.3222757134521
"71"	"PI 533965"	15.3821267787859	-47.9670406379785	-1.12156817957	0.313464994384312	3.67996709947738	14.4704200464497	2.24190008759518	-41.2385931861492	9.85899091686258	2.3099792696651	-1.22521138116125	5.3237447763026	1.54582770466567	1.26815219947854	-3.00359747282565	2.72794052968388	-0.00989407495749873	1.01710136200251	-0.147854873406922	-0.13313867056029	0.950737708182641	0.0596791562565554	0.107902103761187	14.8016536926142	-42.5857925334831	-1.22081453854979	0.695689285048579	4.36109714010101
"72"	"PI 533967"	19.0748649899624	-56.747533797042	-0.362857711608798	1.41933097117547	8.96167891449703	19.3874375346335	2.64360899618743	-51.0374282708074	5.28966705175285	1.91110163778585	-0.479536515934153	7.43716605238356	2.12988654547718	0.898414513100638	0.57172023207214	2.18971575099669	0.254161606010081	-0.893382956621307	-0.127923816239883	-0.156160625213551	0.628141715259568	0.00162341646790439	-0.00424662345904023	19.0644018595882	-52.1262123051608	-0.461381647881375	1.61736458190044	8.1717319621786
"73"	"PI 533970"	11.654586576255	-59.0118173020255	NA	3.65939770963317	11.2368315458954	10.7807843738163	0.953854854653432	-56.3782270347486	8.48050370774905	2.35093056808725	-1.04215948224093	8.09764626511131	4.11575433908221	0.469407084846709	-2.34741625865262	2.08565977647474	0.00915339400400339	1.20442196341544	-0.154159968038842	-0.193143768802043	NA	-0.0192288063606602	-0.0493214941600366	11.1679429578898	-56.0075096032257	-0.052227975232134	3.72694525066856	9.70405304767781
"74"	"PI 533972"	17.9123695336831	-34.081101892955	-1.24482079821957	2.61418737839165	7.1640263253447	17.4980642409352	1.23710220400317	-17.4732459537896	20.7870478590619	1.19187664869386	-2.19122108513198	5.03187754471974	2.62028896905164	0.948094512547708	-2.34747692951199	2.48105412720487	0.0254310669178203	-1.43425235438752	-0.13791260894187	-0.0334759706199408	0.430416118774569	-0.060780605614888	-0.0237574112132013	17.7571676594627	-25.395151323281	-1.70659385778551	2.6852487372246	6.42949215352621
"75"	"PI 533976"	9.16106423143393	-59.4218360690991	-1.18913736093509	3.60022204494553	7.84834101454329	9.88093164560996	-0.287305831656487	-55.8804785743379	13.3443519482922	2.37330241345663	-2.31935173473802	6.06220193862161	3.83291512341782	1.05904387799745	-2.02952737224421	2.58454393650531	0.130453686362332	1.00976421254372	-0.138834501063521	-0.18417047352019	0.287134577303355	-0.037496853683594	-0.0125135694801995	9.4101356406824	-55.5034794796099	-1.75246154951867	3.56405188147173	7.09562037348524
"76"	"PI 533979"	2.92422510063133	-41.4910805389823	-1.19601931574764	0.931952793237322	2.50815836267129	5.6765640297108	0.36389448409499	-35.1011063610569	9.42063970995011	1.61880912630689	-2.01403915723848	3.59162106706978	2.36541893415345	-0.248966851373485	-2.25832585099263	1.05525236397885	0.0405732789647661	1.02426864525394	-0.12278111335011	-0.128389109124777	0.504813088740518	0.0767160935855746	0.0917603371039664	3.96055983818497	-36.4465934353434	-1.60544336581867	1.38550994343023	2.85049607483486
"77"	"PI 533980"	16.7926764292415	-67.4191434625407	-1.10427603608282	1.63026312200426	7.96175331162548	18.4415811186892	1.48470995521595	-59.6175658982309	18.0034521895713	1.5905050706264	-2.30333698471218	10.7689362569339	3.93181841416349	0.266181262154402	-0.745640043194874	1.84144563190864	0.121171780017819	0.423394444409516	-0.115855211444872	-0.151121685884615	0.226410205419457	0.155521873545061	0.129595129025237	17.6749770721265	-60.8053118620974	-1.71741927446905	2.51813883009061	9.20939672754398
"78"	"PI 533985"	12.1287131712249	-47.5293320676156	-0.784870797136438	1.6050466666134	4.39098230534749	10.6678252138498	-0.0686159054888667	-43.3048185288389	12.9626788672959	1.95827957093436	-0.634782737494699	6.32865365179752	3.37273881690025	0.677240426738522	-2.80099764662448	2.65606561386191	-0.0601316112995879	2.49562444486025	-0.160437881043149	-0.156602644711585	0.914942468906039	0.10412385501482	0.115452867154237	11.3686496197414	-43.9642760539273	-0.700446849781751	2.20289872926509	5.19202773980936
"79"	"PI 533986"	7.90522768980169	-37.0145722404626	-0.584043011754711	3.31868741640687	8.36772395620182	9.68309630284221	-1.37585448570837	-35.4156552716072	16.853423253344	2.48202578078727	-1.45688559919128	4.75465197582498	3.98973963865202	0.67012796231168	-2.96818154365744	2.4694459105123	-0.0574145050733394	1.5000375308143	-0.12745461528381	-0.16513422805594	0.327824569337427	-0.00191834593602687	-0.0681187626495946	8.59359432884509	-35.0477769433477	-1.01181475782183	3.49688679172788	6.67722159490115
"80"	"PI 533987"	3.00226277003994	-47.5134417158306	-0.843437599343737	2.29396458722326	4.90509479574708	3.9916284035101	-0.794464022021389	-48.3085587468646	5.83263719678502	1.8035450903646	-0.823090656108039	5.44477639074982	3.22942196550258	1.47762313154578	-2.30821044956816	2.15196755543977	-0.171379490662539	0.413660045837389	-0.146883711192086	-0.204730448838954	0.872536112558422	0.0219409511380161	0.0656732081118017	3.22957105891554	-46.3710984100333	-0.87816834107897	2.57772481855581	5.18320209465231
"81"	"PI 533989"	16.5152260460578	-45.4568291823527	-0.532127061039408	1.6082124311235	9.88140627681278	16.0474935925185	-0.335395910909361	-36.2917258569931	10.8556819610698	2.35220438874003	-1.29791959527322	7.11310624680666	2.14228641415983	0.400444540690407	-3.67618942516518	2.51665249790931	-0.0332705315423193	1.94512685082615	-0.140765738574299	-0.107072931911588	0.370550464002098	-0.0155176764997959	-0.0404451785725496	16.0740316169876	-38.8526438094701	-0.896472640973026	1.60967726044176	8.19776657544628
"82"	"PI 533991"	9.89925675207768	-35.9191769208402	-0.668861077879033	2.68598283195684	8.82385251521632	11.286981299214	-0.0686450483791162	-31.5542534448486	26.3365696634739	2.13591777974319	-2.22863013060215	7.17301005673075	3.44837023701636	0.538748595148222	-3.17789706414654	2.50344362795457	-0.0135225836821016	0.333372666115599	-0.129162162180514	-0.139694991164816	-0.00668057643349091	0.005992957129336	-0.00806997367059057	10.4094182352412	-32.1217589722789	-1.45167426912932	2.8634069865453	7.95114492646383
"83"	"PI 533996"	7.23053326035379	-48.4207713697608	-1.49847210339393	2.96325757682972	6.03787832236429	7.96473044988551	-1.04308730516657	-42.9658690805777	3.714340962942	1.0556948647921	-2.21488856870704	7.72610856548085	4.16034013934697	0.603078209032275	-0.857523641964074	1.83507759501001	0.12964781498809	2.13190753327623	-0.142130293584824	-0.146047210086695	0.727709223166858	0.0431034746946425	0.100997140263971	7.37758835141389	-44.3931551325789	-1.86361959807512	3.34499234406685	6.5678402112655
"84"	"PI 533997"	4.92177142272312	-7.59011273026402	-0.54697329905678	2.73011113553476	1.09927512907689	7.57746980672576	-2.69502629573206	-11.3581059520162	7.27153047232882	1.34269209266334	-0.987739457660861	2.87471082609858	4.12824097832843	0.470035698501662	-2.40530318536826	1.8871020271941	-0.133344291169528	3.45914794603168	-0.120790657198195	-0.168657335082918	0.528522017675857	0.0615630729335496	0.124004123146784	6.1468534366927	-7.63757882566748	-0.802843246227493	3.23252626520764	1.93452766620624
"85"	"PI 533998"	13.3663340605018	-45.1525669901618	-0.430990303121133	0.407057688867885	6.76049590778953	10.9066501245348	1.11461051563171	-27.5740150836503	14.1659692453707	1.04966115278239	-1.22926867786301	4.26821067457003	0.207364502040656	2.40745458442617	-0.263246626592439	0.90851466833052	0.444373408466405	-2.21583023381397	-0.170066377822225	-0.0278471906879979	0.338869127742631	-0.0980857882445789	-0.0356336577236168	12.3482576329709	-33.883777845553	-0.850355565608324	0.183944470724646	5.60716496406662
"86"	"PI 534009"	22.9331661809028	-39.4115420919868	-0.942354228638163	1.65484997955963	8.23010807610527	28.8251879176838	3.33634308943832	-54.3255499966678	2.33297940498158	0.526019119173886	-2.19005752354131	9.310702706922	3.62564052976113	1.18557832150244	-2.84981916419759	1.89854867830828	0.457804008868964	-5.42731678542172	-0.0623956005358391	-0.315637372350307	0.176141517640366	0.123226759405713	0.0755670570025701	25.5349283962945	-45.2212722720774	-1.5558567750427	2.44880030588457	8.74165297005999
"87"	"PI 534021"	19.0384469746293	-57.5414331952959	-0.71484262614408	2.39740478069969	7.94759999850559	29.0633616092727	2.8977145882339	-47.6645850396957	8.15267662273516	1.58530858010118	-1.43998376888464	8.03774344096066	3.5447540255632	1.70451904250108	-1.92156779318858	2.21134644878475	0.208690275985007	0.907361436449981	-0.0185823550137285	-0.113252087525857	0.426855627499338	0.0408209092753406	0.04558098064642	23.6378360826961	-51.3344078625997	-1.09821466163582	2.73129657807505	7.88658205010508
"88"	"PI 534037"	5.81941155424292	-3.55744422015585	0.47122571064783	-0.239670052321197	-1.6246953818581	8.69756235158789	-4.16421464778924	-15.6125663696816	8.93688121714506	0.567694846061011	-0.564217829629143	-1.01434542704823	2.01340290045088	0.664370222452613	-2.17537971555819	1.61664773746184	-0.0237735699027468	-3.02058935637901	-0.116411875071245	-0.219985779833945	0.164333097530382	0.184146746104037	0.0876330116552266	6.80574063180046	-8.14483408903725	-0.00403063612130694	0.547845334449539	-1.4441777210005
"89"	"PI 534046"	5.1580570903517	-67.051319670083	-0.196519282439956	0.49343450249146	3.1825193707161	10.8012692553496	-0.369270272215904	-65.8056072882066	8.02428805023	1.0659957603546	0.0825924009259273	4.82247074062694	1.99776235696303	0.10795183479198	-2.46638363939934	1.70903813727262	0.238082883729337	1.0339753050192	-0.0805244052943904	-0.227858854501644	0.747393809543736	0.0880764501761914	0.109711297641221	7.8089244352739	-65.4328627069285	-0.0587563017178568	1.06427480661458	3.90812662373395
"90"	"PI 534047"	9.17565563850083	-57.9909611855217	-0.870753425707085	0.853335043449475	3.15987592094879	-1.36359206380852	-2.18536791256071	-44.2214470672283	-1.68382128676961	0.683417134941535	-1.92468484770845	3.21279778749524	1.93777088057606	0.84737812524846	-2.92138602272067	2.31698152178386	-0.353365734148475	3.33395254009267	NA	-0.0722815335796674	0.278576075582086	0.0408331412029832	0.0521557335305382	2.65857242387409	-49.7076714030301	-1.35326497566927	1.20589494041348	3.19036763629963
"91"	"PI 534053"	18.0881887775934	-59.4868232526251	-0.356347363180358	2.08852184529197	7.71064076743058	15.578851079516	0.619556935847127	-54.4574281336725	4.65178864754837	0.758439616881679	-1.64569221154798	4.00590646867144	1.63822674821495	1.10432146692018	-2.81250771835727	1.90815325712976	0.0275491097633354	-2.48700261565198	-0.161489014188031	-0.16817368853275	0.112687783212262	-0.106022978933158	-0.0723711242926861	16.8308134312882	-55.3319275795595	-0.973380387789469	1.71087463784526	5.87934902695081
"92"	"PI 534054"	16.344088146929	-61.4353728248456	-1.38559646985253	2.62837721240899	8.5852551507446	18.6367656229897	-0.06549858163492	-59.3882663970911	7.96725879833377	1.75563922974745	-1.68128826493488	9.86996087334745	3.12982814215279	0.992772650302671	-2.23741927514957	2.54051747181002	0.152813562166364	-0.155474547535558	-0.108980899046625	-0.204819237194214	0.99777689154414	-0.0169992941987771	0.0809461448486542	17.1102394068654	-59.0396157296396	-1.59319446455476	2.73557765631323	8.98466344749409
"93"	"PI 534063"	5.11790237875844	-6.45025797323585	-1.13648742881704	0.565430480920105	0.250950214401511	8.92353159929304	-0.726869757371387	10.786144269996	-1.51469767790208	NA	-1.48226711521628	1.58465358841366	1.90515239065715	0.53197369100296	-0.227944618647526	1.82214112967855	-0.130860396097765	0.117157569881481	-0.105113657406113	-0.0227848832901726	0.799053710852312	0.0696373970123331	0.110335877210951	6.67731299458347	1.73580762798824	-1.33896128563207	1.01552688275928	0.773100349209614
"94"	"PI 534070"	0.72910192811602	-49.4464682506648	-0.99987442609621	2.02601824641003	4.69725642062842	5.19494275735822	-2.86321915448167	-31.005993463733	10.1869472883154	0.973027661708328	-1.31429521204053	6.89422284036024	2.92299367948411	0.624890443504204	-2.37383869220005	2.61885029518374	-0.0193955745133676	3.25613696544857	-0.102291493362756	-0.0205915308701454	0.751596625358337	0.018902894368944	0.123156671656325	2.48303509408385	-39.0581812253679	-1.17083901196587	2.25891646231792	5.58506449844495
"95"	"PI 534096"	11.0225878945768	-59.5322130720733	-0.0264244531764382	3.32207954483165	8.0208491766476	15.8627583997514	1.56694171408853	-83.1495201983493	-0.26014424711864	0.458828575607533	-0.400904172906685	8.5831361655673	5.03239086720681	0.377157319932258	-2.36701192578835	1.97843521331724	-0.0216652228043037	2.22055576969745	-0.0846201679562987	NA	0.448596545448244	0.0844885659616445	0.0600539811581326	13.2654139415313	-70.3810234697079	-0.179744390373159	3.99620813701311	8.3961718924094
"96"	"PI 534097"	8.45274798560749	-62.6980256321936	-0.816587744712896	0.512839340759177	8.39589523771529	9.95931331464822	-0.469405056190941	-60.2447214481942	8.54864577358209	1.26471022830966	-1.7172690518413	8.68101896912363	1.00450554428771	-0.356571379567959	-0.0275767543042439	0.999190299592024	0.320156862502339	1.65067205704611	-0.130031671163946	-0.203162158313893	0.354375788094557	-0.0219619450721992	0.0509079260630591	8.99555676825151	-59.3306811050612	-1.30507780079082	0.552028295537128	8.42155913929441
"97"	"PI 534099"	8.49533659286867	-56.1280016127441	-0.131744656613442	2.04195453582047	5.28552411586514	10.8582006954559	2.3719644558856	-56.378301751993	21.1180954156023	1.51007009691667	-1.38614520510622	6.34269617817065	4.7071955588875	0.896159928269466	-2.55036444558525	1.40763961519685	0.156791185536736	-5.97503943828858	-0.119016387403441	-0.217475660040177	0.116529903620838	0.183403716501642	0.0822803225761041	9.38608357779815	-54.1857872839889	-0.748416237647893	3.09266541530896	5.65307403276983
"98"	"PI 534101"	11.1323684159092	-51.6334754102516	-1.34809872307201	2.61635511853869	6.45483356627589	11.5955517194715	1.27150892671873	-28.2550071243574	10.520661564439	1.80758054908584	-2.24064843538216	5.60624004037955	3.74367533154596	0.751676500912329	-2.33547799828485	2.24323028076486	-0.114227610582067	0.00237633597748036	-0.138624294211574	0.0282763967495351	0.506549308679921	0.0382624243597411	0.0173351901724285	11.110935388397	-38.8423367279369	-1.80050432065595	3.01148105526178	5.88872519258674
"99"	"PI 534104"	8.39273057509642	-53.8465638131222	-0.938138251742405	2.06531755730275	5.33750735837541	12.0016452770488	0.617668289765221	-51.1728618443256	12.7861086921445	2.78772047395064	-1.73099298863727	4.32864153153806	2.30960886781786	0.776577333093752	-2.4070532410646	2.28180360802077	-0.0250031747648903	-2.68946420816734	-0.103225771221983	-0.18254510373902	0.443080684188428	-0.0417635564097292	0.0125923046671751	10.1461768181411	-50.1018930814023	-1.33274312596707	2.11202323791949	5.00850791177544
"100"	"PI 534105"	8.56478702382323	-55.6232231284372	-0.305292165642679	1.84674203499668	3.6831270584328	11.1426538555438	-0.475884893632775	-34.9119897059746	13.6929885983218	2.42850461593641	-1.19151271992451	4.99287831615165	2.81887710880112	0.64040300662343	-2.68147952868879	2.2433270043718	-0.119843030950472	0.133723155984222	-0.11616528514301	0.00170562953785643	0.282940628736839	0.0263466692654419	0.0959833789025016	9.71404929360976	-43.0120850168726	-0.769420778190046	2.13850905648568	4.25976327884031
"101"	"PI 534108"	9.72872095893797	-18.6896471056519	-0.893250334022089	1.81259969176022	5.15135172772317	11.8295696927705	1.4712870765093	-22.9891783581413	8.35741724794285	1.71769597715187	-1.2151163057216	5.66552816715607	2.87724789998993	0.782124564810092	-3.58530906840498	1.77948893436394	-0.134047839531953	-4.40473535749636	-0.120466209977344	-0.18671967437469	0.701435604086396	0.0352278089355388	0.064261468292319	10.8179729317174	-19.9525051887273	-1.06773718841518	2.172118755781	5.25381134783581
"102"	"PI 534112"	13.6111827509148	-50.6529413669879	-0.833186229859564	2.07265516227235	5.97490401807174	13.2094543423105	-0.0201455236105244	-46.0851238023526	NA	2.85029671796208	-1.8317791447163	3.63709027086625	2.37039705812194	0.847452990850448	-3.32595137122435	2.49618916632507	-0.0520637194484019	-0.319378957985078	-0.144878052906154	-0.158045293011627	0.303421273976671	-0.0367759632626568	-0.0314657579804461	13.0658216011461	-46.3162566982477	-1.34559384012649	2.07273951346405	4.81357060324746
"103"	"PI 534114"	14.1411352770816	-56.8986514347467	-1.17512464813791	0.595514169360237	8.12430241931255	14.5574551403322	1.24092691062381	-51.7399355788836	6.16323941900174	1.15670126846047	-1.74584895902578	8.14038198315008	1.7237200818998	0.848619861662586	-0.850672217238904	2.02812143373372	0.0468139988097749	-4.56906842979631	-0.134210860572569	-0.162222001092285	0.666506893234858	0.0466709710907564	0.0430538898405711	14.1510634737122	-53.5702844334804	-1.48884975775659	0.967353603835846	7.99251854327034
