sample	group	cutoff_lab	Genetic_load_sum	n_chr_rows	Abs_genetic_load
V42	landrace	5%	-932771.2155164	10	932771.2155164
V43	landrace	5%	-814053.9659823	10	814053.9659823
V44	landrace	5%	-887426.0118387	10	887426.0118387
V45	landrace	5%	-796208.2131236	10	796208.2131236
V46	landrace	5%	-915629.5948578	10	915629.5948578
V47	landrace	5%	-816195.3867617	10	816195.3867617
V48	landrace	5%	-790262.9728227	10	790262.9728227
V49	landrace	5%	-772930.8319419	10	772930.8319419
V50	landrace	5%	-662883.5195467	10	662883.5195467
V51	landrace	5%	-750735.6194127	10	750735.6194127
V52	landrace	5%	-899084.2186975	10	899084.2186975
V53	landrace	5%	-767884.408372	10	767884.408372
V54	landrace	5%	-841596.1153365	10	841596.1153365
V55	landrace	5%	-546579.9873269	10	546579.9873269
V56	landrace	5%	-829062.2906105	10	829062.2906105
V57	landrace	5%	-904684.4291432	10	904684.4291432
V58	landrace	5%	-641263.4188545	10	641263.4188545
V59	landrace	5%	-520084.146419	10	520084.146419
V60	landrace	5%	-659028.6262481	10	659028.6262481
V61	landrace	5%	-956560.3420362	10	956560.3420362
V62	landrace	5%	-630823.8305681	10	630823.8305681
V63	landrace	5%	-592785.4509681	10	592785.4509681
V64	landrace	5%	-917390.1658244	10	917390.1658244
V65	landrace	5%	-640016.7777893	10	640016.7777893
V66	landrace	5%	-669965.6539384	10	669965.6539384
V67	landrace	5%	-1354994.7057756	10	1354994.7057756
V68	landrace	5%	-920874.2231666	10	920874.2231666
V69	landrace	5%	-789969.6059497	10	789969.6059497
V70	landrace	5%	-603118.3103763	10	603118.3103763
V71	landrace	5%	-622837.2942378	10	622837.2942378
V72	landrace	5%	-956883.4628972	10	956883.4628972
V73	landrace	5%	-943970.2819128	10	943970.2819128
V74	landrace	5%	-914581.758116	10	914581.758116
V75	landrace	5%	-877634.7919462	10	877634.7919462
V76	landrace	5%	-890194.1732538	10	890194.1732538
V77	landrace	5%	-641943.7099382	10	641943.7099382
V78	landrace	5%	-901645.8409764	10	901645.8409764
V79	landrace	5%	-917171.0965455	10	917171.0965455
V80	landrace	5%	-846512.3116014	10	846512.3116014
V81	landrace	5%	-934464.9899344	10	934464.9899344
V82	landrace	5%	-900628.6162157	10	900628.6162157
V83	landrace	5%	-842929.8299399	10	842929.8299399
V84	landrace	5%	-975187.6921495	10	975187.6921495
V85	landrace	5%	-762106.6313531	10	762106.6313531
V86	landrace	5%	-868236.0416016	10	868236.0416016
V87	landrace	5%	-802716.0660853	10	802716.0660853
V88	landrace	5%	-899365.7222559	10	899365.7222559
V89	landrace	5%	-942505.2942012	10	942505.2942012
V90	landrace	5%	-634577.5686211	10	634577.5686211
V91	landrace	5%	-915941.1693841	10	915941.1693841
V92	landrace	5%	-793853.6632062	10	793853.6632062
V93	landrace	5%	-940588.1930508	10	940588.1930508
V94	landrace	5%	-664239.0374997	10	664239.0374997
V95	landrace	5%	-588159.4380946	10	588159.4380946
V96	landrace	5%	-518157.5979561	10	518157.5979561
V97	landrace	5%	-499657.0159326	10	499657.0159326
V98	landrace	5%	-615379.6079933	10	615379.6079933
V99	landrace	5%	-725617.548628	10	725617.548628
V100	landrace	5%	-763599.6092908	10	763599.6092908
V101	landrace	5%	-770587.0225097	10	770587.0225097
V102	landrace	5%	-723440.8280674	10	723440.8280674
V103	landrace	5%	-763077.7927716	10	763077.7927716
V104	landrace	5%	-838473.8802762	10	838473.8802762
V105	landrace	5%	-690891.0158329	10	690891.0158329
V5	landrace	10%	-1169649.1467533	10	1169649.1467533
V6	landrace	10%	-1208480.1975642	10	1208480.1975642
V7	landrace	10%	-1051128.1948244	10	1051128.1948244
V8	landrace	10%	-1261814.7363154	10	1261814.7363154
V9	landrace	10%	-1491062.9949413	10	1491062.9949413
V10	landrace	10%	-1335444.7981503	10	1335444.7981503
V11	landrace	10%	-1437557.7520466	10	1437557.7520466
V12	landrace	10%	-1479701.3681995	10	1479701.3681995
V13	landrace	10%	-992459.1256152	10	992459.1256152
V14	landrace	10%	-1420363.4782829	10	1420363.4782829
V15	landrace	10%	-936061.004788	10	936061.004788
V16	landrace	10%	-835029.2711409	10	835029.2711409
V17	landrace	10%	-928663.8198715	10	928663.8198715
V18	landrace	10%	-1296929.6912719	10	1296929.6912719
V19	landrace	10%	-1195505.4527442	10	1195505.4527442
V20	landrace	10%	-1619358.9431322	10	1619358.9431322
V21	landrace	10%	-1111862.0309152	10	1111862.0309152
V22	landrace	10%	-1332412.8279837	10	1332412.8279837
V23	landrace	10%	-1183149.5192038	10	1183149.5192038
V24	landrace	10%	-1314611.8289528	10	1314611.8289528
V25	landrace	10%	-1179803.576542	10	1179803.576542
V26	landrace	10%	-1493803.7218545	10	1493803.7218545
V27	landrace	10%	-1497951.3751969	10	1497951.3751969
V28	landrace	10%	-1609073.7486549	10	1609073.7486549
V29	landrace	10%	-1546385.8271337	10	1546385.8271337
V30	landrace	10%	-1439473.04525	10	1439473.04525
V31	landrace	10%	-1487800.4544296	10	1487800.4544296
V32	landrace	10%	-1641017.3956679	10	1641017.3956679
V33	landrace	10%	-1485594.8043625	10	1485594.8043625
V34	landrace	10%	-993079.2719241	10	993079.2719241
V35	landrace	10%	-1196091.1639081	10	1196091.1639081
V36	landrace	10%	-855944.1695811	10	855944.1695811
V37	landrace	10%	-1352175.5819	10	1352175.5819
V38	landrace	10%	-1342322.1768566	10	1342322.1768566
V39	landrace	10%	-1460448.2756894	10	1460448.2756894
V40	landrace	10%	-1294960.1008519	10	1294960.1008519
V41	landrace	10%	-1428105.1129961	10	1428105.1129961
V42	landrace	10%	-1518517.1905563	10	1518517.1905563
V43	landrace	10%	-1320756.7805843	10	1320756.7805843
V44	landrace	10%	-1444644.1086062	10	1444644.1086062
V45	landrace	10%	-1292666.7767877	10	1292666.7767877
V46	landrace	10%	-1488524.1196032	10	1488524.1196032
V47	landrace	10%	-1322860.6296301	10	1322860.6296301
V48	landrace	10%	-1287310.7317924	10	1287310.7317924
V49	landrace	10%	-1257133.6104099	10	1257133.6104099
V50	landrace	10%	-1076258.1776629	10	1076258.1776629
V51	landrace	10%	-1221334.6421897	10	1221334.6421897
V52	landrace	10%	-1462465.8863951	10	1462465.8863951
V53	landrace	10%	-1250676.5557733	10	1250676.5557733
V54	landrace	10%	-1374359.6009152	10	1374359.6009152
V55	landrace	10%	-888584.0047119	10	888584.0047119
V56	landrace	10%	-1353504.2038311	10	1353504.2038311
V57	landrace	10%	-1475659.8132447	10	1475659.8132447
V58	landrace	10%	-1044234.1623254	10	1044234.1623254
V59	landrace	10%	-844879.2318715	10	844879.2318715
V60	landrace	10%	-1071918.2526385	10	1071918.2526385
V61	landrace	10%	-1561937.9492566	10	1561937.9492566
V62	landrace	10%	-1027375.7681896	10	1027375.7681896
V63	landrace	10%	-965567.9334335	10	965567.9334335
V64	landrace	10%	-1495407.1512116	10	1495407.1512116
V65	landrace	10%	-1039317.1583523	10	1039317.1583523
V66	landrace	10%	-1093435.5874935	10	1093435.5874935
V67	landrace	10%	-2199885.8630288	10	2199885.8630288
V68	landrace	10%	-1495639.0772618	10	1495639.0772618
V69	landrace	10%	-1281599.3209851	10	1281599.3209851
V70	landrace	10%	-986797.0786409	10	986797.0786409
V71	landrace	10%	-1020289.7210782	10	1020289.7210782
V72	landrace	10%	-1558998.8533129	10	1558998.8533129
V73	landrace	10%	-1537170.2598146	10	1537170.2598146
V74	landrace	10%	-1489867.3354001	10	1489867.3354001
V75	landrace	10%	-1426769.599115	10	1426769.599115
V76	landrace	10%	-1449613.5754762	10	1449613.5754762
V77	landrace	10%	-1044036.2609031	10	1044036.2609031
V78	landrace	10%	-1466007.7066979	10	1466007.7066979
V79	landrace	10%	-1493320.0982079	10	1493320.0982079
V80	landrace	10%	-1377929.5890135	10	1377929.5890135
V81	landrace	10%	-1520847.704465	10	1520847.704465
V82	landrace	10%	-1467515.7854706	10	1467515.7854706
V83	landrace	10%	-1378513.4982965	10	1378513.4982965
V84	landrace	10%	-1587110.6646224	10	1587110.6646224
V85	landrace	10%	-1244333.5557186	10	1244333.5557186
V86	landrace	10%	-1417363.9030399	10	1417363.9030399
V87	landrace	10%	-1303381.4137422	10	1303381.4137422
V88	landrace	10%	-1463648.1936581	10	1463648.1936581
V89	landrace	10%	-1537198.2969059	10	1537198.2969059
V90	landrace	10%	-1036912.4042189	10	1036912.4042189
V91	landrace	10%	-1492023.2148622	10	1492023.2148622
V92	landrace	10%	-1297017.6942687	10	1297017.6942687
V93	landrace	10%	-1531412.3183995	10	1531412.3183995
V94	landrace	10%	-1087323.5285681	10	1087323.5285681
V95	landrace	10%	-961859.2707334	10	961859.2707334
V96	landrace	10%	-845578.6767475	10	845578.6767475
V97	landrace	10%	-816489.2815115	10	816489.2815115
V98	landrace	10%	-1007245.7614184	10	1007245.7614184
V99	landrace	10%	-1182663.9008554	10	1182663.9008554
V100	landrace	10%	-1243979.0903061	10	1243979.0903061
V101	landrace	10%	-1260550.7898345	10	1260550.7898345
V102	landrace	10%	-1179827.3360136	10	1179827.3360136
V103	landrace	10%	-1244736.5581326	10	1244736.5581326
V104	landrace	10%	-1366012.9634056	10	1366012.9634056
V105	landrace	10%	-1127769.9340089	10	1127769.9340089
V5	wild	1%	-269708.9137608	10	269708.9137608
V6	wild	1%	-355276.1143394	10	355276.1143394
V7	wild	1%	-291402.2976548	10	291402.2976548
V8	wild	1%	-337480.8266785	10	337480.8266785
V9	wild	1%	-376761.9853728	10	376761.9853728
V10	wild	1%	-293371.7554574	10	293371.7554574
V11	wild	1%	-322990.1516216	10	322990.1516216
V12	wild	1%	-322252.9562627	10	322252.9562627
V13	wild	1%	-318806.8265987	10	318806.8265987
V14	wild	1%	-265438.1792008	10	265438.1792008
V15	wild	1%	-225930.7221281	10	225930.7221281
V16	wild	1%	-294965.8898009	10	294965.8898009
V17	wild	1%	-280897.3829572	10	280897.3829572
V18	wild	1%	-427158.2420785	10	427158.2420785
V19	wild	1%	-269942.997979	10	269942.997979
V20	wild	1%	-376447.9947389	10	376447.9947389
V21	wild	1%	-393631.4587557	10	393631.4587557
V22	wild	1%	-438313.4005675	10	438313.4005675
V23	wild	1%	-269224.9989933	10	269224.9989933
V24	wild	1%	-255011.7208454	10	255011.7208454
V25	wild	1%	-230531.8499087	10	230531.8499087
V26	wild	1%	-317837.8815843	10	317837.8815843
V27	wild	1%	-261087.6351184	10	261087.6351184
V28	wild	1%	-266262.501517	10	266262.501517
V29	wild	1%	-330850.3406586	10	330850.3406586
V30	wild	1%	-414688.5487517	10	414688.5487517
V31	wild	1%	-411209.7826276	10	411209.7826276
V32	wild	1%	-257516.4769071	10	257516.4769071
V33	wild	1%	-283200.7059742	10	283200.7059742
V34	wild	1%	-265081.3652053	10	265081.3652053
V35	wild	1%	-235342.2774358	10	235342.2774358
V36	wild	1%	-287007.6831842	10	287007.6831842
V37	wild	1%	-445063.8777953	10	445063.8777953
V38	wild	1%	-396426.5204595	10	396426.5204595
V39	wild	1%	-370243.6870033	10	370243.6870033
V40	wild	1%	-399304.9795466	10	399304.9795466
V41	wild	1%	-246888.9622549	10	246888.9622549
V42	wild	1%	-311072.5951272	10	311072.5951272
V43	wild	1%	-387288.8200438	10	387288.8200438
V44	wild	1%	-297321.0518371	10	297321.0518371
V45	wild	1%	-411039.0551619	10	411039.0551619
V46	wild	1%	-364614.9315959	10	364614.9315959
V47	wild	1%	-276338.1452855	10	276338.1452855
V48	wild	1%	-387526.4977854	10	387526.4977854
V49	wild	1%	-269261.4843357	10	269261.4843357
V50	wild	1%	-395784.068078	10	395784.068078
V51	wild	1%	-385350.1576092	10	385350.1576092
V52	wild	1%	-382721.525849	10	382721.525849
V53	wild	1%	-308448.8856262	10	308448.8856262
V5	wild	5%	-1061764.0360416	10	1061764.0360416
V6	wild	5%	-1365279.0707154	10	1365279.0707154
V7	wild	5%	-1105531.475401	10	1105531.475401
V8	wild	5%	-1320154.4845868	10	1320154.4845868
V9	wild	5%	-1434492.2873256	10	1434492.2873256
V10	wild	5%	-1139892.7728262	10	1139892.7728262
V11	wild	5%	-1251709.6833375	10	1251709.6833375
V12	wild	5%	-1261929.0246928	10	1261929.0246928
V13	wild	5%	-1252507.4482601	10	1252507.4482601
V14	wild	5%	-1013366.3167501	10	1013366.3167501
V15	wild	5%	-870165.7925399	10	870165.7925399
V16	wild	5%	-1140357.0989177	10	1140357.0989177
V17	wild	5%	-1071832.4963081	10	1071832.4963081
V18	wild	5%	-1618873.6654749	10	1618873.6654749
V19	wild	5%	-1037112.9254878	10	1037112.9254878
V20	wild	5%	-1439191.231213	10	1439191.231213
V21	wild	5%	-1498088.1489058	10	1498088.1489058
V22	wild	5%	-1689966.2092815	10	1689966.2092815
V23	wild	5%	-1050822.7957764	10	1050822.7957764
V24	wild	5%	-976155.769194	10	976155.769194
V25	wild	5%	-881636.9672897	10	881636.9672897
V26	wild	5%	-1233093.5147342	10	1233093.5147342
V27	wild	5%	-1022583.0506138	10	1022583.0506138
V28	wild	5%	-1033141.5579026	10	1033141.5579026
V29	wild	5%	-1256163.1644447	10	1256163.1644447
V30	wild	5%	-1599856.4805633	10	1599856.4805633
V31	wild	5%	-1582225.6882626	10	1582225.6882626
V32	wild	5%	-975013.6476461	10	975013.6476461
V33	wild	5%	-1105004.4383242	10	1105004.4383242
V34	wild	5%	-1032355.4121383	10	1032355.4121383
V35	wild	5%	-900703.5429094	10	900703.5429094
V36	wild	5%	-1125254.1899991	10	1125254.1899991
V37	wild	5%	-1692930.1580388	10	1692930.1580388
V38	wild	5%	-1514486.6111104	10	1514486.6111104
V39	wild	5%	-1422462.8617261	10	1422462.8617261
V40	wild	5%	-1541811.0543126	10	1541811.0543126
V41	wild	5%	-941259.6021248	10	941259.6021248
V42	wild	5%	-1205242.7576151	10	1205242.7576151
V43	wild	5%	-1491421.6205462	10	1491421.6205462
V44	wild	5%	-1164146.2290857	10	1164146.2290857
V45	wild	5%	-1568996.1355471	10	1568996.1355471
V46	wild	5%	-1396115.8591848	10	1396115.8591848
V47	wild	5%	-1064741.4786338	10	1064741.4786338
V48	wild	5%	-1486829.9086397	10	1486829.9086397
V49	wild	5%	-1046151.5793675	10	1046151.5793675
V50	wild	5%	-1506804.8756212	10	1506804.8756212
V51	wild	5%	-1459370.4629474	10	1459370.4629474
V52	wild	5%	-1459776.4570817	10	1459776.4570817
V53	wild	5%	-1200551.1593798	10	1200551.1593798
V5	wild	10%	-1730795.7745731	10	1730795.7745731
V6	wild	10%	-2238812.3373164	10	2238812.3373164
V7	wild	10%	-1801736.0685453	10	1801736.0685453
V8	wild	10%	-2159554.05726	10	2159554.05726
V9	wild	10%	-2309386.2040243	10	2309386.2040243
V10	wild	10%	-1849095.2910104	10	1849095.2910104
V11	wild	10%	-2040695.887181	10	2040695.887181
V12	wild	10%	-2064533.4990422	10	2064533.4990422
V13	wild	10%	-2045992.1485791	10	2045992.1485791
V14	wild	10%	-1647864.4960435	10	1647864.4960435
V15	wild	10%	-1406865.0808444	10	1406865.0808444
V16	wild	10%	-1852393.6520223	10	1852393.6520223
V17	wild	10%	-1747364.3893569	10	1747364.3893569
V18	wild	10%	-2610051.2488558	10	2610051.2488558
V19	wild	10%	-1689390.3235758	10	1689390.3235758
V20	wild	10%	-2333744.1495662	10	2333744.1495662
V21	wild	10%	-2428253.8615594	10	2428253.8615594
V22	wild	10%	-2731044.6374076	10	2731044.6374076
V23	wild	10%	-1715051.8058452	10	1715051.8058452
V24	wild	10%	-1590970.3618736	10	1590970.3618736
V25	wild	10%	-1435015.7997815	10	1435015.7997815
V26	wild	10%	-2007879.3368264	10	2007879.3368264
V27	wild	10%	-1666337.353123	10	1666337.353123
V28	wild	10%	-1681636.6231553	10	1681636.6231553
V29	wild	10%	-2038298.5013719	10	2038298.5013719
V30	wild	10%	-2589009.2395585	10	2589009.2395585
V31	wild	10%	-2557903.2412868	10	2557903.2412868
V32	wild	10%	-1592726.1653908	10	1592726.1653908
V33	wild	10%	-1798171.3649854	10	1798171.3649854
V34	wild	10%	-1677780.9213958	10	1677780.9213958
V35	wild	10%	-1466828.0728478	10	1466828.0728478
V36	wild	10%	-1833537.6301626	10	1833537.6301626
V37	wild	10%	-2758647.1302593	10	2758647.1302593
V38	wild	10%	-2445070.6642305	10	2445070.6642305
V39	wild	10%	-2301202.5605431	10	2301202.5605431
V40	wild	10%	-2492713.4103661	10	2492713.4103661
V41	wild	10%	-1530283.8316817	10	1530283.8316817
V42	wild	10%	-1963778.079425	10	1963778.079425
V43	wild	10%	-2410620.2971933	10	2410620.2971933
V44	wild	10%	-1894253.989936	10	1894253.989936
V45	wild	10%	-2536790.4772135	10	2536790.4772135
V46	wild	10%	-2254106.3778434	10	2254106.3778434
V47	wild	10%	-1740923.4303855	10	1740923.4303855
V48	wild	10%	-2402956.9797446	10	2402956.9797446
V49	wild	10%	-1704982.1938717	10	1704982.1938717
V50	wild	10%	-2432216.8595327	10	2432216.8595327
V51	wild	10%	-2355179.0605837	10	2355179.0605837
V52	wild	10%	-2355121.41465	10	2355121.41465
V53	wild	10%	-1956696.472581	10	1956696.472581
