Taxa	SDW.HN	SDW.LN	SDW.NR	SFW.HN	SFW.LN	SFW.NR	LC.HN	LC.LN	LC.NR	PH.HN	PH.LN	PH.NR
PI533869	0.690989862483846	0.233333335198192	1.96138510126263	6.73975721954906	1.19425370480584	4.64348864267899	5.33333333353932	4.14126250813739	0.287852031369556	35.0574264640804	23.4278438376875	0.496400040352191
PI533871	0.751011756000868	0.200000001799783	2.75505874621289	7.75948542289831	0.82758703813917	8.3760354685418	6.75	4.73489725013378	0.425585317571418	25.7140511306733	30.4278438376875	-0.154917079637952
PI533876	0.333333333333333	0.100000000011742	2.33333333294193	3.4666666666668	0.700000000000002	3.95238095238113	5.16666666666667	3.40156391680044	0.518909182081903	28.1666666666727	20.4999999999996	0.37398373983772
PI533877	0.689357529784486	0.166666666989881	3.13614517068575	6.90292450838284	0.684536744108918	9.0840817790849	5.83333333333333	4.00000000000001	0.458333333333329	35.8884965634475	17.8786986196381	1.00733271067209
PI533878	0.845085231154525	0.133333331865245	5.33813930344605	8.08779240715262	1.06323188683888	6.60680008497359	5.2499999999922	3.5	0.499999999997771	33.5897903452146	23.4482535115267	0.43250713016654
PI533882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI533901	0.766666666666673	0.100000000323214	6.66666664188699	7.89999999999992	0.596565220172197	12.2424749765325	5.83333333333333	4.33333333333335	0.34615384615384	28.1666666666709	14.388021588243	0.957646956110141
PI533902	0.870701298049197	0.100000000593095	7.70701292885111	8.1162953284618	0.527558438448165	14.3846374864863	5.16666666666667	3.38096109947436	0.52816507337808	41.7380357933495	14.9017386042614	1.80088363524333
PI533903	0.466666666666674	0.200000000076818	1.33333333243716	4.80000000000004	1.2	3.00000000000003	5.83333333333333	4.14126250813739	0.408588159256048	34.0333333333372	23.3333333333329	0.458571428571621
PI533910	0.700000000000002	0.200000001788041	2.49999996870929	8.90000000000003	0.794253704805837	10.2054875490643	5.83333333333334	4.16666666666664	0.40000000000001	34.366666666666	23.2278438376875	0.479546138970747
PI533911	0.550257812647941	0.100000002114517	4.50257801012646	4.97741800151703	0.93791753754772	4.30688232414439	4.50000000021379	4.00000000000006	0.12500000005343	27.3539953804594	25.7355111425886	0.0628891429007772
PI533912	NA	0.166666663807308	NA	NA	0.895411169541582	NA	5.66666666666667	4.14126250813739	0.368342783277305	46.5563727749388	20.4902301271903	1.27212542201559
PI533913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI533915	1.0052344676214	0.233333333603213	3.30814771339451	9.5632924995716	1.08453674410892	7.81785937776504	5.66666666666667	3.54762776614103	0.597311510736834	42.6898152869371	23.0453652863048	0.852425195113155
PI533919	0.841394671243283	0.26666666373049	2.15523005190349	8.35961588331829	1.12874450287492	6.4061188001592	5.16666666666667	3.66666666666665	0.409090909090916	43.0872333207839	24.5235634605237	0.756972773966666
PI533921	NA	0.0999999999999998	NA	NA	0.8	NA	NA	4.49999999999997	NA	NA	20.0999999999997	NA
PI533924	0.43710015414358	0.100000002437732	3.3710014348825	5.56576195998952	0.673423931116454	7.26487106088162	5.24999999967335	4	0.312499999918338	31.9172702624071	15.6039024663786	1.04546717279082
PI533927	0.590621058479697	0.1	4.90621058479697	6.53917495688518	0.733333333333336	7.91705675938885	4.6666666668066	3.66666666666672	0.272727272765418	32.3114155761184	20.1666666666663	0.602218954187719
PI533936	0.766666666666676	0.100000000323214	6.66666664188702	7.79999999999997	0.817870077442252	8.5369670747622	5.66666666666667	3.99999999999996	0.416666666666682	37.4666666666658	18.9453652863048	0.977616483000708
PI533937	0.664182499418472	0.166666668781184	2.98509494595152	7.17257227604475	1.03190329951608	5.95081823985677	5.83333333303008	3.83333333333333	0.521739130355674	32.5372504310923	24.982040071304	0.302425676134701
PI533938	0.880339821012624	0.13333333405658	5.60254862178015	9.45909434023029	0.794225105114831	10.9098405216776	5.66666666666667	3.30792917480406	0.713055620969372	33.3517127221992	20.7350719375947	0.608468628542798
PI533939	0.574323195817183	0.1	4.74323195817183	5.7564238862159	0.36666666666667	14.6993378714978	5.50000000020599	3.49999999999997	0.571428571487439	35.7907597974119	24.1666666666663	0.480996957134308
PI533940	0.422690863117821	0.166666665198578	1.53614520104664	4.70292450838284	0.729898553505547	5.4432577456082	6.16666666666667	3.83333333333332	0.608695652173919	39.7218298967805	15.3149201781934	1.5936687514271
PI533943	0.649207299460356	0.166666666666667	2.89524379676213	6.89960526733634	1.03333333333333	5.6770373554868	5.49999999969675	3.66666666666672	0.499999999917274	36.8478656458814	23.0999999999996	0.595145698955932
PI533948	1.07472800457662	0.266666666690032	3.0302300168092	10.3262825499849	0.999999999999999	9.32628254998491	5.16666666666667	3.77804176449092	0.367551495917056	39.0872333207834	22.4666666666665	0.739787833269304
PI533949	0.847006487679279	0.100000002114517	7.47006469769183	8.12576100689698	0.804584204214387	9.09932952242226	6.33333333333333	4.16666666666664	0.520000000000009	41.8850460555327	20.9355111425886	1.0006698556467
PI533954	0.729464349600754	0.133333334068323	4.47098259184729	9.12418131660332	0.894225105114831	9.20345018767019	5.9999999999922	3.91363797161169	0.533100415397216	39.612807769793	25.1350719375947	0.575997389947544
PI533955	0.800000000000002	0.166666666395727	3.80000000780307	7.46666666666677	1.13333333333333	5.58823529411776	5.5	3.680771392893	0.494251995823389	33.3000000000062	24.0999999999997	0.381742738589486
PI533956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI533957	0.852978614482029	0.266666668454707	2.19866978286004	9.84171218706722	1.3609203714725	6.2316590987749	6.16666666666667	4.33333333333339	0.423076923076905	37.9739111879735	25.1611771710208	0.50922633427937
PI533961	1.00557717066174	0.166666668401373	5.03346296117272	10.2655214926963	1.1609203714725	7.8425715879855	6.16666666636342	4.78732635747795	0.288123308479042	42.6244837518734	25.2945105043542	0.685127836118276
PI533962	1.13333333333334	0.100000000375489	10.333333290778	9.6	0.560891771781498	16.1156014100699	5.66666666666667	3.51410472622633	0.612549172019668	39.4	18.5350719375948	1.12569986955836
PI533964	0.599999999999817	0.100000002114517	4.99999987312715	5.73333333330008	1.51059844224603	2.79540529962118	5.5	3.66666666666665	0.500000000000007	45.8666666667336	22.1175665917715	1.07376640989961
PI533965	1.30297861448203	0.100000002114517	12.0297858693033	10.6583788537339	0.743931775579361	13.3270918162265	5.5	3.66666666666667	0.499999999999999	41.7405778546398	18.3175665917715	1.27871849928965
PI533967	1.05297861448203	0.100000000011742	9.52978614358389	8.24171218706717	0.666666666666665	11.3625682806008	6.16666666666667	3.73489725013377	0.651094060605229	35.0072445213069	16.8999999999999	1.07143458705959
PI533970	0.103866416642517	0.200000000088561	-0.480667917017378	1.73744400510882	1.35	0.286995559339867	5.33333333333333	5.07117945683429	0.0516948529884389	31.5230893382662	27.2999999999999	0.154691917152612
PI533972	1.64139467124329	0.233333333410152	6.03454858872674	14.3596158833182	1.1	12.054196257562	5.5	3.82853199213018	0.436581961782125	46.9872333207832	20.3999999999996	1.30329575101883
PI533976	0.500000000000004	0.133333333345075	2.7499999996698	5.76666666666679	0.733333333333335	6.86363636363651	5.66666666666667	3.40156391680044	0.665900393251119	34.5000000000024	15.1333333333332	1.27973568281956
PI533979	0.946224330105238	0.133333335459593	6.09668236261886	9.41971638578739	0.83791753754772	10.241817916063	5.50000000020599	4.73489725013378	0.161588036583179	44.4139084176796	19.768844475922	1.24666183558552
PI533980	0.418048916060975	0.1	3.18048916060975	2.6100162811535	0.466666666666668	4.5928920310432	5.49999999969675	4.16666666666664	0.319999999927228	30.527006436023	16.2999999999999	0.872822480737619
PI533985	0.8707012980492	0.200000002114517	3.35350644421818	10.6162953284618	1.16724137885996	8.0952013188829	4.83333333333334	4.16666666666668	0.159999999999998	42.3380357933487	20.6854658199428	1.04675283418228
PI533986	1.09062105847951	0.200000000088561	4.45310528998289	10.7391749568518	1.2	7.94931246404317	5.1666666668066	4.49697130494502	0.148921422096948	30.4447489095132	23.05	0.320813401714239
PI533987	0.666666666666673	0.133333333656548	3.9999999878795	7.00000000000001	1.18453674410892	4.90948320920668	4.83333333333334	4.16666666666665	0.160000000000006	37.9000000000044	20.3453652863048	0.862832122533393
PI533989	1.14139467124328	0.100000000088561	10.4139467023245	9.62628254998494	0.666666666666666	13.4394238249774	5.16666666666667	3.41363797161169	0.51353679260467	39.65389998745	22.4333333333331	0.767632986067626
PI533991	0.733333333333332	0.299999998555277	1.44444445621626	7.63333333333336	1.16323188683888	5.56217682793857	6.25	3.61137509782425	0.730642713842006	40.4000000000049	23.5815868448601	0.713201077849033
PI533996	0.540524112598639	0.15000000008856	2.60349408186342	4.38886479365939	0.800000000000002	4.48608099207422	5.33333333300669	3.32117945683429	0.60585520967011	32.7736430373433	17.6666666666663	0.855111870038339
PI533997	0.600000000000001	0.100000002191336	4.99999986851985	6.1666666666667	0.571250870881054	9.79502365949255	5.66666666666667	3.97459584147073	0.425721480292652	42.5333333333381	21.2355111425886	1.00293428529893
PI534009	1.37085902084404	0.099999997063823	12.7085906109489	11.0171305332549	0.355411169541583	29.9982675768604	5.16666666665887	4	0.291666666664717	49.1333744239054	23.956896793857	1.05090729599437
PI534021	0.818358133375235	0.2333333237609	2.50724928692062	8.97036632462497	0.917358246798211	8.77847679021101	5.16666666666667	3.49999999999997	0.47619047619049	27.5772818814579	16.7407276194934	0.647316801770677
PI534028	0.630597633660558	0.233333331942063	1.70256130323093	5.53651234174729	1.02989855350555	4.37578417107414	4.50000000021379	3.97459584147073	0.132190587345013	22.9390414359883	23.4149201781934	-0.0203237396746837
PI534037	0.833333333333335	0.100000000400033	7.33333329999727	7.1666666666668	0.684536744108918	9.46936739092927	6.16666666666667	3.99519865879685	0.543519407498939	33.1000000000057	20.4453652863048	0.618948819768827
PI534046	0.284345089334203	0.100000001876601	1.8434508399818	3.44281875623163	0.594253704805837	4.79351668889724	6	3.91363797161169	0.533100415399209	20.5807177973399	23.1611771710208	-0.111413135637577
PI534047	0.700000000000005	0.166666666666666	3.20000000000005	6.10000000000009	0.800000000000002	6.62500000000009	5.83333333333333	3.66666666666668	0.590909090909084	31.5000000000026	18.4333333333332	0.708860759493824
PI534053	0.73762754615898	0.100000002437732	6.37627528177598	8.7982692971154	0.806757264449787	9.90572057397694	4.75000000013993	3.99999999999998	0.187500000034988	28.9131282983121	19.9372357997119	0.450207470522564
PI534054	0.90000000000001	0.20000000178804	3.49999995976915	9.46666666666665	0.72758703813917	12.0110435871397	6	4.16666666666665	0.440000000000006	35.7999999999994	23.1445105043542	0.546803074243644
PI534063	1.17302910002734	0.299999998531911	2.9100970192257	9.77048974955692	1.12989855350555	7.64722741634073	5.16666666651115	3.49999999999996	0.47619047614606	35.4691388593655	19.2815868448601	0.83953422219606
PI534070	0.599999999999821	0.100000002114517	4.99999987312719	6.43333333330006	0.66724137885996	8.64168820628596	5.00000000000001	3.16666666666673	0.578947368421024	38.3333333334005	21.7187991532761	0.764984015132266
PI534075	0.51152294579302	0.100000002191336	4.11522934583834	2.39386789132465	0.698569966182744	2.42681192609191	5.00000000020599	3.66186532546352	0.365424327715572	31.1805158023425	18.4153734046374	0.693178580592374
PI534079	0.835282612689835	0.200000002114518	3.17641301929367	8.31445099280863	1.20057471219329	5.92539240445873	4.66666666688046	3.83333333333339	0.21739130440358	31.3312772619136	27.2187991532761	0.151089623222504
PI534088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI534092	1.57875843225812	0.166666668869745	8.4725504683361	13.2587319023152	0.898569966182744	13.7553695330373	5.00000000036152	3.58030463827836	0.396529207851386	43.9401313882532	24.3487067379707	0.804618695404079
PI534096	0.66666666666648	0.199999997063823	2.33333338226868	6.69999999996679	0.495411169541583	12.5241197855238	5.33333333333334	3.8333333333333	0.391304347826101	39.533333333401	17.956896793857	1.20156822123772
PI534097	0.450000000000005	0.100000002437732	3.49999989030211	4.55	0.706757264449787	5.43785388402366	5.16666666666667	4.3333333333334	0.192307692307675	38.2333333333374	21.8705691330453	0.748163621200365
PI534099	0.556024196451157	0.400000002061183	0.39006048396497	6.60292450838281	1.89856996618274	2.47784102034366	4.5	4.54762776614103	-0.0104731012717528	29.7384965634477	23.5487067379707	0.262850520597651
PI534101	0.517678422667537	0.100000002114518	4.17678411721134	4.74281875623165	0.898569966182744	4.27818526628464	5.66666666666667	4.16666666666664	0.360000000000009	23.5807177973392	22.0153734046373	0.0711023321717621
PI534105	0.970533083309176	0.199999990427567	3.85266564880496	8.40411067177551	1.04069158013154	7.0755055889981	6.33333333333334	4.49999999999998	0.407407407407415	34.2230893382665	20.3073942861601	0.685252615673603
PI534108	0.670701298049199	0.100000002114517	5.70701283867106	7.94962866179512	0.704584204214387	10.2827233625809	4.5	3.33333333333334	0.349999999999997	33.5380357933494	23.8355111425886	0.407061740472794
PI534112	0.518358133375228	0.166666667324837	2.11014878796932	5.73369965795837	0.860891771781498	5.66018638567455	5	3.43339020682002	0.456286556089109	35.8439485481253	22.6684052709281	0.581229385998963
PI534114	0.788754087939064	0.166666668781184	3.73252446759235	8.18660842770552	0.910598442246027	7.99036067699932	6.16666666654648	4	0.54166666663662	41.3774190605838	21.2842332584382	0.944040856824363
PI534115	NA	NA	NA	NA	NA	NA	6.2499999999922	4.25	0.470588235292282	37.4000842369423	24.7499999999997	0.511114514623949
PI534116	0.799554974722486	0.2	2.99777487361243	7.84728415027326	1.26666666666667	5.19522432916308	4.9999999999922	3.66666666666665	0.363636363634243	34.5858472113936	20.9333333333332	0.652190153410533
PI534117	0.923954391813028	0.266666668781184	2.4648289418247	9.50584162355177	1.00057471219329	8.50038163838328	5.33333333347326	3.3333333333333	0.600000000041994	40.511415576117	24.2854658199428	0.668134178544343
PI534123	0.576933006295058	0.25	1.30773202518023	6.48088714395225	1.1	4.89171558541114	5.1666666668066	3.75000000000001	0.37777777781509	35.318660097419	23.1999999999996	0.52235603868188
PI534124	0.647006487679284	0.299999998620472	1.15668830218165	7.85909434023034	1.89656522017221	3.14385661860694	6	4.57117945683429	0.312571527033249	34.3517127221994	25.1982535115267	0.363257683969468
PI534127	0.533333333333335	0.0999999999466656	4.33333333617785	5.63333333333345	0.599999999999999	8.3888888888891	5.83333333333333	3.62065969081129	0.611124444569448	33.7666666666689	20.5333333333333	0.644480519480631
PI534128	2.03719974997584	0.3	5.7906658332528	21.4374440051088	1.3	15.4903415423914	6.5	4.00000000000001	0.624999999999996	43.8230893382664	24.3333333333331	0.800948876915075
PI534132	0.829464349600755	0.100000000323214	7.2946434691981	9.59084798327002	0.796565220172197	11.0402545082206	5.2499999999922	3.24999999999997	0.61538461538223	36.9961411031258	17.088021588243	1.16503361211693
PI534133	0.747006487679291	0.200000001843578	2.73503240396734	7.62576100689696	0.931903299516077	7.18299603709623	6.33333333333334	3.680771392893	0.720653813372389	36.6517127221994	19.9153734046374	0.840372860579398
PI534135	0.850000000000002	0.100000000323214	7.49999997252683	9.20000000000003	0.729898553505531	11.6044913444678	5	3.66666666666667	0.363636363636362	47.2666666666708	20.488021588243	1.30703908930839
PI534137	0.766666666666479	0.166666669181217	3.59999993059729	6.83333333330011	1.00675726444979	5.78746861293784	5.5	4.14126250813739	0.32809740729856	35.7333333334008	20.3372357997119	0.757039830059255
PI534138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI534139	0.908327939366126	0.133333333679913	5.81245952753799	7.54802290681602	0.996565220172197	6.57403805995938	5.66666666665887	4.11137509782425	0.378289874270456	32.3000842369472	16.6213549215763	0.943288281210951
PI534144	0.799999999999997	0.333333333279999	1.400000000384	6.80000000000013	0.866666666666668	6.84615384615398	5.5	3.62065969081129	0.519060190594052	35.4333333333392	19.7333333333332	0.795608108108418
PI534145	0.566666666666674	0.200000000400033	1.83333332766624	5.3666666666667	1.06323188683886	4.04750349674196	5.16666666666667	4.47459584147073	0.154666667049971	34.4666666666703	24.6546882549096	0.397976170305329
PI534148	0.450257812647942	0.166666666989881	1.70154687064858	3.77741800151707	1.12989855350553	2.34314792226042	4.83333333354713	3.66666666666663	0.31818181824014	29.8873287137945	26.688021588243	0.119878017745643
PI534155	0.737363761014839	0.250000000076819	1.94945504315306	7.199116018997	0.95	6.5780168621021	4.50000000036151	3.57853199213018	0.257498887884138	28.5862314008074	14.1499999999997	1.02022836754827
PI534157	1.65297861448203	0.200000002114517	7.26489298502887	17.5083788537339	1.21059844224603	13.4625816808838	6	3.75000000000007	0.59999999999997	53.14057785464	23.5342332584382	1.25801186174555
PI534163	0.40586321279318	0.266666666666667	0.521987047974423	4.10094959914437	0.833333333333332	3.92113951897325	5.74999999987981	4	0.437499999969952	28.8608022905786	20.4333333333329	0.412437306227368
PI534167	1.18469881722215	0.1	10.8469881722215	10.4041404828415	1	9.4041404828415	6.2499999999922	4.3333333333333	0.442307692305903	40.1859563900587	21.4999999999999	0.869114250700413
PI540816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI542406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI542718	1.09165248389122	0.1	9.9165248389122	10.3703672181685	0.899999999999999	10.5226302424095	5.16666666688046	3.66666666666672	0.409090909149196	45.1745620345723	21.6666666666666	1.08497978621104
PI548797	0.322690863117818	0.100000002114518	2.22690856294462	4.3695911750495	0.504584204214387	7.65978589609784	5.5	3.16666666666667	0.736842105263156	35.7384965634473	17.068844475922	1.09378535341754
PI552856	1.00806133790995	0.2333333237609	3.32026305399449	9.59294921665158	0.817358246798211	10.7365295502058	5.83333333333333	3.49999999999998	0.666666666666675	44.5538999874498	18.9740609528267	1.34814782656278
PI552861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI561071	0.518358133375228	0.100000002114517	4.18358122414457	5.07036632462503	0.56523663284941	7.97034273781026	6.16666666666667	4.16666666666667	0.48	37.677281881458	14.3487067379707	1.62583120343197
PI561072	0.536569760463303	0.0999999967928833	4.36569777671722	5.21913018858414	0.66207783620825	6.88295560303655	5.50000000021379	3.51410472622633	0.565121255256397	39.3279065684285	21.9235634605237	0.793864699014083
PI561073	0.674994606032799	0.300000002114517	1.24998200425058	7.88135624014941	1.59856996618274	3.9302541689617	5.9999999999922	4.50000000000001	0.333333333331597	33.7667509036117	21.5487067379707	0.566996632986412
PI561472	0.72533495181804	0.133333334003127	4.44001211130766	5.46590930911414	1.02755843844816	4.31931723257401	4.66666666687266	3.77804176449092	0.235207802818315	34.0714775947489	24.5684052709281	0.386800535851866
