sample	sub	Genetic_load_sum	n_chr_rows	group	Abs_genetic_load
[422]Beck:GT	improved	-46330.640369	10	improved	46330.640369
[423]ben7884:GT	improved	-74674.178788	10	improved	74674.178788
[424]BM:GT	improved	-81966.115361	10	improved	81966.115361
[425]BS110:GT	improved	-32896.422831	10	improved	32896.422831
[426]BT1:GT	improved	-80349.520649	10	improved	80349.520649
[427]C103:GT	improved	-79270.61047	10	improved	79270.61047
[428]C13:GT	improved	-81082.754694	10	improved	81082.754694
[429]C166:GT	improved	-85935.067716	10	improved	85935.067716
[430]C521:GT	improved	-78933.161004	10	improved	78933.161004
[431]C8605-2:GT	improved	-63908.080816	10	improved	63908.080816
[432]cai11-8:GT	improved	-81304.939523	10	improved	81304.939523
[433]CAU178:GT	improved	-83240.052356	10	improved	83240.052356
[434]CAU478:GT	improved	-62749.057591	10	improved	62749.057591
[435]CAU5003:GT	improved	-79553.972068	10	improved	79553.972068
[436]CAUCHANG72:GT	improved	-85321.986176	10	improved	85321.986176
[437]CAUMo17:GT	improved	-83040.967363	10	improved	83040.967363
[438]CAUZHENG58:GT	improved	-71699.570785	10	improved	71699.570785
[439]chang3:GT	improved	-75298.368423	10	improved	75298.368423
[440]chang69:GT	improved	-74064.885579	10	improved	74064.885579
[441]chang72:GT	improved	-82295.495291	10	improved	82295.495291
[442]chang7daxian1:GT	improved	-81396.192942	10	improved	81396.192942
[443]changD:GT	improved	-87290.23498	10	improved	87290.23498
[444]changK:GT	improved	-84556.891221	10	improved	84556.891221
[445]chaoxianbai:GT	improved	-73009.359171	10	improved	73009.359171
[446]chen322:GT	improved	-85059.764473	10	improved	85059.764473
[447]cheng18:GT	improved	-76271.755207	10	improved	76271.755207
[448]cheng435:GT	improved	-39410.74196	10	improved	39410.74196
[449]cheng698-3:GT	improved	-66056.192706	10	improved	66056.192706
[450]chengzi108:GT	improved	-78634.508869	10	improved	78634.508869
[451]chengzi2142:GT	improved	-81656.638422	10	improved	81656.638422
[452]chi545:GT	improved	-79037.953966	10	improved	79037.953966
[453]chihuang14:GT	improved	-54533.309041	10	improved	54533.309041
[454]chihuang32:GT	improved	-78318.464266	10	improved	78318.464266
[455]chong72:GT	improved	-74800.662509	10	improved	74800.662509
[456]CM105:GT	improved	-64409.089837	10	improved	64409.089837
[457]CML103:GT	improved	-75513.090928	10	improved	75513.090928
[458]CML103-run248:GT	improved	-75650.097776	10	improved	75650.097776
[459]CML125-2pianma:GT	improved	-73479.212313	10	improved	73479.212313
[460]CML133:GT	improved	-76799.321711	10	improved	76799.321711
[461]CML192:GT	improved	-76482.141975	10	improved	76482.141975
[462]CML202:GT	improved	-78656.09504	10	improved	78656.09504
[463]CML206:GT	improved	-80372.778966	10	improved	80372.778966
[464]CML228:GT	improved	-78442.223497	10	improved	78442.223497
[465]CML247:GT	improved	-78579.1085	10	improved	78579.1085
[466]CML277:GT	improved	-76851.259101	10	improved	76851.259101
[467]CML312SR:GT	improved	-79493.956438	10	improved	79493.956438
[468]CML322:GT	improved	-77720.408322	10	improved	77720.408322
[469]CML330:GT	improved	-78186.960331	10	improved	78186.960331
[470]CML333:GT	improved	-76496.033467	10	improved	76496.033467
[471]CML341:GT	improved	-75295.622674	10	improved	75295.622674
[472]CML411:GT	improved	-78414.464716	10	improved	78414.464716
[473]CML418:GT	improved	-76336.242295	10	improved	76336.242295
[474]CML479:GT	improved	-76801.436333	10	improved	76801.436333
[475]CML504:GT	improved	-77647.684893	10	improved	77647.684893
[476]CML505:GT	improved	-77082.706415	10	improved	77082.706415
[477]CML511:GT	improved	-78975.24963	10	improved	78975.24963
[478]CML52:GT	improved	-76100.46226	10	improved	76100.46226
[479]CML58:GT	improved	-86022.962739	10	improved	86022.962739
[480]CML69:GT	improved	-77907.42468	10	improved	77907.42468
[481]CML84:GT	improved	-75255.588619	10	improved	75255.588619
[482]CML85:GT	improved	-77882.191821	10	improved	77882.191821
[483]CML96:GT	improved	-74936.502828	10	improved	74936.502828
[484]CML99:GT	improved	-72883.81625	10	improved	72883.81625
[485]CN104:GT	improved	-73137.771333	10	improved	73137.771333
[486]CN165:GT	improved	-67532.663768	10	improved	67532.663768
[487]Co109:GT	improved	-75894.360707	10	improved	75894.360707
[488]CR14:GT	improved	-37338.502225	10	improved	37338.502225
[489]CR1HT:GT	improved	-79227.034319	10	improved	79227.034319
[490]CT109:GT	improved	-84853.944454	10	improved	84853.944454
[491]CT52C:GT	improved	-83315.813892	10	improved	83315.813892
[492]Cwu215B:GT	improved	-74855.133971	10	improved	74855.133971
[493]D1049:GT	improved	-72432.737055	10	improved	72432.737055
[494]D1051:GT	improved	-83027.896429	10	improved	83027.896429
[495]D1139:GT	improved	-71674.181622	10	improved	71674.181622
[496]d140:GT	improved	-71966.24277	10	improved	71966.24277
[497]D15:GT	improved	-53014.598957	10	improved	53014.598957
[498]D20:GT	improved	-82841.372925	10	improved	82841.372925
[499]D23:GT	improved	-77107.539817	10	improved	77107.539817
[500]D33A:GT	improved	-79269.386797	10	improved	79269.386797
[501]D340:GT	improved	-64457.802062	10	improved	64457.802062
[502]D619:GT	improved	-88609.459059	10	improved	88609.459059
[503]D729:GT	improved	-80386.265455	10	improved	80386.265455
[504]D801:GT	improved	-60373.433811	10	improved	60373.433811
[505]D854:GT	improved	-74369.247825	10	improved	74369.247825
[506]D856:GT	improved	-86434.523859	10	improved	86434.523859
[507]D857:GT	improved	-72866.90105	10	improved	72866.90105
[508]D864:GT	improved	-78553.120967	10	improved	78553.120967
[509]D869:GT	improved	-69231.269131	10	improved	69231.269131
[510]D88:GT	improved	-79998.251086	10	improved	79998.251086
[511]D881:GT	improved	-57346.12217	10	improved	57346.12217
[512]D883:GT	improved	-81683.924887	10	improved	81683.924887
[513]D886:GT	improved	-80745.310844	10	improved	80745.310844
[514]D892:GT	improved	-77349.370668	10	improved	77349.370668
[515]D978:GT	improved	-73196.231311	10	improved	73196.231311
[516]da255:GT	improved	-77325.236195	10	improved	77325.236195
[517]dai6:GT	improved	-75139.732455	10	improved	75139.732455
[518]daMO:GT	improved	-83444.511126	10	improved	83444.511126
[519]dan3115:GT	improved	-79058.637585	10	improved	79058.637585
[520]dan340:GT	improved	-76313.951098	10	improved	76313.951098
[521]dan598:GT	improved	-79590.262255	10	improved	79590.262255
[522]dan599:GT	improved	-83878.170996	10	improved	83878.170996
[523]dan9046:GT	improved	-81230.640557	10	improved	81230.640557
[524]dan9064:GT	improved	-74091.296396	10	improved	74091.296396
[525]danhuang02:GT	improved	-82216.984484	10	improved	82216.984484
[526]daqing133:GT	improved	-76630.952465	10	improved	76630.952465
[527]De811:GT	improved	-67479.820367	10	improved	67479.820367
[528]DF20:GT	improved	-19609.323514	10	improved	19609.323514
[529]DF24:GT	improved	-14823.909421	10	improved	14823.909421
[530]DF27:GT	improved	-79699.420823	10	improved	79699.420823
[531]DF32:GT	improved	-82928.457829	10	improved	82928.457829
[532]DH138:GT	improved	-85897.603394	10	improved	85897.603394
[533]DH149:GT	improved	-79163.27526	10	improved	79163.27526
[534]DH40:GT	improved	-77616.532003	10	improved	77616.532003
[535]DH65232:GT	improved	-78918.195551	10	improved	78918.195551
[536]DH65232-DH9:GT	improved	-86091.620962	10	improved	86091.620962
[537]DJ7:GT	improved	-1918.556639	10	improved	1918.556639
[538]DM07:GT	improved	-68510.335546	10	improved	68510.335546
[539]DM101B:GT	improved	-63038.315831	10	improved	63038.315831
[540]dong327:GT	improved	-77066.477931	10	improved	77066.477931
[541]dupl-178:GT	improved	-83244.51134	10	improved	83244.51134
[542]dupl-478:GT	improved	-63444.766565	10	improved	63444.766565
[543]dupl-5003:GT	improved	-80058.280664	10	improved	80058.280664
[544]dupl-Zheng58:GT	improved	-72301.220691	10	improved	72301.220691
[545]duzi:GT	improved	-82103.107402	10	improved	82103.107402
[546]E200:GT	improved	-84801.317775	10	improved	84801.317775
[547]e220:GT	improved	-64865.598132	10	improved	64865.598132
[548]E28:GT	improved	-74123.07655	10	improved	74123.07655
[549]E588:GT	improved	-81601.132417	10	improved	81601.132417
[550]E600:GT	improved	-81343.985936	10	improved	81343.985936
[551]E601:GT	improved	-66313.205902	10	improved	66313.205902
[552]E8501:GT	improved	-78552.613913	10	improved	78552.613913
[553]equn3:GT	improved	-76354.83253	10	improved	76354.83253
[554]equn4:GT	improved	-78667.326534	10	improved	78667.326534
[555]ernan24:GT	improved	-75955.796471	10	improved	75955.796471
[556]ES40:GT	improved	-82364.183847	10	improved	82364.183847
[557]F42:GT	improved	-2116.223626	10	improved	2116.223626
[558]F7:GT	improved	-81365.719702	10	improved	81365.719702
[559]F7584:GT	improved	-80347.096757	10	improved	80347.096757
[560]F939:GT	improved	-80614.318571	10	improved	80614.318571
[561]fangyin:GT	improved	-80844.558682	10	improved	80844.558682
[562]fanrong2:GT	improved	-77075.800916	10	improved	77075.800916
[563]FAP1360A:GT	improved	-73328.189196	10	improved	73328.189196
[564]FAPW:GT	improved	-59655.435865	10	improved	59655.435865
[565]FBHJ:GT	improved	-60102.269945	10	improved	60102.269945
[566]FC-13:GT	improved	-77963.45883	10	improved	77963.45883
[567]Feb-48:GT	improved	-79897.379657	10	improved	79897.379657
[568]fengke1:GT	improved	-80216.418299	10	improved	80216.418299
[569]FR14:GT	improved	-69094.6495	10	improved	69094.6495
[570]fu8521:GT	improved	-75985.795782	10	improved	75985.795782
[571]fu8527:GT	improved	-77087.341626	10	improved	77087.341626
[572]fu8529:GT	improved	-77673.188287	10	improved	77673.188287
[573]fu8538:GT	improved	-77494.926906	10	improved	77494.926906
[574]fu8701:GT	improved	-68256.108008	10	improved	68256.108008
[575]fu96:GT	improved	-76672.479611	10	improved	76672.479611
[576]fusheA:GT	improved	-75023.46446	10	improved	75023.46446
[577]gan41:GT	improved	-80210.923229	10	improved	80210.923229
[578]german_B73:GT	improved	-3001.773427	10	improved	3001.773427
[579]german_CH10:GT	improved	-81203.676722	10	improved	81203.676722
[580]german_D06:GT	improved	-70302.342262	10	improved	70302.342262
[581]german_D09:GT	improved	-71798.991708	10	improved	71798.991708
[582]german_D152:GT	improved	-78906.023812	10	improved	78906.023812
[583]german_DK105:GT	improved	-81113.953481	10	improved	81113.953481
[584]german_EC169:GT	improved	-51704.629638	10	improved	51704.629638
[585]german_EC49A:GT	improved	-75135.396765	10	improved	75135.396765
[586]german_EP1:GT	improved	-79221.448987	10	improved	79221.448987
[587]german_EP44:GT	improved	-76546.842973	10	improved	76546.842973
[588]german_EZ5:GT	improved	-77573.682847	10	improved	77573.682847
[589]german_F03802:GT	improved	-77668.028644	10	improved	77668.028644
[590]german_F2:GT	improved	-78728.226243	10	improved	78728.226243
[591]german_F252:GT	improved	-74928.387114	10	improved	74928.387114
[592]german_F283:GT	improved	-79059.020802	10	improved	79059.020802
[593]german_F353:GT	improved	-75003.173813	10	improved	75003.173813
[594]german_F618:GT	improved	-67504.133759	10	improved	67504.133759
[595]german_F64:GT	improved	-75648.260416	10	improved	75648.260416
[596]german_F7:GT	improved	-80940.674526	10	improved	80940.674526
[597]german_F98902:GT	improved	-47388.962732	10	improved	47388.962732
[598]german_FF0721H-7:GT	improved	-79197.238685	10	improved	79197.238685
[599]german_Lo11:GT	improved	-78293.985194	10	improved	78293.985194
[600]german_Mo17:GT	improved	-82894.540249	10	improved	82894.540249
[601]german_PH207:GT	improved	-76989.570786	10	improved	76989.570786
[602]german_UH006:GT	improved	-80111.34709	10	improved	80111.34709
[603]german_UH007:GT	improved	-79800.270424	10	improved	79800.270424
[604]german_UH009:GT	improved	-80636.170392	10	improved	80636.170392
[605]german_UH250:GT	improved	-68737.847756	10	improved	68737.847756
[606]german_UH304:GT	improved	-75021.146062	10	improved	75021.146062
[607]german_W117:GT	improved	-75342.044284	10	improved	75342.044284
[608]GN4095:GT	improved	-80965.931039	10	improved	80965.931039
[609]guan17-1:GT	improved	-82288.025021	10	improved	82288.025021
[610]guangyou5:GT	improved	-80484.327017	10	improved	80484.327017
[611]GY3:GT	improved	-57534.217737	10	improved	57534.217737
[612]H105W:GT	improved	-66106.987992	10	improved	66106.987992
[613]H114:GT	improved	-66184.050735	10	improved	66184.050735
[614]H127:GT	improved	-78264.773045	10	improved	78264.773045
[615]H16:GT	improved	-78093.142884	10	improved	78093.142884
[616]H2:GT	improved	-71302.742993	10	improved	71302.742993
[617]H21:GT	improved	-85106.673436	10	improved	85106.673436
[618]H66-6:GT	improved	-65472.076535	10	improved	65472.076535
[619]H84:GT	improved	-66615.922972	10	improved	66615.922972
[620]H8431:GT	improved	-55335.409084	10	improved	55335.409084
[621]H99:GT	improved	-79148.32687	10	improved	79148.32687
[622]hai014:GT	improved	-80064.065654	10	improved	80064.065654
[623]hai1134:GT	improved	-82357.598499	10	improved	82357.598499
[624]hai9-21:GT	improved	-74086.461652	10	improved	74086.461652
[625]han21:GT	improved	-69578.494929	10	improved	69578.494929
[626]han49:GT	improved	-82641.414685	10	improved	82641.414685
[627]HB8229:GT	improved	-69673.316405	10	improved	69673.316405
[628]HBAI:GT	improved	-74844.050252	10	improved	74844.050252
[629]HD568:GT	improved	-62097.058817	10	improved	62097.058817
[630]Hda-5:GT	improved	-68551.296854	10	improved	68551.296854
[631]he344:GT	improved	-79687.370687	10	improved	79687.370687
[632]HHe01:GT	improved	-77785.814776	10	improved	77785.814776
[633]HP301:GT	improved	-76688.223614	10	improved	76688.223614
[634]hu803:GT	improved	-57222.991904	10	improved	57222.991904
[635]hua160:GT	improved	-76802.37784	10	improved	76802.37784
[636]huangC:GT	improved	-79019.919798	10	improved	79019.919798
[637]huangchanga:GT	improved	-86374.296231	10	improved	86374.296231
[638]huangchangb:GT	improved	-86782.977363	10	improved	86782.977363
[639]huangyesi:GT	improved	-89532.103871	10	improved	89532.103871
[640]huangyesi3:GT	improved	-88574.426389	10	improved	88574.426389
[641]huangzaosi:GT	improved	-90207.914638	10	improved	90207.914638
[642]huo17:GT	improved	-83992.545031	10	improved	83992.545031
[643]huobai:GT	improved	-80703.088269	10	improved	80703.088269
[644]huotanghuang:GT	improved	-84188.590428	10	improved	84188.590428
[645]huotanghuang17:GT	improved	-76216.46597	10	improved	76216.46597
[646]IA5125:GT	improved	-77975.291548	10	improved	77975.291548
[647]IB014:GT	improved	-77157.934062	10	improved	77157.934062
[648]IB02:GT	improved	-76369.289265	10	improved	76369.289265
[649]IBB14:GT	improved	-69119.953952	10	improved	69119.953952
[650]IBB15:GT	improved	-75693.199693	10	improved	75693.199693
[651]IBC2:GT	improved	-76654.524133	10	improved	76654.524133
[652]Il14H:GT	improved	-79033.98554	10	improved	79033.98554
[653]J8606:GT	improved	-80882.288264	10	improved	80882.288264
[654]ji4112:GT	improved	-87087.436884	10	improved	87087.436884
[655]ji432:GT	improved	-80451.823691	10	improved	80451.823691
[656]ji434:GT	improved	-73662.430746	10	improved	73662.430746
[657]ji444:GT	improved	-87114.822831	10	improved	87114.822831
[658]ji53:GT	improved	-80612.2047	10	improved	80612.2047
[659]ji533:GT	improved	-83101.27564	10	improved	83101.27564
[660]ji63:GT	improved	-74701.899525	10	improved	74701.899525
[661]ji833:GT	improved	-75052.033948	10	improved	75052.033948
[662]ji846:GT	improved	-79997.927126	10	improved	79997.927126
[663]ji853:GT	improved	-82403.402817	10	improved	82403.402817
[664]ji870:GT	improved	-57114.598261	10	improved	57114.598261
[665]jian1495a:GT	improved	-77338.447736	10	improved	77338.447736
[666]jian1495b:GT	improved	-77070.291982	10	improved	77070.291982
[667]jiao05:GT	improved	-74741.77879	10	improved	74741.77879
[668]jiao3:GT	improved	-79715.198588	10	improved	79715.198588
[669]jiao51:GT	improved	-83386.765121	10	improved	83386.765121
[670]jingnuo2:GT	improved	-81116.432252	10	improved	81116.432252
[671]jinsui54:GT	improved	-84465.467739	10	improved	84465.467739
[672]jiu138-5:GT	improved	-79366.723736	10	improved	79366.723736
[673]jiu22:GT	improved	-77197.695454	10	improved	77197.695454
[674]jiutai1:GT	improved	-68898.456192	10	improved	68898.456192
[675]K10:GT	improved	-76495.505627	10	improved	76495.505627
[676]K12:GT	improved	-84527.985245	10	improved	84527.985245
[677]K14:GT	improved	-80270.978495	10	improved	80270.978495
[678]K22:GT	improved	-77177.07501	10	improved	77177.07501
[679]K514:GT	improved	-83332.465704	10	improved	83332.465704
[680]Ki11:GT	improved	-79492.516458	10	improved	79492.516458
[681]Ki21:GT	improved	-79609.079382	10	improved	79609.079382
[682]KI3:GT	improved	-80559.071643	10	improved	80559.071643
[683]KP3130:GT	improved	-74082.634279	10	improved	74082.634279
[684]Ky21:GT	improved	-74368.954834	10	improved	74368.954834
[685]L005:GT	improved	-85217.559347	10	improved	85217.559347
[686]L05-6:GT	improved	-48841.841798	10	improved	48841.841798
[687]L061F:GT	improved	-74303.340309	10	improved	74303.340309
[688]L061M:GT	improved	-73430.946842	10	improved	73430.946842
[689]L069:GT	improved	-83072.638146	10	improved	83072.638146
[690]L-1:GT	improved	-85229.954952	10	improved	85229.954952
[691]L105:GT	improved	-73939.908785	10	improved	73939.908785
[692]L127:GT	improved	-75941.416952	10	improved	75941.416952
[693]L135:GT	improved	-77288.064386	10	improved	77288.064386
[694]L139:GT	improved	-78180.756072	10	improved	78180.756072
[695]L473:GT	improved	-75266.813469	10	improved	75266.813469
[696]L578:GT	improved	-74643.700789	10	improved	74643.700789
[697]La2-4:GT	improved	-50254.456211	10	improved	50254.456211
[698]lan766-4-2:GT	improved	-70248.227365	10	improved	70248.227365
[699]LD61:GT	improved	-80376.520314	10	improved	80376.520314
[700]LH1:GT	improved	-70774.119952	10	improved	70774.119952
[701]LH119:GT	improved	-11936.120368	10	improved	11936.120368
[702]LH123HT:GT	improved	-75863.725434	10	improved	75863.725434
[703]LH127:GT	improved	-78309.202056	10	improved	78309.202056
[704]LH128:GT	improved	-79771.508143	10	improved	79771.508143
[705]LH132:GT	improved	-18412.604003	10	improved	18412.604003
[706]LH143:GT	improved	-61657.903484	10	improved	61657.903484
[707]LH145:GT	improved	-65275.659392	10	improved	65275.659392
[708]LH146HT:GT	improved	-43735.657464	10	improved	43735.657464
[709]LH149:GT	improved	-18684.905756	10	improved	18684.905756
[710]LH150:GT	improved	-78412.584835	10	improved	78412.584835
[711]LH156:GT	improved	-78651.269896	10	improved	78651.269896
[712]LH160:GT	improved	-75364.798057	10	improved	75364.798057
[713]LH162:GT	improved	-77143.473618	10	improved	77143.473618
[714]LH190:GT	improved	-16273.527095	10	improved	16273.527095
[715]LH191:GT	improved	-42780.904802	10	improved	42780.904802
[716]LH192:GT	improved	-26511.040264	10	improved	26511.040264
[717]LH193:GT	improved	-26884.09761	10	improved	26884.09761
[718]LH194:GT	improved	-27880.179933	10	improved	27880.179933
[719]LH196:GT	improved	-12986.85765	10	improved	12986.85765
[720]LH202:GT	improved	-8507.651595	10	improved	8507.651595
[721]LH205:GT	improved	-21979.024854	10	improved	21979.024854
[722]LH208:GT	improved	-36769.861843	10	improved	36769.861843
[723]LH215:GT	improved	-80529.975948	10	improved	80529.975948
[724]LH220Ht:GT	improved	-44880.32664	10	improved	44880.32664
[725]LH295:GT	improved	-80783.207154	10	improved	80783.207154
[726]LH38:GT	improved	-81012.485702	10	improved	81012.485702
[727]LH39:GT	improved	-79979.671786	10	improved	79979.671786
[728]LH51:GT	improved	-83834.777404	10	improved	83834.777404
[729]LH52:GT	improved	-82748.007032	10	improved	82748.007032
[730]LH54:GT	improved	-82226.013365	10	improved	82226.013365
[731]LH57:GT	improved	-82169.674149	10	improved	82169.674149
[732]LH59:GT	improved	-82226.20003	10	improved	82226.20003
[733]LH60:GT	improved	-81667.076972	10	improved	81667.076972
[734]LH61:GT	improved	-81002.899955	10	improved	81002.899955
[735]LH65:GT	improved	-81801.236619	10	improved	81801.236619
[736]LH74:GT	improved	-28716.126386	10	improved	28716.126386
[737]LH82:GT	improved	-76043.029055	10	improved	76043.029055
[738]LH85:GT	improved	-74586.965928	10	improved	74586.965928
[739]LH93:GT	improved	-75565.177106	10	improved	75565.177106
[740]lian87:GT	improved	-79780.263875	10	improved	79780.263875
[741]liao2202:GT	improved	-77123.879035	10	improved	77123.879035
[742]liao2204:GT	improved	-74586.576237	10	improved	74586.576237
[743]liao4271:GT	improved	-75429.922011	10	improved	75429.922011
[744]liao5110:GT	improved	-65343.671508	10	improved	65343.671508
[745]liao7794:GT	improved	-54256.006047	10	improved	54256.006047
[746]LIBC4:GT	improved	-79223.370866	10	improved	79223.370866
[747]LM-2:GT	improved	-83626.980306	10	improved	83626.980306
[748]Lo:GT	improved	-73872.668713	10	improved	73872.668713
[749]Lo1067:GT	improved	-70197.359057	10	improved	70197.359057
[750]Lo1125:GT	improved	-86396.90194	10	improved	86396.90194
[751]longkang1:GT	improved	-81181.301119	10	improved	81181.301119
[752]longkang11:GT	improved	-82323.461039	10	improved	82323.461039
[753]Los-6:GT	improved	-46612.238062	10	improved	46612.238062
[754]LP1:GT	improved	-58257.002918	10	improved	58257.002918
[755]Lp215D:GT	improved	-80261.501315	10	improved	80261.501315
[756]LP5:GT	improved	-17410.276827	10	improved	17410.276827
[757]lu65:GT	improved	-79626.150362	10	improved	79626.150362
[758]luosu3:GT	improved	-77491.424057	10	improved	77491.424057
[759]luyuan133:GT	improved	-77607.70426	10	improved	77607.70426
[760]luyuan92:GT	improved	-76209.017678	10	improved	76209.017678
[761]lv28:GT	improved	-76917.506509	10	improved	76917.506509
[762]lv45:GT	improved	-75708.96642	10	improved	75708.96642
[763]Lx9801:GT	improved	-83051.260322	10	improved	83051.260322
[764]M101:GT	improved	-79868.665584	10	improved	79868.665584
[765]M1016:GT	improved	-81659.97647	10	improved	81659.97647
[766]M131-5:GT	improved	-53955.123102	10	improved	53955.123102
[767]M14:GT	improved	-59172.660533	10	improved	59172.660533
[768]M162W:GT	improved	-76806.853786	10	improved	76806.853786
[769]M22:GT	improved	-54439.466505	10	improved	54439.466505
[770]M3:GT	improved	-67274.256186	10	improved	67274.256186
[771]M3736:GT	improved	-78439.705749	10	improved	78439.705749
[772]M37W:GT	improved	-79542.991328	10	improved	79542.991328
[773]M9:GT	improved	-72825.655071	10	improved	72825.655071
[774]Max:GT	improved	-63257.253367	10	improved	63257.253367
[775]Maxa:GT	improved	-59716.002698	10	improved	59716.002698
[776]MBNA:GT	improved	-80389.942964	10	improved	80389.942964
[777]MBPM:GT	improved	-76197.595568	10	improved	76197.595568
[778]MBSJ:GT	improved	-79679.782309	10	improved	79679.782309
[779]MBST:GT	improved	-82098.706635	10	improved	82098.706635
[780]MBUB:GT	improved	-78924.702852	10	improved	78924.702852
[781]MDF-13D:GT	improved	-81181.585693	10	improved	81181.585693
[782]mei68113:GT	improved	-72241.536628	10	improved	72241.536628
[783]ML606:GT	improved	-78441.444714	10	improved	78441.444714
[784]MM-1A:GT	improved	-79643.228621	10	improved	79643.228621
[785]MM402A:GT	improved	-80889.119442	10	improved	80889.119442
[786]MO113:GT	improved	-77995.860938	10	improved	77995.860938
[787]Mo17:GT	improved	-82470.066484	10	improved	82470.066484
[788]Mo17-chin:GT	improved	-83024.309158	10	improved	83024.309158
[789]MO18W:GT	improved	-77257.513276	10	improved	77257.513276
[790]Mo24W:GT	improved	-74910.420666	10	improved	74910.420666
[791]MP:GT	improved	-51170.819193	10	improved	51170.819193
[792]Ms71:GT	improved	-71461.589104	10	improved	71461.589104
[793]mu4:GT	improved	-80345.26547	10	improved	80345.26547
[794]mu6:GT	improved	-79156.844125	10	improved	79156.844125
[795]N138:GT	improved	-81776.267112	10	improved	81776.267112
[796]N192:GT	improved	-86310.408292	10	improved	86310.408292
[797]N42:GT	improved	-57942.084953	10	improved	57942.084953
[798]N6:GT	improved	-75034.410937	10	improved	75034.410937
[799]N68a:GT	improved	-52843.669525	10	improved	52843.669525
[800]nan21-3:GT	improved	-65008.422539	10	improved	65008.422539
[801]NC268:GT	improved	-29051.198279	10	improved	29051.198279
[802]NC350:GT	improved	-77315.202987	10	improved	77315.202987
[803]NC358:GT	improved	-77177.613932	10	improved	77177.613932
[804]ND246:GT	improved	-74800.041956	10	improved	74800.041956
[805]ning24:GT	improved	-75961.229413	10	improved	75961.229413
[806]ning37:GT	improved	-74493.303162	10	improved	74493.303162
[807]ning45:GT	improved	-74240.481418	10	improved	74240.481418
[808]ning55:GT	improved	-75605.24101	10	improved	75605.24101
[809]niu2-1:GT	improved	-77740.843564	10	improved	77740.843564
[810]NN14B:GT	improved	-70562.719378	10	improved	70562.719378
[811]NQ508:GT	improved	-71020.074323	10	improved	71020.074323
[812]NS501:GT	improved	-68992.270452	10	improved	68992.270452
[813]NS701:GT	improved	-20209.633273	10	improved	20209.633273
[814]oh07B:GT	improved	-74201.066438	10	improved	74201.066438
[815]Oh40B:GT	improved	-79386.591014	10	improved	79386.591014
[816]Oh43:GT	improved	-79236.854458	10	improved	79236.854458
[817]OH7:GT	improved	-73298.256413	10	improved	73298.256413
[818]Oh7B:GT	improved	-74432.759804	10	improved	74432.759804
[819]OQ603:GT	improved	-72009.721317	10	improved	72009.721317
[820]P007:GT	improved	-80769.404102	10	improved	80769.404102
[821]P1:GT	improved	-79920.680515	10	improved	79920.680515
[822]P136:GT	improved	-84844.362073	10	improved	84844.362073
[823]P138:GT	improved	-85952.894903	10	improved	85952.894903
[824]P167:GT	improved	-83653.754984	10	improved	83653.754984
[825]P25:GT	improved	-83394.066318	10	improved	83394.066318
[826]P39:GT	improved	-82569.020444	10	improved	82569.020444
[827]P39-chin:GT	improved	-80271.149957	10	improved	80271.149957
[828]Pa91:GT	improved	-78397.921482	10	improved	78397.921482
[829]PB80:GT	improved	-10334.933835	10	improved	10334.933835
[830]PH207:GT	improved	-76560.198946	10	improved	76560.198946
[831]PHBA6:GT	improved	-78534.405436	10	improved	78534.405436
[832]PHG24:GT	improved	-75579.647946	10	improved	75579.647946
[833]PHG35:GT	improved	-80674.595988	10	improved	80674.595988
[834]PHG39:GT	improved	-68296.443791	10	improved	68296.443791
[835]PHG47:GT	improved	-76884.757155	10	improved	76884.757155
[836]PHG50:GT	improved	-78491.858133	10	improved	78491.858133
[837]PHG71:GT	improved	-65919.75497	10	improved	65919.75497
[838]PHG72:GT	improved	-73871.308533	10	improved	73871.308533
[839]PHG83:GT	improved	-79745.734397	10	improved	79745.734397
[840]PHG84:GT	improved	-78565.138736	10	improved	78565.138736
[841]PHG86:GT	improved	-33160.724858	10	improved	33160.724858
[842]PHH93:GT	improved	-78464.741207	10	improved	78464.741207
[843]PHJ31:GT	improved	-77780.996547	10	improved	77780.996547
[844]PHJ33:GT	improved	-80157.042914	10	improved	80157.042914
[845]PHJ40:GT	improved	-72653.815777	10	improved	72653.815777
[846]PHJ70:GT	improved	-44817.96429	10	improved	44817.96429
[847]PHJ75:GT	improved	-76301.08321	10	improved	76301.08321
[848]PHK05:GT	improved	-80999.841123	10	improved	80999.841123
[849]PHK24:GT	improved	-49683.927746	10	improved	49683.927746
[850]PHK35:GT	improved	-47627.742405	10	improved	47627.742405
[851]PHK42:GT	improved	-76568.893316	10	improved	76568.893316
[852]PHK76:GT	improved	-79758.968529	10	improved	79758.968529
[853]PHK93:GT	improved	-77404.631934	10	improved	77404.631934
[854]PHM10:GT	improved	-74147.329533	10	improved	74147.329533
[855]PHM44:GT	improved	-81107.495209	10	improved	81107.495209
[856]PHM57:GT	improved	-78091.862266	10	improved	78091.862266
[857]PHM81:GT	improved	-72074.714861	10	improved	72074.714861
[858]PHN11:GT	improved	-77050.696275	10	improved	77050.696275
[859]PHN29:GT	improved	-51990.390213	10	improved	51990.390213
[860]PHN37:GT	improved	-81411.045264	10	improved	81411.045264
[861]PHN47:GT	improved	-68819.677627	10	improved	68819.677627
[862]PHN66:GT	improved	-65519.84437	10	improved	65519.84437
[863]PHN73:GT	improved	-79958.011327	10	improved	79958.011327
