"Taxa"	"HN"	"LN"
"168"	"PI576364"	28.6424725196089	15.1999999999999
"169"	"PI576366"	NA	NA
"170"	"PI576373"	33.0183793888666	18.2684052709281
"171"	"PI576375"	30.2000000000021	20.5666666666666
"172"	"PI576376"	45.9574264641433	22.8666666666663
"173"	"PI576380"	42.6333333333373	23.2521324866095
"174"	"PI576381"	37.5111616190629	23.2149201781934
"175"	"PI576385"	28.7897560049336	20.3999999999997
"176"	"PI576386"	NA	23.6684052709281
"177"	"PI576387"	NA	NA
"178"	"PI576390"	26.8539953804598	20.3684052709281
"179"	"PI576391"	NA	NA
"180"	"PI576393"	30.4850460555325	18.7999999999999
"181"	"PI576394"	31.7230893382662	20.8999999999999
"182"	"PI576396"	34.1999999999992	25.8487067379707
"183"	"PI576399"	39.2106152147914	27.3999999999996
"184"	"PI576401"	NA	NA
"185"	"PI576418"	NA	NA
"186"	"PI576422"	32.523039441605	15.0407276194934
"187"	"PI576425"	46.0380357933489	24.5854658199428
"188"	"PI576426"	28.4384965634477	18.9999999999999
"189"	"PI576428"	36.2439485481245	23.8815868448601
"190"	"PI576434"	43.5666666666703	18.688021588243
"191"	"PI576435"	NA	NA
"192"	"PI576437"	NA	NA
"193"	"PI585291"	NA	NA
"194"	"PI585295"	NA	NA
"195"	"PI595699"	39.4898152869373	20.8333333333329
"196"	"PI595702"	34.9574264640818	15.2705691330452
"197"	"PI595714"	16.6002825314759	24.768844475922
"198"	"PI595718"	30.7428761824261	18.7213549215763
"199"	"PI595720"	29.8255615309628	24.068844475922
"200"	"PI595739"	42.9210462856479	22.4499999999997
"201"	"PI595740"	28.7000000000043	22.4482535115267
"202"	"PI595741"	32.4046107896692	19.8333333333329
"203"	"PI595743"	35.7024721927003	19.5333333333332
"204"	"PI595744"	41.7862314008703	22.9508999251048
"205"	"PI595745"	31.5000842370101	16.6039024663786
"206"	"PI597945"	24.3500000000061	18.582040071304
"207"	"PI597946"	35.5528980674737	25.0945105043542
"208"	"PI597949"	NA	NA
"209"	"PI597950"	26.6666666666709	18.788021588243
"210"	"PI597951"	44.3905778546394	21.5017386042614
"211"	"PI597952"	35.5461411031262	17.6842332584382
"212"	"PI597957"	33.5230893382669	21.4999999999999
"213"	"PI597958"	33.9405778546396	18.9350719375947
"214"	"PI597960"	34.5601425887761	23.5666666666664
"215"	"PI597961"	34.1419528911055	17.7786986196381
"216"	"PI597964"	31.1000000000676	15.668844475922
"217"	"PI597965"	28.1114155761166	23.8350719375947
"218"	"PI597966"	33.0666666666705	16.5235634605237
"219"	"PI597967"	NA	NA
"220"	"PI597968"	28.9886974575708	14.5999999999997
"221"	"PI597971"	35.2574264640755	19.1235634605237
"222"	"PI597972"	35.3666666667339	24.3355111425886
"223"	"PI597973"	39.9794744364577	23.1
