species	sample	group	Genetic_load_sum	N_del_sum	n_chr_rows	abs_per_ndel	wild_median_abs_per_ndel	ratio_vs_wild
maize	[174]282set_Ki43:GT	improved	-78807.017892	13907	10	5.66671589070252	5.59556210133887	1.01271611110287
maize	[175]282set_Ki44:GT	improved	-76369.512499	13530	10	5.64445768654841	5.59556210133887	1.00873827943002
maize	[176]282set_Ky21:GT	improved	-73901.661119	13043	10	5.66600177252166	5.59556210133887	1.01258848886083
maize	[177]282set_KY226:GT	improved	-71421.365367	12669	10	5.6374903596969	5.59556210133887	1.00749312716018
maize	[178]282set_KY228:GT	improved	-76784.758356	13548	10	5.66760838175377	5.59556210133887	1.01287561090559
maize	[179]282set_L317:GT	improved	-78881.706865	13978	10	5.64327563778795	5.59556210133887	1.00852703188437
maize	[180]282set_L578:GT	improved	-74847.177586	13209	10	5.6663772871527	5.59556210133887	1.0126555982279
maize	[181]282set_M14:GT	improved	-73330.935886	12947	10	5.66393263968487	5.59556210133887	1.01221870780947
maize	[182]282set_M162W:GT	improved	-76754.288604	13624	10	5.63375576952437	5.59556210133887	1.00682570713966
maize	[183]282set_M37W:GT	improved	-79592.151251	14026	10	5.67461508990446	5.59556210133887	1.01412780112773
maize	[184]282set_MEF156-55-2:GT	improved	-78231.347844	13812	10	5.66401302085143	5.59556210133887	1.01223307297335
maize	[185]282set_Mo17:GT	improved	-83330.598204	14640	10	5.69198075163934	5.59556210133887	1.017231271596
maize	[186]282set_Mo18W:GT	improved	-76734.530354	13607	10	5.63934227632836	5.59556210133887	1.0078240888398
maize	[187]282set_MO1W:GT	improved	-76556.860359	13551	10	5.64953585410671	5.59556210133887	1.00964581427037
maize	[188]282set_Mo24W:GT	improved	-76465.144743	13561	10	5.63860664722365	5.59556210133887	1.00769262231483
maize	[189]282set_Mo44:GT	improved	-75174.499474	13276	10	5.6624359350708	5.59556210133887	1.01195122715481
maize	[190]282set_Mo45:GT	improved	-78787.958863	13939	10	5.6523393975895	5.59556210133887	1.01014684409222
maize	[191]282set_Mo46:GT	improved	-75432.988617	13349	10	5.65083441583639	5.59556210133887	1.00987788420475
maize	[192]282set_Mo47:GT	improved	-72923.5123	12945	10	5.63333428350715	5.59556210133887	1.0067503820857
maize	[193]282set_MoG:GT	improved	-77212.913471	13666	10	5.65000098573101	5.59556210133887	1.00972893936413
maize	[194]282set_Mp339:GT	improved	-76076.036295	13475	10	5.64571697922078	5.59556210133887	1.00896333147119
maize	[195]282set_MS1334:GT	improved	-75534.522719	13322	10	5.66990862625732	5.59556210133887	1.01328669462906
maize	[196]282set_MS153:GT	improved	-76408.659989	13474	10	5.67082232366038	5.59556210133887	1.01344998428371
maize	[197]282set_Mt42:GT	improved	-77629.893178	13715	10	5.66021824119577	5.59556210133887	1.01155489630638
maize	[198]282set_N192:GT	improved	-21834.049812	3884	10	5.62153702677652	5.59556210133887	1.00464205828963
maize	[199]282set_N28Ht:GT	improved	-65240.574703	11517	10	5.66471951923244	5.59556210133887	1.01235933345767
maize	[200]282set_NC222:GT	improved	-75601.563507	13378	10	5.6511857906264	5.59556210133887	1.00994067946708
maize	[201]282set_NC230:GT	improved	-75454.14211	13325	10	5.66259978311445	5.59556210133887	1.01198050893931
maize	[202]282set_NC232:GT	improved	-74797.234727	13231	10	5.65318076691104	5.59556210133887	1.01029720777442
maize	[203]282set_NC236:GT	improved	-74282.603755	13126	10	5.65919577594088	5.59556210133887	1.01137216841661
maize	[204]282set_NC238:GT	improved	-75436.886567	13348	10	5.65154978775847	5.59556210133887	1.01000573050672
maize	[205]282set_NC250:GT	improved	-69022.622974	12220	10	5.64833248559738	5.59556210133887	1.00943075660726
maize	[206]282set_NC258:GT	improved	-82296.508838	14537	10	5.66117554089565	5.59556210133887	1.01172597826071
maize	[207]282set_NC260:GT	improved	-76848.576865	13568	10	5.66395761092276	5.59556210133887	1.01222317049569
maize	[208]282set_NC262:GT	improved	-80869.695394	14263	10	5.66989380873589	5.59556210133887	1.01328404654453
maize	[209]282set_NC264:GT	improved	-76800.438114	13583	10	5.65415873621439	5.59556210133887	1.01047198365674
maize	[210]282set_NC290A:GT	improved	-80240.54954	14160	10	5.6667054759887	5.59556210133887	1.01271424985754
maize	[211]282set_NC294:GT	improved	-32829.169962	5791	10	5.66899843930237	5.59556210133887	1.01312403233733
maize	[212]282set_NC296:GT	improved	-78564.875429	13902	10	5.65133616954395	5.59556210133887	1.0099675541429
maize	[213]282set_NC296A:GT	improved	-77185.587107	13667	10	5.64758813982586	5.59556210133887	1.00929773230013
maize	[214]282set_NC298:GT	improved	-39358.951995	7045	10	5.58679233427963	5.59556210133887	0.9984327281334
maize	[215]282set_NC300:GT	improved	-76720.870038	13557	10	5.65913329187873	5.59556210133887	1.01136100169895
maize	[216]282set_NC302:GT	improved	-78890.318742	13957	10	5.65238365995558	5.59556210133887	1.0101547543549
maize	[217]282set_NC304:GT	improved	-77576.980944	13742	10	5.64524675767719	5.59556210133887	1.0088792967424
maize	[218]282set_NC306:GT	improved	-28441.340365	5018	10	5.66786376345158	5.59556210133887	1.01292125094911
maize	[219]282set_NC310:GT	improved	-13401.583522	2415	10	5.54930994699793	5.59556210133887	0.991734136177334
maize	[220]282set_NC314:GT	improved	-44199.258309	7853	10	5.62832781217369	5.59556210133887	1.00585566029675
maize	[221]282set_NC318:GT	improved	-74903.319703	13243	10	5.65606884414408	5.59556210133887	1.01081334488107
maize	[222]282set_NC320:GT	improved	-75523.655693	13320	10	5.6699441210961	5.59556210133887	1.01329303802015
maize	[223]282set_NC324:GT	improved	-47422.611837	8411	10	5.63816571596719	5.59556210133887	1.00761382214275
maize	[224]282set_NC326:GT	improved	-5885.652831	1043	10	5.64300367305849	5.59556210133887	1.0084784282366
maize	[225]282set_NC328:GT	improved	-11787.325713	2095	10	5.6264084548926	5.59556210133887	1.00551264609258
maize	[226]282set_NC33:GT	improved	-75324.367613	13326	10	5.65243641100105	5.59556210133887	1.01016418165542
maize	[227]282set_NC336:GT	improved	-77479.822697	13692	10	5.6587658995764	5.59556210133887	1.01129534389805
maize	[228]282set_NC338:GT	improved	-76523.546483	13574	10	5.63750894968322	5.59556210133887	1.00749644943344
maize	[229]282set_NC340:GT	improved	-77788.331482	13719	10	5.67011673460165	5.59556210133887	1.01332388630714
maize	[230]282set_NC342:GT	improved	-79679.881933	14076	10	5.66069067441034	5.59556210133887	1.01163932628965
maize	[231]282set_NC344:GT	improved	-80995.717363	14315	10	5.65810110813832	5.59556210133887	1.01117653698893
maize	[232]282set_NC346:GT	improved	-78604.633481	13913	10	5.64972568683965	5.59556210133887	1.0096797398581
maize	[233]282set_NC348:GT	improved	-77751.122292	13724	10	5.66533971815797	5.59556210133887	1.01247017110263
maize	[234]282set_NC350:GT	improved	-76823.046256	13596	10	5.65041528802589	5.59556210133887	1.00980298059312
maize	[235]282set_NC352:GT	improved	-77349.10102	13679	10	5.65458739820162	5.59556210133887	1.01054859115023
maize	[236]282set_NC354:GT	improved	-75277.259454	13328	10	5.64805368052221	5.59556210133887	1.0093809305004
maize	[237]282set_NC356:GT	improved	-76496.200187	13588	10	5.62968797372682	5.59556210133887	1.0060987389238
maize	[238]282set_NC358:GT	improved	-76177.922045	13517	10	5.63571221757787	5.59556210133887	1.00717534994909
maize	[239]282set_NC360:GT	improved	-77793.880361	13749	10	5.65814825521856	5.59556210133887	1.01118496278769
maize	[240]282set_NC362:GT	improved	-79827.304271	14089	10	5.66593117119739	5.59556210133887	1.01257587148245
maize	[241]282set_NC364:GT	improved	-79513.711397	14055	10	5.65732560633227	5.59556210133887	1.01103794469167
maize	[242]282set_NC366:GT	improved	-78015.553694	13845	10	5.63492623286385	5.59556210133887	1.00703488421933
maize	[243]282set_NC368:GT	improved	-34248.981923	6032	10	5.67788161853448	5.59556210133887	1.01471157243987
maize	[244]282set_ND246:GT	improved	-73775.024871	13048	10	5.65412514339362	5.59556210133887	1.0104659801811
maize	[245]282set_Oh40B:GT	improved	-79301.347843	14018	10	5.6571085634898	5.59556210133887	1.01099915630214
maize	[246]282set_Oh43E:GT	improved	-80336.935903	14171	10	5.6691084540964	5.59556210133887	1.01314369341731
maize	[247]282set_Oh603:GT	improved	-76615.938529	13524	10	5.66518326892931	5.59556210133887	1.01244221158296
maize	[248]282set_OH7B:GT	improved	-74534.683379	13150	10	5.66803675885932	5.59556210133887	1.012952167487
maize	[249]282set_Os420:GT	improved	-73918.237911	13062	10	5.659029085209	5.59556210133887	1.0113423786066
maize	[250]282set_P39Goodman-Buckler:GT	improved	-82345.413983	14595	10	5.6420290498801	5.59556210133887	1.00830425035049
maize	[251]282set_Pa762:GT	improved	-81272.68895	14323	10	5.67427835998045	5.59556210133887	1.01406762309416
maize	[252]282set_Pa875:GT	improved	-73943.375208	13093	10	5.64755023355992	5.59556210133887	1.00929095795552
maize	[253]282set_Pa880:GT	improved	-74512.99169	13199	10	5.6453512910069	5.59556210133887	1.00889797821315
maize	[254]282set_Pa91:GT	improved	-78319.22519	13840	10	5.65890355419075	5.59556210133887	1.01131994457478
maize	[255]282set_R168:GT	improved	-74022.472635	13072	10	5.66267385518666	5.59556210133887	1.01199374658566
maize	[256]282set_R177:GT	improved	-79641.463502	14054	10	5.66681823694322	5.59556210133887	1.01273440171226
maize	[257]282set_R229:GT	improved	-10982.349104	1930	10	5.69033632331606	5.59556210133887	1.01693739078591
maize	[258]282set_R4:GT	improved	-72480.18637	12765	10	5.67804045201724	5.59556210133887	1.01473995805687
maize	[259]282set_SA24:GT	improved	-78163.746404	13789	10	5.66855801029806	5.59556210133887	1.01304532192427
maize	[260]282set_SC213R:GT	improved	-76899.850598	13612	10	5.64941600044079	5.59556210133887	1.00962439485553
maize	[261]282set_SC357:GT	improved	-76396.925389	13512	10	5.65400572742747	5.59556210133887	1.01044463898893
maize	[262]282set_SC55:GT	improved	-76120.780984	13489	10	5.64317451137964	5.59556210133887	1.00850895927495
maize	[263]282set_SD40:GT	improved	-72475.691356	12765	10	5.67768831617705	5.59556210133887	1.01467702678495
maize	[264]282set_SD44:GT	improved	-72932.359503	12890	10	5.65805737028704	5.59556210133887	1.01116872046389
maize	[265]282set_Sg1533:GT	improved	-77714.845107	13739	10	5.65651394621151	5.59556210133887	1.01089289043152
maize	[266]282set_Sg18:GT	improved	-77168.599366	13633	10	5.6604268587985	5.59556210133887	1.01159217899559
maize	[267]282set_T232:GT	improved	-74103.017099	13075	10	5.66753476856596	5.59556210133887	1.01286245526788
maize	[268]282set_T234:GT	improved	-75533.188095	13312	10	5.6740676153095	5.59556210133887	1.01402996027009
maize	[269]282set_T8:GT	improved	-77711.904844	13732	10	5.65918328313429	5.59556210133887	1.01136993578897
maize	[270]282set_Tx303:GT	improved	-75626.722025	13402	10	5.64294299544844	5.59556210133887	1.00846758435551
maize	[271]282set_Tx601:GT	improved	-75932.3223	13492	10	5.62795154906611	5.59556210133887	1.00578841716715
maize	[272]282set_Tzi10:GT	improved	-77613.528922	13779	10	5.63274032382611	5.59556210133887	1.00664423373629
maize	[273]282set_Tzi11:GT	improved	-74227.279883	13193	10	5.62626240301675	5.59556210133887	1.00548654471559
maize	[274]282set_Tzi16:GT	improved	-73700.979502	13042	10	5.65104888069315	5.59556210133887	1.00991621187459
maize	[275]282set_Tzi18:GT	improved	-77065.607045	13685	10	5.63139254987212	5.59556210133887	1.00640336893494
maize	[276]282set_Tzi25:GT	improved	-64251.898783	11439	10	5.61691570792902	5.59556210133887	1.00381616827826
maize	[277]282set_Tzi8:GT	improved	-75297.440334	13353	10	5.63899051404179	5.59556210133887	1.00776122432678
maize	[278]282set_Tzi9:GT	improved	-77095.411833	13650	10	5.6480155189011	5.59556210133887	1.00937411052049
maize	[279]282set_U267Y:GT	improved	-75712.090151	13388	10	5.65522035785778	5.59556210133887	1.01066170930435
maize	[280]282set_VA102:GT	improved	-77495.793287	13691	10	5.66034572251844	5.59556210133887	1.01157767888307
maize	[281]282set_Va14:GT	improved	-76775.056456	13571	10	5.65728807427603	5.59556210133887	1.01103123722323
maize	[282]282set_Va17:GT	improved	-76303.714433	13502	10	5.65128976692342	5.59556210133887	1.00995926138881
maize	[283]282set_Va22:GT	improved	-79176.613343	13979	10	5.66396833414407	5.59556210133887	1.01222508687534
maize	[284]282set_Va26:GT	improved	-78116.977642	13761	10	5.67669338289369	5.59556210133887	1.01449921921792
maize	[285]282set_Va35:GT	improved	-79718.855525	14108	10	5.65061351892543	5.59556210133887	1.00983840704286
maize	[286]282set_Va59:GT	improved	-80332.971724	14160	10	5.67323246638418	5.59556210133887	1.01388070825391
maize	[287]282set_Va85:GT	improved	-77414.682765	13634	10	5.67806093332844	5.59556210133887	1.01474361833458
maize	[288]282set_Va99:GT	improved	-74340.337761	13150	10	5.65325762441065	5.59556210133887	1.01031094321301
maize	[289]282set_VaW6:GT	improved	-75988.083725	13402	10	5.66990626212506	5.59556210133887	1.01328627212776
maize	[290]282set_W117Ht:GT	improved	-76227.953971	13418	10	5.68102205775824	5.59556210133887	1.01527280992895
maize	[291]282set_W153R:GT	improved	-77549.283438	13675	10	5.67087995890311	5.59556210133887	1.01346028445403
maize	[292]282set_W182B:GT	improved	-76151.172466	13425	10	5.67234059337058	5.59556210133887	1.01372131890259
maize	[293]282set_Wf9:GT	improved	-75599.509041	13354	10	5.66118833615396	5.59556210133887	1.01172826494042
maize	[294]282set_Yu796:GT	improved	-76760.169605	13557	10	5.66203213137125	5.59556210133887	1.01187906216186
maize	[295]29MIBZ2:GT	improved	-78683.961979	13868	10	5.67377862554081	5.59556210133887	1.01397831402554
maize	[296]2FACC:GT	improved	-37995.676468	6744	10	5.63399710379597	5.59556210133887	1.00686883672471
maize	[297]2MA22:GT	improved	-68935.344012	12178	10	5.6606457556249	5.59556210133887	1.01163129871625
maize	[298]3189:GT	improved	-65065.467771	11464	10	5.67563396467202	5.59556210133887	1.01430988735055
maize	[299]32:GT	improved	-44423.946679	7865	10	5.64830854151303	5.59556210133887	1.00942647748678
maize	[300]3335:GT	improved	-63027.62074	11116	10	5.66999107052897	5.59556210133887	1.01330142849675
maize	[301]3489a:GT	improved	-71541.97755	12627	10	5.66579373960561	5.59556210133887	1.01255131066277
maize	[302]3514:GT	improved	-74354.337199	13156	10	5.65174347818486	5.59556210133887	1.01004034551463
maize	[303]3H2:GT	improved	-80656.74939	14246	10	5.66171201670644	5.59556210133887	1.01182185349203
maize	[304]3IBZ2:GT	improved	-73737.150448	13061	10	5.64559761488401	5.59556210133887	1.00894199950585
maize	[305]4003:GT	improved	-82933.104727	14617	10	5.67374322549087	5.59556210133887	1.01397198757446
maize	[306]411:GT	improved	-79354.366841	14024	10	5.65846882779521	5.59556210133887	1.01124225329235
maize	[307]433-7:GT	improved	-71934.880523	12693	10	5.66728752249271	5.59556210133887	1.01281826916668
maize	[308]441950:GT	improved	-73263.779855	12928	10	5.66706217937809	5.59556210133887	1.01277799741015
maize	[309]444:GT	improved	-81674.473463	14412	10	5.66711583839856	5.59556210133887	1.01278758697765
maize	[310]4676A:GT	improved	-66594.033382	11754	10	5.66564857767569	5.59556210133887	1.01252536833074
maize	[311]468-3:GT	improved	-47728.979207	8447	10	5.65040596744406	5.59556210133887	1.00980131488346
maize	[312]4722:GT	improved	-79111.823145	13989	10	5.65528795088999	5.59556210133887	1.01067378906166
maize	[313]4936:GT	improved	-81575.756764	14422	10	5.65634147580086	5.59556210133887	1.01086206771746
maize	[314]4F1:GT	improved	-85556.54502	15078	10	5.67426349781138	5.59556210133887	1.01406496703051
maize	[315]4N506:GT	improved	-27808.644875	4915	10	5.65791350457782	5.59556210133887	1.01114300978342
maize	[316]5023:GT	improved	-80416.150396	14220	10	5.6551441909986	5.59556210133887	1.01064809729222
maize	[317]5032:GT	improved	-80622.617684	14252	10	5.65693360117878	5.59556210133887	1.01096788825295
maize	[318]5707:GT	improved	-80985.954523	14290	10	5.66731662162351	5.59556210133887	1.01282346956126
maize	[319]6:GT	improved	-69564.255457	12288	10	5.66115360164388	5.59556210133887	1.01172205743
maize	[320]6103:GT	improved	-60201.439187	10622	10	5.66761807446809	5.59556210133887	1.01287734312018
maize	[321]619:GT	improved	-86805.05475	15312	10	5.66908664772727	5.59556210133887	1.01313979633446
maize	[322]624:GT	improved	-60601.939422	10663	10	5.68338548457282	5.59556210133887	1.01569518515628
maize	[323]680:GT	improved	-69410.947353	12224	10	5.67825158319699	5.59556210133887	1.0147776899551
maize	[324]68122:GT	improved	-84902.2527	15002	10	5.65939559392081	5.59556210133887	1.01140787849833
maize	[325]68139:GT	improved	-80759.437069	14236	10	5.67290229481596	5.59556210133887	1.01382170228413
maize	[326]68202:GT	improved	-62989.726614	11051	10	5.69991191874039	5.59556210133887	1.01864867470179
maize	[327]697:GT	improved	-46764.721113	8266	10	5.65747896358577	5.59556210133887	1.01106535163502
maize	[328]698-3:GT	improved	-67666.904149	11953	10	5.66108124730193	5.59556210133887	1.01170912676447
maize	[329]6M502:GT	improved	-78198.569693	13814	10	5.6608201601998	5.59556210133887	1.01166246709072
maize	[330]7026B:GT	improved	-74340.791571	13133	10	5.66061003357953	5.59556210133887	1.01162491472038
maize	[331]707:GT	improved	-77311.518665	13704	10	5.64152938302685	5.59556210133887	1.00821495336045
maize	[332]7146:GT	improved	-79664.763415	14078	10	5.65881257387413	5.59556210133887	1.01130368520441
maize	[333]72-125:GT	improved	-90314.922959	15894	10	5.68232810865736	5.59556210133887	1.01550621827568
maize	[334]7236:GT	improved	-75112.501251	13252	10	5.66801246989134	5.59556210133887	1.01294782673132
maize	[335]7327:GT	improved	-79371.482324	14004	10	5.66777223107683	5.59556210133887	1.01290489291874
maize	[336]740:GT	improved	-81544.611887	14353	10	5.68136360948931	5.59556210133887	1.01533384968239
maize	[337]743:GT	improved	-22949.93483	4052	10	5.66385361056268	5.59556210133887	1.01220458427358
maize	[338]75-14gao:GT	improved	-83858.737126	14785	10	5.67187941332432	5.59556210133887	1.01363890000742
maize	[339]75-24:GT	improved	-78753.18933	13940	10	5.64943969368723	5.59556210133887	1.00962862914799
maize	[340]75-364:GT	improved	-82745.858157	14651	10	5.64779592908334	5.59556210133887	1.00933486695322
maize	[341]757:GT	improved	-65707.331704	11622	10	5.65370260746859	5.59556210133887	1.01039046749491
maize	[342]764:GT	improved	-29575.107638	5221	10	5.66464425167593	5.59556210133887	1.01234588216267
maize	[343]77:GT	improved	-80151.315006	14203	10	5.64326656382454	5.59556210133887	1.00852541024864
maize	[344]779:GT	improved	-72506.361063	12810	10	5.66013747564403	5.59556210133887	1.01154046244786
maize	[345]78002A:GT	improved	-26170.008995	4613	10	5.67309971710384	5.59556210133887	1.01385698422441
maize	[346]78004:GT	improved	-30763.153325	5437	10	5.65811170222549	5.59556210133887	1.01117843029061
maize	[347]78010:GT	improved	-32997.13253	5857	10	5.63379418302886	5.59556210133887	1.00683257213441
maize	[348]78371A:GT	improved	-82408.346004	14515	10	5.67746097168446	5.59556210133887	1.01463639735604
maize	[349]785:GT	improved	-56472.267027	9964	10	5.66763017131674	5.59556210133887	1.01287950498496
maize	[350]78551S:GT	improved	-81382.80585	14322	10	5.68236320695433	5.59556210133887	1.01551249079957
maize	[351]78599:GT	improved	-85876.090399	15140	10	5.67213278725231	5.59556210133887	1.01368418123626
maize	[352]787:GT	improved	-74718.659976	13201	10	5.66007575001894	5.59556210133887	1.0115294312728
maize	[353]7884:GT	improved	-74264.230058	13111	10	5.66426893890626	5.59556210133887	1.01227880887086
maize	[354]790:GT	improved	-27108.065416	4771	10	5.68184142024733	5.59556210133887	1.01541924070288
maize	[355]79028:GT	improved	-74261.170681	13120	10	5.66015020434451	5.59556210133887	1.01154273723281
maize	[356]7903E:GT	improved	-56209.727154	9922	10	5.66516097097359	5.59556210133887	1.01243822664716
maize	[357]79131:GT	improved	-70536.308146	12504	10	5.64109949984005	5.59556210133887	1.00813812762265
maize	[358]792:GT	improved	-32920.973613	5801	10	5.67505147612481	5.59556210133887	1.01420578904252
maize	[359]794:GT	improved	-18739.398658	3332	10	5.62406922509004	5.59556210133887	1.0050945951872
maize	[360]795:GT	improved	-33592.018529	5906	10	5.68777828123942	5.59556210133887	1.01648023527046
maize	[361]802:GT	improved	-80739.54588	14254	10	5.66434305317806	5.59556210133887	1.01229205405883
maize	[362]806A:GT	improved	-64086.038573	11306	10	5.66832111914028	5.59556210133887	1.01300298638165
maize	[363]807:GT	improved	-70811.612864	12465	10	5.68083536815082	5.59556210133887	1.01523944605879
maize	[364]807D:GT	improved	-73740.43722	12999	10	5.67277769213017	5.59556210133887	1.01379943415744
maize	[365]811A:GT	improved	-73783.708221	12997	10	5.67697993544664	5.59556210133887	1.0145504299002
maize	[366]82huangzao4:GT	improved	-53776.403154	9521	10	5.6481885467913	5.59556210133887	1.00940503286343
maize	[367]832:GT	improved	-42762.364016	7493	10	5.70697504550914	5.59556210133887	1.01991094766755
maize	[368]83IBI3:GT	improved	-76878.212356	13583	10	5.65988458779357	5.59556210133887	1.01149526808742
maize	[369]84-126-15-1:GT	improved	-80783.498208	14234	10	5.67538978558381	5.59556210133887	1.01426624935962
maize	[370]85bai64:GT	improved	-80489.92294	14231	10	5.65595692080669	5.59556210133887	1.01079334271947
maize	[371]87001:GT	improved	-82086.607706	14476	10	5.67053106562586	5.59556210133887	1.01339793267044
maize	[372]8701:GT	improved	-79964.583672	14108	10	5.66803116472923	5.59556210133887	1.01295116774292
maize	[373]87916W:GT	improved	-28781.009812	5130	10	5.61033329668616	5.59556210133887	1.00263980545292
maize	[374]897:GT	improved	-83183.550642	14666	10	5.67186353756989	5.59556210133887	1.01363606280283
maize	[375]8982:GT	improved	-81021.311164	14312	10	5.66107540273896	5.59556210133887	1.01170808226477
maize	[376]9058:GT	improved	-85221.270877	15052	10	5.66179051800425	5.59556210133887	1.01183588269882
maize	[377]9101-7:GT	improved	-57961.975808	10207	10	5.67864953541687	5.59556210133887	1.01484880921224
maize	[378]91huang10:GT	improved	-77213.938353	13633	10	5.66375253817942	5.59556210133887	1.01218652131914
maize	[379]91huang15:GT	improved	-77793.609016	13721	10	5.66967487909045	5.59556210133887	1.01324492095867
maize	[380]91huang5:GT	improved	-75131.109772	13275	10	5.65959395645951	5.59556210133887	1.01144332847371
maize	[381]926:GT	improved	-86700.553787	15300	10	5.66670286189542	5.59556210133887	1.01271378268495
maize	[382]928:GT	improved	-86322.287441	15226	10	5.66940019972416	5.59556210133887	1.01319583216986
maize	[383]92huang40:GT	improved	-80523.215636	14169	10	5.68305565925612	5.59556210133887	1.01563624106617
maize	[384]953:GT	improved	-66138.65145	11710	10	5.6480488001708	5.59556210133887	1.00938005831789
maize	[385]96201:GT	improved	-78590.552634	13863	10	5.6690869677559	5.59556210133887	1.01313985352775
maize	[386]9702:GT	improved	-76272.143904	13472	10	5.66153087173397	5.59556210133887	1.01178948052052
maize	[387]9706:GT	improved	-79805.771351	14064	10	5.67447179685722	5.59556210133887	1.01410219278944
maize	[388]9710:GT	improved	-63824.24351	11267	10	5.66470608946481	5.59556210133887	1.01235693338287
maize	[389]98F1:GT	improved	-26023.655259	4640	10	5.60854639202586	5.59556210133887	1.00232046226131
maize	[390]99122:GT	improved	-74952.165489	13195	10	5.68034600143994	5.59556210133887	1.01515198983866
maize	[391]A272:GT	improved	-78685.704168	13916	10	5.65433344121874	5.59556210133887	1.01050320572187
maize	[392]A554:GT	improved	-75125.422188	13273	10	5.66001824666617	5.59556210133887	1.01151915467293
maize	[393]A619:GT	improved	-68769.173319	12160	10	5.65535964794408	5.59556210133887	1.01068660226126
maize	[394]A632:GT	improved	-62044.058051	10932	10	5.67545353558361	5.59556210133887	1.01427764231687
maize	[395]A679:GT	improved	-17299.307617	3006	10	5.75492602029275	5.59556210133887	1.02848041288216
maize	[396]A801:GT	improved	-64454.107304	11396	10	5.65585357177957	5.59556210133887	1.01077487289906
maize	[397]Ay3566:GT	improved	-61477.097513	10848	10	5.66713657015118	5.59556210133887	1.0127912920125
maize	[398]Ay420:GT	improved	-73451.404275	12934	10	5.6789395604608	5.59556210133887	1.01490064047399
maize	[399]B09:GT	improved	-60890.911317	10735	10	5.67218549762459	5.59556210133887	1.01369360126794
maize	[400]B100:GT	improved	-76560.529352	13587	10	5.63483692882903	5.59556210133887	1.0070189244224
maize	[401]B102:GT	improved	-77885.938053	13814	10	5.63818865303315	5.59556210133887	1.00761792129589
maize	[402]B12:GT	improved	-79116.5958	14002	10	5.65037821739752	5.59556210133887	1.00979635558786
maize	[403]B14:GT	improved	-53336.300776	9401	10	5.67347098989469	5.59556210133887	1.01392333551926
maize	[404]B37:GT	improved	-65997.459071	11622	10	5.67866624255722	5.59556210133887	1.01485179499634
maize	[405]B394:GT	improved	-79429.58357	14006	10	5.67111120733971	5.59556210133887	1.0135016115687
maize	[406]B4:GT	improved	-75032.751751	13229	10	5.67183851772621	5.59556210133887	1.01363159143012
maize	[407]B47:GT	improved	-66726.556018	11759	10	5.67450939858832	5.59556210133887	1.01410891270969
maize	[408]B68:GT	improved	-61461.605706	10878	10	5.65008326034197	5.59556210133887	1.00974364291124
maize	[409]B7:GT	improved	-70995.387042	12582	10	5.64261540629471	5.59556210133887	1.00840903989692
maize	[410]B73:GT	improved	-2094.945307	359	10	5.83550224791086	5.59556210133887	1.04288043671512
maize	[411]B76:GT	improved	-66780.246438	11770	10	5.67376775174172	5.59556210133887	1.01397637073568
maize	[412]B8:GT	improved	-77169.420855	13611	10	5.66963638637866	5.59556210133887	1.01323804180854
maize	[413]B95:GT	improved	-75145.914795	13260	10	5.66711272963801	5.59556210133887	1.01278703140155
maize	[414]B97:GT	improved	-74524.644043	13167	10	5.65995625753778	5.59556210133887	1.01150807640639
maize	[415]B98:GT	improved	-73352.723698	12992	10	5.64599166394704	5.59556210133887	1.0090124212179
maize	[416]bai197:GT	improved	-87089.408798	15365	10	5.66803832072893	5.59556210133887	1.01295244661349
maize	[417]baihe43:GT	improved	-77831.496431	13779	10	5.64855914297119	5.59556210133887	1.00947126323907
maize	[418]baiU8112:GT	improved	-73387.070418	12934	10	5.6739655495593	5.59556210133887	1.01401171978802
maize	[419]bao3040:GT	improved	-73158.816707	12908	10	5.6677112416331	5.59556210133887	1.01289399330891
maize	[420]BC4B:GT	improved	-53870.04444	9496	10	5.67291959140691	5.59556210133887	1.01382479341075
maize	[421]BCC03:GT	improved	-77605.660018	13731	10	5.65185784123516	5.59556210133887	1.01006078368477
maize	[422]Beck:GT	improved	-46330.640369	8210	10	5.64319614725944	5.59556210133887	1.00851282588914
maize	[423]ben7884:GT	improved	-74674.178788	13187	10	5.66271166967468	5.59556210133887	1.01200050452836
maize	[424]BM:GT	improved	-81966.115361	14474	10	5.66298986879923	5.59556210133887	1.01205022234392
maize	[425]BS110:GT	improved	-32896.422831	5797	10	5.67473224616181	5.59556210133887	1.01414873848045
maize	[426]BT1:GT	improved	-80349.520649	14188	10	5.66320275225543	5.59556210133887	1.01208826739683
maize	[427]C103:GT	improved	-79270.61047	13998	10	5.6629954614945	5.59556210133887	1.01205122183158
maize	[428]C13:GT	improved	-81082.754694	14320	10	5.6622035400838	5.59556210133887	1.01190969513661
maize	[429]C166:GT	improved	-85935.067716	15171	10	5.66443001226023	5.59556210133887	1.0123075947821
maize	[430]C521:GT	improved	-78933.161004	13945	10	5.66031989989244	5.59556210133887	1.01157306404268
maize	[431]C8605-2:GT	improved	-63908.080816	11272	10	5.66963101632363	5.59556210133887	1.0132370821096
maize	[432]cai11-8:GT	improved	-81304.939523	14353	10	5.66466519354839	5.59556210133887	1.01234962474869
maize	[433]CAU178:GT	improved	-83240.052356	14699	10	5.66297383196136	5.59556210133887	1.01204735635163
maize	[434]CAU478:GT	improved	-62749.057591	11070	10	5.66838821960253	5.59556210133887	1.01301497811028
