group	canonical_line	Abs_genetic_load	n_alias_rows	alias_samples
improved	D978	283353.617025	1	[515]D978:GT
improved	DA255	306982.414236	1	[516]da255:GT
improved	DAI6	299179.455021	1	[517]dai6:GT
improved	DAMO	320183.518609	1	[518]daMO:GT
improved	DAN3115	305659.383635	1	[519]dan3115:GT
improved	DAN340	296053.156641	1	[520]dan340:GT
improved	DAN598	311710.192579	1	[521]dan598:GT
improved	DAN599	323185.909813	1	[522]dan599:GT
improved	DAN9046	312583.643829	1	[523]dan9046:GT
improved	DAN9064	284885.869411	1	[524]dan9064:GT
improved	DANHUANG02	316582.19871	1	[525]danhuang02:GT
improved	DAQING133	301957.818621	1	[526]daqing133:GT
improved	DF20	77113.009688	1	[528]DF20:GT
improved	DF24	55378.53634	1	[529]DF24:GT
improved	DF27	305778.565257	1	[530]DF27:GT
improved	DF32	317210.65723	1	[531]DF32:GT
improved	DH138	329346.497028	1	[532]DH138:GT
improved	DH149	304719.350431	1	[533]DH149:GT
improved	DH40	302426.347743	1	[534]DH40:GT
improved	DH65232	308426.781413	1	[535]DH65232:GT
improved	DH65232-DH9	335067.446671	1	[536]DH65232-DH9:GT
improved	DJ7	7068.779879	1	[537]DJ7:GT
improved	DM07	269324.580848	1	[538]DM07:GT
improved	DM101B	249699.665703	1	[539]DM101B:GT
improved	DONG327	301239.094513	1	[540]dong327:GT
improved	DUPL-178	322400.445729	1	[541]dupl-178:GT
improved	DUPL-478	241897.492663	1	[542]dupl-478:GT
improved	DUPL-5003	311528.096962	1	[543]dupl-5003:GT
improved	DUPL-ZHENG58	279072.967735	1	[544]dupl-Zheng58:GT
improved	DUZI	322457.097898	1	[545]duzi:GT
improved	E200	328243.617455	1	[546]E200:GT
improved	E220	254523.028878	1	[547]e220:GT
improved	E28	285080.821892	1	[548]E28:GT
improved	E588	316188.513709	1	[549]E588:GT
improved	E600	315259.959325	1	[550]E600:GT
improved	E601	255651.621375	1	[551]E601:GT
improved	E8501	305962.094215	1	[552]E8501:GT
improved	EQUN3	296224.610134	1	[553]equn3:GT
improved	EQUN4	304496.497846	1	[554]equn4:GT
improved	ERNAN24	302604.356275	1	[555]ernan24:GT
improved	ES40	321042.944941	1	[556]ES40:GT
improved	F42	8886.571981	1	[557]F42:GT
improved	F7584	305940.757133	1	[559]F7584:GT
improved	F939	314478.246615	1	[560]F939:GT
improved	FANGYIN	308416.574938	1	[561]fangyin:GT
improved	FANRONG2	303156.571345	1	[562]fanrong2:GT
improved	FAP1360A	289931.997915	1	[563]FAP1360A:GT
improved	FAPW	228379.934505	1	[564]FAPW:GT
improved	FBHJ	238416.009577	1	[565]FBHJ:GT
improved	FC-13	299604.024426	1	[566]FC-13:GT
improved	FEB-48	313235.166193	1	[567]Feb-48:GT
improved	FENGKE1	316202.417588	1	[568]fengke1:GT
improved	FR14	269643.722619	1	[569]FR14:GT
improved	FU8521	291007.063958	1	[570]fu8521:GT
improved	FU8527	299722.943345	1	[571]fu8527:GT
improved	FU8529	301927.205923	1	[572]fu8529:GT
improved	FU8538	302395.858263	1	[573]fu8538:GT
improved	FU8701	262323.184094	1	[574]fu8701:GT
improved	FU96	296941.730713	1	[575]fu96:GT
improved	FUSHEA	300620.021913	1	[576]fusheA:GT
improved	GAN41	314347.785159	1	[577]gan41:GT
improved	CH10	318542.393516	1	[579]german_CH10:GT
improved	D06	283560.410237	1	[580]german_D06:GT
improved	D09	288181.004555	1	[581]german_D09:GT
improved	D152	311462.689757	1	[582]german_D152:GT
improved	DK105	319571.349008	1	[583]german_DK105:GT
improved	EC169	204366.91933	1	[584]german_EC169:GT
improved	EC49A	301905.17665	1	[585]german_EC49A:GT
improved	EP44	310348.555789	1	[587]german_EP44:GT
improved	EZ5	309802.978224	1	[588]german_EZ5:GT
improved	F03802	307979.927447	1	[589]german_F03802:GT
improved	F2	315461.148436	1	[590]german_F2:GT
improved	F252	295250.359029	1	[591]german_F252:GT
improved	F283	310994.946701	1	[592]german_F283:GT
improved	F353	293110.034434	1	[593]german_F353:GT
improved	F618	266908.965269	1	[594]german_F618:GT
improved	F64	309046.73844	1	[595]german_F64:GT
improved	F98902	186917.942756	1	[597]german_F98902:GT
improved	FF0721H-7	318638.757779	1	[598]german_FF0721H-7:GT
improved	LO11	312378.146357	1	[599]german_Lo11:GT
improved	PH207	296005.137252	2	[601]german_PH207:GT | [830]PH207:GT
improved	UH006	320182.294932	1	[602]german_UH006:GT
improved	UH007	317420.034097	1	[603]german_UH007:GT
improved	UH009	319062.673341	1	[604]german_UH009:GT
improved	UH250	275480.20639	1	[605]german_UH250:GT
improved	UH304	290230.334235	1	[606]german_UH304:GT
improved	W117	193018.069342	2	[607]german_W117:GT | [975]W117:GT
improved	GN4095	310014.912565	1	[608]GN4095:GT
improved	GUAN17-1	315495.899756	1	[609]guan17-1:GT
improved	GUANGYOU5	315128.336117	1	[610]guangyou5:GT
improved	GY3	218382.019956	1	[611]GY3:GT
improved	H114	255440.042542	1	[613]H114:GT
improved	H127	307034.454177	1	[614]H127:GT
improved	H16	310525.263416	1	[615]H16:GT
improved	H2	283076.944026	1	[616]H2:GT
improved	H21	329579.677874	1	[617]H21:GT
improved	H66-6	256467.596997	1	[618]H66-6:GT
improved	H8431	218016.66828	1	[620]H8431:GT
improved	HAI014	312415.408641	1	[622]hai014:GT
improved	HAI1134	317008.662743	1	[623]hai1134:GT
improved	HAI9-21	293835.20005	1	[624]hai9-21:GT
improved	HAN21	268866.501408	1	[625]han21:GT
improved	HAN49	323608.591943	1	[626]han49:GT
improved	HB8229	273175.494064	1	[627]HB8229:GT
improved	HBAI	291859.526136	1	[628]HBAI:GT
improved	HD568	240818.294687	1	[629]HD568:GT
improved	HDA-5	271615.286747	1	[630]Hda-5:GT
improved	HE344	306965.097268	1	[631]he344:GT
improved	HHE01	304953.171986	1	[632]HHe01:GT
improved	HU803	216096.357272	1	[634]hu803:GT
improved	HUA160	299659.455258	1	[635]hua160:GT
improved	HUANGC	300593.282736	1	[636]huangC:GT
improved	HUANGCHANGA	332101.306446	1	[637]huangchanga:GT
improved	HUANGCHANGB	335639.141907	1	[638]huangchangb:GT
improved	HUANGYESI	344796.512584	1	[639]huangyesi:GT
improved	HUANGYESI3	342923.055879	1	[640]huangyesi3:GT
improved	HUANGZAOSI	347443.743828	1	[641]huangzaosi:GT
improved	HUO17	320223.328405	1	[642]huo17:GT
improved	HUOBAI	316582.956959	1	[643]huobai:GT
improved	HUOTANGHUANG	320619.245655	1	[644]huotanghuang:GT
improved	HUOTANGHUANG17	301018.557977	1	[645]huotanghuang17:GT
improved	IB014	301497.230116	1	[647]IB014:GT
improved	IB02	298305.025854	1	[648]IB02:GT
improved	IBB14	267034.799664	1	[649]IBB14:GT
improved	IBB15	293396.579439	1	[650]IBB15:GT
improved	IBC2	299599.247268	1	[651]IBC2:GT
improved	J8606	314274.04654	1	[653]J8606:GT
improved	JI4112	337975.838779	1	[654]ji4112:GT
improved	JI432	314005.877048	1	[655]ji432:GT
improved	JI434	293106.263328	1	[656]ji434:GT
improved	JI444	338071.703256	1	[657]ji444:GT
improved	JI53	314629.568645	1	[658]ji53:GT
improved	JI533	320697.889941	1	[659]ji533:GT
improved	JI63	294618.90539	1	[660]ji63:GT
improved	JI833	296230.496764	1	[661]ji833:GT
improved	JI846	308709.166044	1	[662]ji846:GT
improved	JI853	320102.986089	1	[663]ji853:GT
improved	JI870	224716.830734	1	[664]ji870:GT
improved	JIAN1495A	299002.053375	1	[665]jian1495a:GT
improved	JIAN1495B	296084.290501	1	[666]jian1495b:GT
improved	JIAO05	291303.055236	1	[667]jiao05:GT
improved	JIAO3	313624.976009	1	[668]jiao3:GT
improved	JIAO51	330237.868148	1	[669]jiao51:GT
improved	JINGNUO2	320483.224509	1	[670]jingnuo2:GT
improved	JINSUI54	326743.386151	1	[671]jinsui54:GT
improved	JIU138-5	307770.191915	1	[672]jiu138-5:GT
improved	JIU22	303666.034349	1	[673]jiu22:GT
improved	JIUTAI1	264059.321191	1	[674]jiutai1:GT
improved	K10	299553.81729	1	[675]K10:GT
improved	K12	324591.056931	1	[676]K12:GT
improved	K14	308547.073586	1	[677]K14:GT
improved	K22	295654.454306	1	[678]K22:GT
improved	K514	322823.650466	1	[679]K514:GT
improved	KI3	315594.050381	1	[682]KI3:GT
improved	KP3130	287364.434933	1	[683]KP3130:GT
improved	L005	325788.287171	1	[685]L005:GT
improved	L05-6	184874.133334	1	[686]L05-6:GT
improved	L061F	286039.202659	1	[687]L061F:GT
improved	L061M	280679.682705	1	[688]L061M:GT
improved	L069	319252.522991	1	[689]L069:GT
improved	L-1	326226.606584	1	[690]L-1:GT
improved	L105	292731.430423	1	[691]L105:GT
improved	L127	296333.718127	1	[692]L127:GT
improved	L135	299331.577012	1	[693]L135:GT
improved	L139	304093.889537	1	[694]L139:GT
improved	L473	292880.370092	1	[695]L473:GT
improved	LA2-4	191754.816779	1	[697]La2-4:GT
improved	LAN766-4-2	277478.829351	1	[698]lan766-4-2:GT
improved	LD61	315008.731573	1	[699]LD61:GT
improved	LH1	271224.716584	1	[700]LH1:GT
improved	LH119	48826.400082	1	[701]LH119:GT
improved	LH123HT	293386.028435	1	[702]LH123HT:GT
improved	LH127	300295.872791	1	[703]LH127:GT
improved	LH128	309246.799124	1	[704]LH128:GT
improved	LH132	73779.982088	1	[705]LH132:GT
improved	LH143	240144.871717	1	[706]LH143:GT
improved	LH145	256213.488972	1	[707]LH145:GT
improved	LH146HT	171580.99825	1	[708]LH146HT:GT
improved	LH149	74646.763126	1	[709]LH149:GT
improved	LH150	308766.322894	1	[710]LH150:GT
improved	LH156	306585.640785	1	[711]LH156:GT
improved	LH160	299200.557425	1	[712]LH160:GT
improved	LH162	304799.334491	1	[713]LH162:GT
improved	LH190	63692.613833	1	[714]LH190:GT
improved	LH191	169400.792074	1	[715]LH191:GT
improved	LH192	105741.800205	1	[716]LH192:GT
improved	LH193	101891.828463	1	[717]LH193:GT
improved	LH194	110048.80495	1	[718]LH194:GT
improved	LH196	51812.205781	1	[719]LH196:GT
improved	LH202	32232.203738	1	[720]LH202:GT
improved	LH205	87218.127008	1	[721]LH205:GT
improved	LH208	143435.259327	1	[722]LH208:GT
improved	LH215	311996.926032	1	[723]LH215:GT
improved	LH220HT	175137.950788	1	[724]LH220Ht:GT
improved	LH295	312599.064957	1	[725]LH295:GT
improved	LH38	313897.20633	1	[726]LH38:GT
improved	LH39	307893.025439	1	[727]LH39:GT
improved	LH51	318552.886045	1	[728]LH51:GT
improved	LH52	316378.066021	1	[729]LH52:GT
improved	LH54	316184.829564	1	[730]LH54:GT
improved	LH57	315527.500041	1	[731]LH57:GT
improved	LH59	315839.412718	1	[732]LH59:GT
improved	LH60	316266.595363	1	[733]LH60:GT
improved	LH61	311626.773053	1	[734]LH61:GT
improved	LH65	312940.394898	1	[735]LH65:GT
improved	LH74	112738.206762	1	[736]LH74:GT
improved	LH82	293302.383256	1	[737]LH82:GT
improved	LH85	296501.232525	1	[738]LH85:GT
improved	LH93	297693.238939	1	[739]LH93:GT
improved	LIAN87	313169.530154	1	[740]lian87:GT
improved	LIAO2202	301490.500519	1	[741]liao2202:GT
improved	LIAO2204	292842.675452	1	[742]liao2204:GT
improved	LIAO4271	292185.056371	1	[743]liao4271:GT
improved	LIAO5110	248376.948277	1	[744]liao5110:GT
improved	LIAO7794	205447.575736	1	[745]liao7794:GT
improved	LIBC4	305711.979236	1	[746]LIBC4:GT
improved	LM-2	323560.414593	1	[747]LM-2:GT
improved	LO	285211.059829	1	[748]Lo:GT
improved	LO1067	271566.210164	1	[749]Lo1067:GT
improved	LO1125	329516.081391	1	[750]Lo1125:GT
improved	LONGKANG1	310858.932845	1	[751]longkang1:GT
improved	LONGKANG11	316468.24715	1	[752]longkang11:GT
improved	LOS-6	177852.672737	1	[753]Los-6:GT
improved	LP1	226119.020816	1	[754]LP1:GT
improved	LP215D	307035.862109	1	[755]Lp215D:GT
improved	LP5	68034.464596	1	[756]LP5:GT
improved	LU65	311725.148826	1	[757]lu65:GT
improved	LUOSU3	308499.177755	1	[758]luosu3:GT
improved	LUYUAN133	303790.741562	1	[759]luyuan133:GT
improved	LUYUAN92	300294.306571	1	[760]luyuan92:GT
improved	LV28	302300.506844	1	[761]lv28:GT
improved	LV45	305309.192377	1	[762]lv45:GT
improved	LX9801	325667.484377	1	[763]Lx9801:GT
improved	M101	303835.414038	1	[764]M101:GT
improved	M1016	317638.568385	1	[765]M1016:GT
improved	M131-5	208909.920442	1	[766]M131-5:GT
improved	M22	211164.339283	1	[769]M22:GT
improved	M3	260694.965662	1	[770]M3:GT
improved	M3736	305686.392775	1	[771]M3736:GT
improved	M9	283667.35568	1	[773]M9:GT
improved	MAX	247279.200223	1	[774]Max:GT
improved	MAXA	235096.15231	1	[775]Maxa:GT
improved	MBNA	311339.17186	1	[776]MBNA:GT
improved	MBPM	299071.758526	1	[777]MBPM:GT
improved	MBSJ	310646.231642	1	[778]MBSJ:GT
improved	MBST	316558.914048	1	[779]MBST:GT
improved	MBUB	308619.205843	1	[780]MBUB:GT
improved	MDF-13D	315007.733871	1	[781]MDF-13D:GT
improved	MEI68113	281697.967197	1	[782]mei68113:GT
improved	ML606	304046.542583	1	[783]ML606:GT
improved	MM-1A	317790.03806	1	[784]MM-1A:GT
improved	MM402A	315211.221021	1	[785]MM402A:GT
improved	MO113	304924.97004	1	[786]MO113:GT
improved	MO17-CHIN	316398.529785	1	[788]Mo17-chin:GT
improved	MP	201969.004622	1	[791]MP:GT
improved	MS71	282751.771094	1	[792]Ms71:GT
improved	MU4	315346.30633	1	[793]mu4:GT
improved	MU6	309359.381827	1	[794]mu6:GT
improved	N138	316983.99219	1	[795]N138:GT
improved	N42	227895.098036	1	[797]N42:GT
improved	N6	297564.402087	1	[798]N6:GT
improved	N68A	205600.117511	1	[799]N68a:GT
improved	NAN21-3	253164.990074	1	[800]nan21-3:GT
improved	NC268	115544.291642	1	[801]NC268:GT
improved	NING24	302150.168443	1	[805]ning24:GT
improved	NING37	294962.644468	1	[806]ning37:GT
improved	NING45	288509.037435	1	[807]ning45:GT
improved	NING55	292842.140301	1	[808]ning55:GT
improved	NIU2-1	306854.257872	1	[809]niu2-1:GT
improved	NN14B	277631.662601	1	[810]NN14B:GT
improved	NQ508	278306.825209	1	[811]NQ508:GT
improved	NS501	267939.947563	1	[812]NS501:GT
improved	NS701	75993.796645	1	[813]NS701:GT
improved	OH07B	294864.144128	1	[814]oh07B:GT
improved	OH43	306603.751645	1	[816]Oh43:GT
improved	OH7	290363.366529	1	[817]OH7:GT
improved	OQ603	275108.081434	1	[819]OQ603:GT
improved	P007	316300.912424	1	[820]P007:GT
improved	P1	314820.38314	1	[821]P1:GT
improved	P136	324931.765717	1	[822]P136:GT
improved	P138	329178.465949	1	[823]P138:GT
improved	P167	322223.646506	1	[824]P167:GT
improved	P25	325123.078694	1	[825]P25:GT
improved	P39	322361.076762	1	[826]P39:GT
improved	P39-CHIN	314804.475098	1	[827]P39-chin:GT
improved	PB80	41349.714771	1	[829]PB80:GT
improved	PHBA6	306599.020945	1	[831]PHBA6:GT
improved	PHG24	293248.996169	1	[832]PHG24:GT
improved	PHG35	310094.515912	1	[833]PHG35:GT
improved	PHG39	266891.307945	1	[834]PHG39:GT
improved	PHG47	300879.296483	1	[835]PHG47:GT
improved	PHG50	303199.487704	1	[836]PHG50:GT
improved	PHG71	254640.383628	1	[837]PHG71:GT
improved	PHG72	283551.079485	1	[838]PHG72:GT
improved	PHG83	307313.674702	1	[839]PHG83:GT
improved	PHG84	303043.134569	1	[840]PHG84:GT
improved	PHG86	130827.162415	1	[841]PHG86:GT
improved	PHH93	299942.184629	1	[842]PHH93:GT
improved	PHJ31	303570.449967	1	[843]PHJ31:GT
improved	PHJ33	307956.789602	1	[844]PHJ33:GT
improved	PHJ40	285179.042096	1	[845]PHJ40:GT
improved	PHJ70	172531.14587	1	[846]PHJ70:GT
improved	PHJ75	302627.695319	1	[847]PHJ75:GT
improved	PHK05	315339.594749	1	[848]PHK05:GT
improved	PHK24	191473.990348	1	[849]PHK24:GT
improved	PHK35	183548.07062	1	[850]PHK35:GT
improved	PHK42	296509.349888	1	[851]PHK42:GT
improved	PHK76	311158.905621	1	[852]PHK76:GT
improved	PHK93	302757.776859	1	[853]PHK93:GT
improved	PHM10	283363.863269	1	[854]PHM10:GT
improved	PHM44	308400.377911	1	[855]PHM44:GT
improved	PHM57	305255.312215	1	[856]PHM57:GT
improved	PHM81	280855.212096	1	[857]PHM81:GT
improved	PHN11	296725.505311	1	[858]PHN11:GT
improved	PHN29	206423.696974	1	[859]PHN29:GT
improved	PHN37	313892.166617	1	[860]PHN37:GT
improved	PHN47	268778.077838	1	[861]PHN47:GT
improved	PHN66	256195.406959	1	[862]PHN66:GT
improved	PHN73	310221.538239	1	[863]PHN73:GT
improved	PHN82	293904.291398	1	[864]PHN82:GT
improved	PHNV9	229355.231333	1	[865]PHNV9:GT
improved	PHP02	261201.16365	1	[866]PHP02:GT
improved	PHP55	288061.224053	1	[867]PHP55:GT
improved	PHP60	296036.150352	1	[868]PHP60:GT
improved	PHP76	295764.064653	1	[869]PHP76:GT
improved	PHP85	192277.422986	1	[870]PHP85:GT
improved	PHPR5	228076.603176	1	[871]PHPR5:GT
improved	PHR25	298862.96894	1	[872]PHR25:GT
improved	PHR30	291607.179076	1	[873]PHR30:GT
improved	PHR32	301787.834107	1	[874]PHR32:GT
improved	PHR36	290414.505749	1	[875]PHR36:GT
improved	PHR47	286210.407654	1	[876]PHR47:GT
improved	PHR55	280214.736341	1	[877]PHR55:GT
improved	PHR58	315753.793136	1	[878]PHR58:GT
improved	PHR62	297543.384089	1	[879]PHR62:GT
improved	PHR63	304024.259513	1	[880]PHR63:GT
improved	PHT10	141968.369898	1	[881]PHT10:GT
improved	PHT22	303388.281734	1	[882]PHT22:GT
improved	PHT55	263830.085892	1	[883]PHT55:GT
improved	PHT60	301368.107064	1	[884]PHT60:GT
improved	PHT69	276131.548776	1	[885]PHT69:GT
improved	PHT77	273381.635792	1	[886]PHT77:GT
improved	PHV37	269623.123674	1	[887]PHV37:GT
improved	PHV53	312521.217939	1	[888]PHV53:GT
improved	PHV78	307564.082721	1	[889]PHV78:GT
improved	PHW03	293701.663111	1	[890]PHW03:GT
improved	PHW17	122442.746795	1	[891]PHW17:GT
improved	PHW20	296686.700496	1	[892]PHW20:GT
improved	PHW30	298358.740728	1	[893]PHW30:GT
improved	PHW43	303126.582485	1	[894]PHW43:GT
improved	PHW51	248578.611965	1	[895]PHW51:GT
improved	PHW52	187289.292167	1	[896]PHW52:GT
improved	PHW79	296274.153564	1	[897]PHW79:GT
improved	PHWG5	308469.388961	1	[898]PHWG5:GT
improved	PHZ51	306350.83832	1	[899]PHZ51:GT
improved	PN2	305130.091653	1	[900]PN2:GT
improved	PN2-8	263009.624694	1	[901]PN2-8:GT
improved	Q1261	304690.103774	1	[902]Q1261:GT
improved	Q381	298715.572738	1	[903]Q381:GT
improved	QI205	306555.014423	1	[904]qi205:GT
improved	QI318	310905.901789	1	[905]qi318:GT
improved	QI319	326473.962152	1	[906]qi319:GT
improved	QI35	303381.118024	1	[907]qi35:GT
improved	QI410	247321.931863	1	[908]qi410:GT
improved	QIONG51	288348.140699	1	[909]qiong51:GT
improved	R017	315571.079604	1	[910]R017:GT
improved	R08	313661.618036	1	[911]R08:GT
improved	R136	317615.04285	1	[912]R136:GT
improved	R150	322506.23659	1	[913]R150:GT
improved	R1656	334405.349616	1	[914]R1656:GT
improved	R25	317388.05082	1	[915]R25:GT
improved	R31	301720.295314	1	[916]R31:GT
improved	R98	315474.224224	1	[917]R98:GT
improved	RIMMA0438.1	305109.744196	1	[918]RIMMA0438.1:GT
improved	RS710	282271.417922	1	[919]RS710:GT
improved	S001	321665.94176	1	[920]S001:GT
improved	S22	252985.505471	1	[921]S22:GT
improved	S311	313249.472009	1	[922]S311:GT
improved	S37	320064.289118	1	[923]S37:GT
improved	S53	237999.517507	1	[924]S53:GT
improved	S7913	311935.070894	1	[925]S7913:GT
improved	S8324	106673.013817	1	[926]S8324:GT
improved	S8326	316251.027848	1	[927]S8326:GT
improved	SC11-1	306795.576646	1	[928]SC11-1:GT
improved	SC-14	280820.417877	1	[929]SC-14:GT
improved	SC14	271065.876396	1	[930]SC14:GT
improved	SC24-1	281169.181177	1	[931]SC24-1:GT
improved	SC30-1	316463.791586	1	[932]SC30-1:GT
improved	SC-9	281045.489921	1	[933]SC-9:GT
improved	SC9	281572.869156	1	[934]SC9:GT
improved	SEAGU1117	316299.17786	1	[935]Seagu1117:GT
improved	SG17	318491.537958	1	[937]SG17:GT
improved	SHAN89	322327.110484	1	[938]shan89:GT
improved	SHANGYIN110-1	296323.268984	1	[939]shangyin110-1:GT
improved	SHEN135	321720.984826	1	[940]shen135:GT
improved	SHEN137	331098.612004	1	[941]shen137:GT
improved	SHEN142	241277.24503	1	[942]shen142:GT
improved	SHEN5005	312678.128398	1	[943]shen5005:GT
improved	SHEN977	332714.605463	1	[944]shen977:GT
improved	SHUANG741	329279.752931	1	[945]shuang741:GT
improved	SHUANGM9B-1	295495.833677	1	[946]shuangM9B-1:GT
improved	SHUANGTAIWU	315351.542308	1	[947]shuangtaiwu:GT
improved	SIYI	256445.396098	1	[948]siyi:GT
improved	SONG1145	310451.84003	1	[949]song1145:GT
improved	SS99	297151.754494	1	[950]SS99:GT
improved	SU75	278330.974764	1	[951]su75:GT
improved	SUWAN1611	310007.103375	1	[952]suwan1611:GT
improved	SW153	292714.2249	1	[953]SW153:GT
improved	SX-4-21	288706.364931	1	[954]SX-4-21:GT
improved	SX-6-7	285534.463746	1	[955]SX-6-7:GT
improved	SZ3	325237.725078	1	[956]SZ3:GT
improved	T24	289819.615501	1	[957]T24:GT
improved	TAI184	300189.598252	1	[958]tai184:GT
improved	TANGSIPINGTOU	288078.524223	1	[959]tangsipingtou:GT
improved	TIAN77	314395.992094	1	[960]tian77:GT
improved	TIE7922	193784.349349	1	[961]tie7922:GT
improved	TIMPUNIA-1	290846.779359	1	[962]Timpunia-1:GT
improved	VG85-5	296211.058412	1	[968]VG85-5:GT
improved	VL0512447	306869.925872	1	[969]VL0512447:GT
improved	VL05128	307817.453413	1	[970]VL05128:GT
improved	VL054178	307671.376487	1	[971]VL054178:GT
improved	VL05610	313337.140075	1	[972]VL05610:GT
improved	VL056883	307780.342617	1	[973]VL056883:GT
improved	VL062784	318132.52766	1	[974]VL062784:GT
improved	W172	160423.849974	1	[977]W172:GT
improved	W182BN	297816.282189	1	[978]W182bn:GT
improved	W22	295464.125345	1	[979]W22:GT
improved	W222	288773.211463	1	[980]W222:GT
improved	W23	296204.494745	1	[981]W23:GT
improved	W238	292809.883687	1	[982]W238:GT
improved	W2H03	300382.651591	1	[983]W2H03:GT
improved	W344	287273.652224	1	[984]W344:GT
improved	W499	101272.543404	1	[985]W499:GT
improved	W64A	290685.020025	1	[986]W64A:GT
improved	W668	253975.298004	1	[987]W668:GT
improved	W8304	73281.909894	1	[988]W8304:GT
improved	W8555	83322.128625	1	[989]W8555:GT
improved	W966	294054.470147	1	[990]W966:GT
improved	W967	305432.248541	1	[991]W967:GT
improved	W968	322614.620631	1	[992]W968:GT
improved	W969	310987.689516	1	[993]W969:GT
improved	W9706	310895.368149	1	[994]W9706:GT
improved	WEI3322	301906.355882	1	[995]wei3322:GT
improved	WENHUANG31413	317328.982919	1	[996]wenhuang31413:GT
improved	WIL500	271637.246445	1	[997]WIL500:GT
improved	WIL900	310355.073919	1	[998]WIL900:GT
improved	WIL901	253597.881952	1	[999]WIL901:GT
improved	WIL903	260134.323873	1	[1000]WIL903:GT
improved	WN11H	314557.246319	1	[1001]WN11H:GT
improved	WU109	311617.194301	1	[1002]wu109:GT
improved	WU125	295592.388541	1	[1003]wu125:GT
improved	WU126	337327.214226	1	[1004]wu126:GT
improved	WU312	302673.178004	1	[1005]wu312:GT
improved	X314	251955.077083	1	[1006]X314:GT
improved	XF117	272327.017513	1	[1007]XF117:GT
improved	XF134	317172.511558	1	[1008]XF134:GT
improved	XF197	322481.333949	1	[1009]XF197:GT
improved	XF223	312679.813338	1	[1010]XF223:GT
improved	XF27	306212.136607	1	[1011]XF27:GT
improved	XF77	295390.897433	1	[1012]XF77:GT
improved	XI502	337527.917632	1	[1013]xi502:GT
improved	XIANGAI3	294810.204656	1	[1014]xiangai3:GT
improved	XING230	279571.043771	1	[1015]xing230:GT
improved	XINGK36	300088.336325	1	[1016]xingK36:GT
improved	XINLUN5-9	314231.18301	1	[1017]xinlun5-9:GT
improved	XOP2	249583.381833	1	[1018]XOP2:GT
improved	XUAN6	301566.397084	1	[1019]xuan6:GT
improved	XUN92-6	335898.184874	1	[1020]xun92-6:GT
improved	XUN92-8	336840.192696	1	[1021]xun92-8:GT
improved	XUN971	296784.520571	1	[1022]xun971:GT
improved	XZ19	316138.665927	1	[1023]XZ19:GT
improved	Y223	327293.110082	1	[1024]Y223:GT
improved	Y9961	308933.588713	1	[1025]y9961:GT
improved	YAN103	313648.213045	1	[1026]yan103:GT
improved	YAN156	311200.901897	1	[1027]yan156:GT
improved	YAN172	304648.255437	1	[1028]yan172:GT
improved	YAN38	302657.027994	1	[1029]yan38:GT
improved	YAN812	152258.486532	1	[1030]yan812:GT
improved	YD6	219166.090169	1	[1031]Yd6:GT
improved	YE107	283966.100335	1	[1032]ye107:GT
improved	YE488	258206.30088	1	[1033]ye488:GT
improved	YE515	304504.368874	1	[1034]ye515:GT
improved	YE52106	298193.316928	1	[1035]ye52106:GT
improved	YE5237	334369.58376	1	[1036]ye5237:GT
improved	YE8001	254283.929204	1	[1037]ye8001:GT
improved	YE8112	152740.376359	1	[1038]ye8112:GT
improved	YE832	144734.375194	1	[1039]ye832:GT
improved	YI12	267962.314905	1	[1040]yi12:GT
improved	YI36	284918.517957	1	[1041]yi36:GT
improved	YI49	290133.841886	1	[1042]yi49:GT
improved	YI67	294769.91243	1	[1043]yi67:GT
improved	YS06	236291.268384	1	[1044]ys06:GT
improved	YU374	258193.575595	1	[1045]yu374:GT
improved	YU537A	298080.854045	1	[1046]yu537A:GT
improved	YU82	276513.973516	1	[1047]yu82:GT
improved	YU87-1	310361.137112	1	[1048]yu87-1:GT
improved	YUANWU02	296286.307748	1	[1049]yuanwu02:GT
improved	YUANWU05	320882.22459	1	[1050]yuanwu05:GT
improved	YUE39-4	312031.996235	1	[1051]yue39-4:GT
improved	YUE89A12-1	311564.400209	1	[1052]yue89A12-1:GT
improved	YUE89E4-2	329553.651729	1	[1053]yue89E4-2:GT
improved	YUN147	302928.570488	1	[1054]yun147:GT
improved	Z31B	318162.287141	1	[1055]Z31B:GT
improved	ZAC546	304570.382575	1	[1056]zaC546:GT
improved	ZEAXPPRCUDIAAPEI-1	322311.292267	1	[1057]ZEAxppRCUDIAAPEI-1:GT
improved	ZEAXPPRCVDIAAPEI-2	321141.001238	1	[1058]ZEAxppRCVDIAAPEI-2:GT
improved	ZEAXPPRCYDIAAPEI-5	274242.179264	1	[1059]ZEAxppRCYDIAAPEI-5:GT
improved	ZEAXPPRDCDIAAPEI-2	313950.355821	1	[1060]ZEAxppRDCDIAAPEI-2:GT
improved	ZEAXPPRDCDIAAPEI-7	313076.179332	1	[1061]ZEAxppRDCDIAAPEI-7:GT
improved	ZEAXPPRDGDIAAPEI-11	316054.024876	1	[1062]ZEAxppRDGDIAAPEI-11:GT
improved	ZEAXPPRDHDIAAPEI-12	324234.441026	1	[1063]ZEAxppRDHDIAAPEI-12:GT
improved	ZEAXPPRDIDIAAPEI-1	332312.967902	1	[1064]ZEAxppRDIDIAAPEI-1:GT
