plot_id,geno,block,column,range,experiment,Chl 1,Chl 2,Chl 3,Node Number,Plant Height 1,Plant Height 2,Plant Height 3,Scenescence
30101,PI 533800,3,1,1,HN,83,55.6,38,13,3.3,3.6,3.6,25-50%
30102,PI 533972,3,2,1,HN,58.5,46.7,40.2,11,3.4,3.7,3.3,0-25%
30103,PI 533807,3,3,1,HN,80.6,49.1,46.8,13,3.2,3.3,3.2,50-75%
30104,check,3,4,1,HN,78.5,54.3,51.3,11,4.4,5,4.6,25-50%
30105,PI 576348,3,5,1,HN,88.6,71.5,59.6,10,4.2,4.2,4.2,50-75%
30106,PI 656003,3,6,1,HN,76.4,71.3,56.9,14,5.1,4.2,5.1,0-25%
30107,PI 656061,3,7,1,HN,74.6,68,51.1,15,4.2,4.2,3.9,25-50%
30108,PI 656009,3,8,1,HN,91.4,60.8,54.1,10,3.2,3.1,NA,75-100%
30109,PI 656006,3,9,1,HN,87,59.3,68.5,13,3.5,3.1,3.4,0-25%
30110,PI 533961,3,10,1,HN,95.5,83.2,61.7,12,4,3.9,3.7,25-50%
30111,PI 533792,3,11,1,HN,93,74.8,86.1,10,3.2,2.9,3.2,50-75%
30112,PI 534063,3,12,1,HN,91.2,83.2,79.5,13,3.5,3.1,3.3,25-50%
30113,PI 576347,3,13,1,HN,99.2,60.2,49.8,7,4.1,3.8,3.6,50-75%
30114,PI 595702,3,14,1,HN,101.9,51,45.7,10,4.2,4.5,4.2,0-25%
30115,PI 534117,3,15,1,HN,114.2,79.5,44,11,3.2,3.1,3.2,25-50%
30116,PI 656112,3,16,1,HN,112.6,81,55,11,2.8,2.7,2.8,50-75%
30117,check,3,17,1,HN,80.5,56.3,60.9,9,4.3,4.5,4.5,0-25%
30118,PI 552856,3,18,1,HN,72.2,67.2,55,11,4.1,4.1,4.1,25-50%
30119,PI 533762,3,19,1,HN,88.8,62.5,57.1,11,2.7,2.6,2.6,50-75%
30120,PI 533877,3,20,1,HN,100.2,43.5,57.4,8,2.5,2,2.3,75-100%
30121,PI 534088,3,21,1,HN,87.9,62.4,56.3,12,4.5,4.4,4.2,50-75%
30122,PI 597951,3,22,1,HN,44.3,35.1,36.9,9,5.9,NA,NA,25-50%
30123,PI 655977,3,23,1,HN,104.7,59.6,52.9,11,2.7,2.5,2.5,25-50%
30124,PI 576385,3,24,1,HN,NA,NA,NA,NA,NA,NA,NA,NA
30125,PI 659696,3,25,1,HN,59.8,42,35.9,10,3.3,3.3,NA,50-75%
30126,PI 656088,3,26,1,HN,65.7,42.8,23.6,10,2.2,2.2,2.4,75-100%
30127,PI 656035,3,27,1,HN,56.3,31.3,38.9,11,8.2,8.2,8.1,50-75%
30201,PI 534009,3,1,2,HN,71.8,47.3,45.9,12,3.5,3.8,3.6,0-25%
30202,check,3,2,2,HN,85.4,54,52.9,11,4.6,4.6,4.9,50-75%
30203,PI 533814,3,3,2,HN,58.3,49.8,53.1,14,3.3,3.1,3.2,25-50%
30204,PI 534135,3,4,2,HN,72.5,62.5,46.9,14,3.2,3,3.1,25-50%
30205,PI 656002,3,5,2,HN,57.2,55.6,64.7,12,3.5,3.5,3.5,25-50%
30206,PI 576349,3,6,2,HN,NA,NA,NA,NA,NA,NA,NA,NA
30207,check,3,7,2,HN,90.2,67.7,49.2,11,4.9,5,4.9,0-25%
30208,PI 656117,3,8,2,HN,82.4,64,61.1,12,2.5,2.6,2.5,25-50%
30209,PI 656034,3,9,2,HN,78.7,51.5,32.2,12,4,4.2,4.1,25-50%
30210,PI 533939,3,10,2,HN,54.8,30.5,31.1,10,2.8,2.8,2.7,50-75%
30211,PI 534097,3,11,2,HN,83.8,62.6,55.9,9,3.8,3.6,3.7,0-25%
30212,PI 329440,3,12,2,HN,46.4,42.2,40.6,10,3.3,3.4,3.3,25-50%
30213,PI 597961,3,13,2,HN,81.5,62.3,52.5,9,2.7,2.6,2.8,50-75%
30214,PI 576366,3,14,2,HN,89.4,59,58.8,9,3.3,3.1,3.1,25-50%
30215,PI 534145,3,15,2,HN,77.4,48.8,36,14,10.8,10.3,10.7,0-25%
30216,PI 656105,3,16,2,HN,76.6,54.7,54.8,9,2.3,2.3,2.5,50-75%
30217,PI 655980,3,17,2,HN,NA,NA,NA,NA,NA,NA,NA,NA
30218,PI 656119,3,18,2,HN,97.7,57.4,62,10,3.9,4,4.1,75-100%
30219,PI 534144,3,19,2,HN,81.4,65.5,65.8,11,3.1,3,3.1,0-25%
30220,PI 533985,3,20,2,HN,77.4,NA,57.4,10,3.4,3.4,3.2,25-50%
30221,PI 533788,3,21,2,HN,98,51.7,70.6,12,2.5,2.3,2.5,50-75%
30222,PI 642998,3,22,2,HN,67.6,40.5,29.5,12,9.5,9.4,9.7,75-100%
30223,check,3,23,2,HN,98.5,57.3,49.7,11,4.2,4.2,4.5,25-50%
30224,PI 534167,3,24,2,HN,67.8,44,33.1,12,3.6,3.5,3.7,50-75%
30225,check,3,25,2,HN,86.3,49.5,44.5,10,4.8,4.7,4.6,25-50%
30226,PI 655986,3,26,2,HN,70.9,56.6,45.8,12,3.6,3.5,3.5,50-75%
30227,PI 656103,3,27,2,HN,88.8,52.4,31.2,11,4.5,4.5,4.2,75-100%
30301,PI 533903,3,1,3,HN,99,61.3,57.1,9,3.6,3.7,3.6,0-25%
30302,PI 533863,3,2,3,HN,85.6,61,53.9,8,3.4,3.3,3.5,75-100%
30303,PI 533902,3,3,3,HN,92.5,57.8,42.2,12,3.8,3.6,3.8,25-50%
30304,PI 576381,3,4,3,HN,77.5,58,63.4,13,3,3,3,25-50%
30305,PI 655996,3,5,3,HN,71.7,75.7,61.8,11,3.5,3.6,3.6,25-50%
30306,PI 576396,3,6,3,HN,95.8,54.3,57.1,8,1.4,1.3,1.8,75-100%
30307,PI 656007,3,7,3,HN,38.3,NA,59.7,8,1.6,1.3,NA,50-75%
30308,PI 656040,3,8,3,HN,88.1,63.7,49.4,11,3,3.2,3.1,25-50%
30309,PI 656039,3,9,3,HN,78.5,62.6,60.5,12,5,5.1,4.7,75-100%
30310,PI 533913,3,10,3,HN,83,75.9,64.8,11,2.9,3.2,3,75-100%
30311,PI 533987,3,11,3,HN,88.4,71.5,65.8,10,3.2,3.5,3.5,50-75%
30312,PI 534046,3,12,3,HN,109,81.7,63,10,2.6,2.6,2.8,50-75%
30313,PI 534116,3,13,3,HN,103.8,66.9,73.8,10,3.7,3.4,3.7,50-75%
30314,PI 597950,3,14,3,HN,58.5,29.2,6.8,11,5.9,6.2,6,75-100%
30315,PI 534123,3,15,3,HN,120.1,93.7,85.3,10,2.3,2.5,NA,25-50%
30316,PI 656064,3,16,3,HN,NA,NA,NA,NA,NA,NA,NA,NA
30317,PI 656081,3,17,3,HN,65,51.4,56.4,9,4.1,4,4.3,50-75%
30318,PI 656120,3,18,3,HN,102.5,73.1,41.2,11,2.8,2.6,2.8,50-75%
30319,PI 534104,3,19,3,HN,77.1,58.1,58.5,10,3.4,3.4,3.4,25-50%
30320,PI 533938,3,20,3,HN,102.3,81,NA,11,4.1,4.1,4,50-75%
30321,PI 533876,3,21,3,HN,82.1,48.2,50.9,7,3,2.7,2.9,75-100%
30322,PI 597980,3,22,3,HN,98.3,57.5,8.7,9,2.8,3.1,3,75-100%
30323,PI 564163,3,23,3,HN,77.1,47.4,35.8,12,5.1,5,5.3,75-100%
30324,PI 597966,3,24,3,HN,65.3,56.6,53.9,10,2.5,2.6,2.5,50-75%
30325,PI 656106,3,25,3,HN,82.2,50.9,52,12,3.5,3.6,3.6,50-75%
30326,PI 655994,3,26,3,HN,85.6,45.4,39.7,10,7,6.9,6.4,75-100%
30327,Btx623,3,27,3,HN,80,59,45.9,10,4.4,4.4,4.2,50-75%
30401,PI 534114,3,1,4,HN,67.2,59.1,55.2,13,3.4,3.4,3.4,50-75%
30402,PI 533831,3,2,4,HN,48.7,58.1,52,12,2.7,2.9,2.9,75-100%
30403,PI 534021,3,3,4,HN,63.4,49.2,53.9,13,2.9,3,3.3,50-75%
30404,check,3,4,4,HN,58.4,66.7,63.9,10,4.3,4.3,4.5,25-50%
30405,PI 548797,3,5,4,HN,55.2,62.2,65.4,12,3.9,3.7,3.8,25-50%
30406,PI 564165,3,6,4,HN,40.9,60.4,47.1,12,3.4,3.7,3.5,25-50%
30407,PI 656110,3,7,4,HN,63.9,37.1,38.2,7,2,2.3,2.1,50-75%
30408,PI 659694,3,8,4,HN,58.5,62.9,72.4,12,3.3,3.4,3.6,75-100%
30409,PI 656069,3,9,4,HN,59.2,59.4,59.7,11,2.8,3,3,50-75%
30410,PI 533996,3,10,4,HN,70.3,51.8,60.2,11,3.4,3.4,3.6,75-100%
30411,PI 533979,3,11,4,HN,65,56.6,72.9,12,4,3.8,3.9,25-50%
30412,PI 533936,3,12,4,HN,65.1,58,63.3,10,3.1,3.1,3.1,25-50%
30413,PI 655987,3,13,4,HN,59.7,50.7,61.5,11,4.1,4.1,4,50-75%
30414,PI 597972,3,14,4,HN,63.6,53.3,56,10,3.8,3.7,3.6,75-100%
30415,PI 534099,3,15,4,HN,56.6,54.8,54.7,11,2.6,2.8,2.6,50-75%
30416,PI 656101,3,16,4,HN,67.2,73.4,59.7,9,8.3,8.4,8.4,50-75%
30417,check,3,17,4,HN,67.2,59.3,54.3,11,4.9,5,5.1,0-25%
30418,PI 656020,3,18,4,HN,77.8,45.4,55.5,12,3.4,3.2,3.4,50-75%
30419,PI 533976,3,19,4,HN,44,40,29.6,12,3.3,3.2,3.2,75-100%
30420,check,3,20,4,HN,79,56.4,63.4,13,4.8,5,4.8,0-25%
30421,PI 533937,3,21,4,HN,105.2,77.2,85.4,11,4.2,4.1,4,25-50%
30422,PI 595744,3,22,4,HN,130.1,69.4,57.7,12,3.1,3.2,3.4,25-50%
30423,PI 655973,3,23,4,HN,83.5,47.9,46.7,14,4.2,4.2,4.1,25-50%
30424,PI 597946,3,24,4,HN,75.2,34.3,52.9,8,3.6,3.5,3.7,75-100%
30425,PI 655992,3,25,4,HN,111.7,50.8,63.2,11,3.9,4,3.8,50-75%
30426,PI 651492,3,26,4,HN,86,70.4,86.2,12,3.6,3.7,3.6,25-50%
30427,PI 656074,3,27,4,HN,89.2,50.6,53.7,11,3.6,3.5,3.5,NA
30501,PI 533962,3,1,5,HN,70.5,74.3,36.7,12,3.9,3.8,3.7,25-50%
30502,PI 534053,3,2,5,HN,91.9,55,58.5,11,2.4,2.6,2.6,0-25%
30503,PI 533924,3,3,5,HN,128.9,81,89.7,10,2.5,2,2.4,75-100%
30504,PI 576434,3,4,5,HN,94.8,68.9,55.2,13,4.2,4.3,4.5,75-100%
30505,PI 595740,3,5,5,HN,106.9,53.3,61.7,11,2.8,3.2,2.8,0-25%
30506,PI 595743,3,6,5,HN,70.9,56.5,58.4,12,3.3,3,2.9,25-50%
30507,PI 656015,3,7,5,HN,109.3,55.1,75.4,11,4,4.6,4.4,25-50%
30508,PI 566819,3,8,5,HN,70.8,36.3,32.6,15,11.2,11.4,11,25-50%
30509,check,3,9,5,HN,83.1,65,51.3,11,4.6,4.7,4.6,0-25%
30510,PI 533754,3,10,5,HN,99.9,72.6,65.2,9,3.9,3.7,3.9,0-25%
30511,PI 533766,3,11,5,HN,75.7,72.2,49,10,3,3.2,3.2,50-75%
30512,PI 533769,3,12,5,HN,70.2,40,42.8,10,1.9,2.1,2.2,75-100%
30513,PI 576337,3,13,5,HN,84.8,61.3,57.1,11,4.3,4.1,4,25-50%
30514,PI 576399,3,14,5,HN,91.2,65.4,70.6,10,6,6.8,7,0-25%
30515,PI 576332,3,15,5,HN,90.3,49.1,67.3,10,3,3.2,3.2,0-25%
30516,PI 656116,3,16,5,HN,96.5,57,44.2,9,4.3,4.4,4.3,25-50%
30517,PI 656087,3,17,5,HN,87.7,55.1,53.9,9,3.9,3.5,3.3,25-50%
30518,PI 656055,3,18,5,HN,91.7,68,71.1,11,3.3,3.2,3.5,25-50%
30519,PI 534139,3,19,5,HN,79.2,40.5,46.4,8,6.6,6.8,6.2,0-25%
30520,PI 534079,3,20,5,HN,88.2,55.9,45,10,3.5,3.9,3.3,75-100%
30521,PI 533970,3,21,5,HN,105.4,58.6,41.9,11,2.7,2.9,2.9,25-50%
30522,check,3,22,5,HN,86,57.7,57,12,4.7,4.5,4.7,0-25%
30523,PI 655979,3,23,5,HN,80.1,49.6,56.4,11,3.6,3.6,3.7,25-50%
30524,PI 576437,3,24,5,HN,78.8,44.2,49.4,10,4.2,4,4.4,50-75%
30525,PI 641824,3,25,5,HN,77,57.5,40,10,8.8,8.5,8.5,50-75%
30526,PI 656013,3,26,5,HN,59,50.8,31.9,13,6.2,6.6,6.5,50-75%
30527,PI 656102,3,27,5,HN,79.4,66.6,55.2,9,4.8,5,4.6,25-50%
30601,check,3,1,6,HN,82.8,51.7,52.2,12,4.9,4.9,5,0-25%
30602,PI 534133,3,2,6,HN,78.4,53.6,55.2,11,3.5,3.7,3.6,25-50%
30603,PI 533980,3,3,6,HN,78,56.6,59.7,14,2.3,2.5,2.6,75-100%
30604,PI 597949,3,4,6,HN,61.8,48.6,43,17,4.2,3.9,4,25-50%
30605,PI 655975,3,5,6,HN,77.3,67.4,65.4,11,3,3.1,3.1,25-50%
30606,PI 576340,3,6,6,HN,97.4,70,65.7,13,4.5,4.5,4.7,25-50%
30607,PI 656070,3,7,6,HN,90.4,56.3,33.8,11,3,2.7,2.8,75-100%
30608,PI 655985,3,8,6,HN,84.8,60.6,44,11,2.9,3,3,25-50%
30609,PI 656053,3,9,6,HN,65.1,50.3,33.2,13,3.3,3,2.9,50-75%
30610,PI 533940,3,10,6,HN,86.5,55.4,61.1,9,4.4,4.4,4.6,25-50%
30611,check,3,11,6,HN,110.9,60.8,60.9,11,4.2,4.5,4.3,0-25%
30612,PI 534047,3,12,6,HN,109,69.9,71.3,9,3.6,3.5,3.6,0-25%
30613,PI 552861,3,13,6,HN,102.9,71.3,51.3,11,4.2,4.4,3.8,75-100%
30614,PI 576350,3,14,6,HN,91.1,85.5,82.2,11,3.7,3.7,3.8,0-25%
30615,check,3,15,6,HN,98.7,59.6,51.3,11,4.5,4.7,4.2,0-25%
30616,PI 656098,3,16,6,HN,72.7,56.5,49.9,8,8.2,8.4,8.3,25-50%
30617,PI 659693,3,17,6,HN,99,68.1,48.7,9,2.2,2.4,2.5,75-100%
30618,PI 656010,3,18,6,HN,113.3,73.9,77.1,10,3.3,3.3,3.3,0-25%
30619,PI 533752,3,19,6,HN,112.5,63,60.8,14,3.1,3.1,2.9,75-100%
30620,PI 534137,3,20,6,HN,70.7,56.6,55.9,11,4.2,4.2,4,25-50%
30621,check,3,21,6,HN,97,58.8,61.2,12,4.5,4.5,4.7,0-25%
30622,PI 642793,3,22,6,HN,109.3,82.6,84.7,12,3.6,3.6,3.5,0-25%
30623,PI 597945,3,23,6,HN,88.6,51.6,68.8,11,3.7,3.6,3.7,0-25%
30624,PI 542718,3,24,6,HN,103.5,62.4,23.2,11,3.9,4.1,4,75-100%
30625,check,3,25,6,HN,NA,77.8,74.9,12,4.2,4.3,4.2,0-25%
30626,PI 656046,3,26,6,HN,108.1,58.9,56,11,4,4.2,4.2,75-100%
30627,PI 656050,3,27,6,HN,109.8,72.5,78.4,13,3.6,3.7,3.5,0-25%
30701,PI 533943,3,1,7,HN,69.3,36.2,38.4,13,3.1,3.1,3.3,25-50%
30702,PI 533965,3,2,7,HN,88.3,55.1,42.3,10,4.6,4.4,4.3,25-50%
30703,PI 533839,3,3,7,HN,68.9,46.8,26.2,7,3.3,3.6,3.5,25-50%
30704,PI 585295,3,4,7,HN,109.4,73,53.9,9,2.7,2.8,2.8,25-50%
30705,PI 629040,3,5,7,HN,84.6,70.9,47.9,10,4.5,4.6,4.5,0-25%
30706,PI 576435,3,6,7,HN,74.3,76.7,74.4,13,3.9,3.9,3.7,25-50%
30707,PI 656029,3,7,7,HN,93.2,60,55.3,14,3.9,3.8,4,0-25%
30708,PI 656038,3,8,7,HN,62,49.3,44,14,9.2,8.6,9.4,50-75%
30709,PI 656016,3,9,7,HN,87.5,65.2,63.2,13,3.5,3.3,3.5,25-50%
30710,PI 533785,3,10,7,HN,79.3,55.9,49.3,7,2.9,NA,NA,0-25%
30711,PI 534092,3,11,7,HN,90.4,73.1,64.2,12,3,3,3.2,50-75%
30712,PI 533957,3,12,7,HN,83.9,56.2,60.6,9,2,2.4,2.5,25-50%
30713,PI 595741,3,13,7,HN,52.5,33.9,31.7,10,4.1,4,4.1,50-75%
30714,PI 641874,3,14,7,HN,76.2,55.4,52.6,14,9.4,9.4,9.3,25-50%
30715,PI 595745,3,15,7,HN,90.3,58.1,54.8,10,4.2,4.1,3.8,25-50%
30716,PI 656121,3,16,7,HN,101.8,65.5,65.8,8,4.6,4.6,4.8,25-50%
30717,PI 656019,3,17,7,HN,97,56.4,53.1,10,4.2,4.1,4.1,25-50%
30718,PI 656025,3,18,7,HN,90.5,64.6,37.6,12,4.1,4,3.9,75-100%
30719,PI 152651,3,19,7,HN,86.9,55.5,64.4,17,4.7,5.2,5,25-50%
30720,PI 533871,3,20,7,HN,113.1,73.2,87.4,11,5.3,5,5.2,25-50%
30721,PI 17548,3,21,7,HN,83.8,80,62.5,10,7.6,7.9,7.8,25-50%
30722,PI 613536,3,22,7,HN,67.8,63.5,54.9,9,4.1,3.6,3.8,0-25%
30723,PI 655974,3,23,7,HN,97.4,67.9,65.8,12,5.2,5.4,5.2,25-50%
30724,PI 576387,3,24,7,HN,84.1,45.4,23.2,10,2.6,2.7,2.6,75-100%
30725,PI 655981,3,25,7,HN,67.1,38.1,25.4,13,10.8,1.4,11.1,25-50%
30726,PI 655990,3,26,7,HN,99.5,74.9,68.9,11,3,3.4,3.3,25-50%
30727,PI 656090,3,27,7,HN,89.7,52.1,51.3,8,5,4.9,5,0-25%
30801,PI 533755,3,1,8,HN,87,69.4,42.6,8,2.2,2.1,2.1,0-25%
30802,PI 533843,3,2,8,HN,82.8,52.6,45.1,11,5.7,5.4,5.4,50-75%
30803,PI 533998,3,3,8,HN,49.6,38.3,33.1,8,4,3.6,4,25-50%
30804,PI 595699,3,4,8,HN,88.8,56.1,45.2,12,3,3,2.7,25-50%
30805,PI 576426,3,5,8,HN,105.3,67.2,74.1,12,3.1,3.3,3.3,0-25%
30806,PI 656004,3,6,8,HN,74.2,51.9,37.3,12,3.4,3.4,3,25-50%
30807,PI 656026,3,7,8,HN,63.1,65.9,51.3,10,3.2,3.1,3.4,25-50%
30808,PI 656091,3,8,8,HN,77,44,57.7,14,2.8,3.1,2.9,25-50%
30809,PI 656113,3,9,8,HN,75.7,56.5,41.1,12,5,5,5.1,25-50%
30810,PI 534075,3,10,8,HN,90.5,52.2,41.3,11,4.2,4.2,4,50-75%
30811,check,3,11,8,HN,79.8,51.3,52.6,11,5,4.8,4.7,0-25%
30812,PI 533833,3,12,8,HN,88.2,59.4,40.9,10,4.5,4.4,4.5,0-25%
30813,PI 595718,3,13,8,HN,78.9,56.2,54.7,7,3.3,3.2,3.2,0-25%
30814,PI 655998,3,14,8,HN,76.8,62.5,34.5,13,4,4,4.1,25-50%
30815,check,3,15,8,HN,96.4,43,56,12,4.5,4.5,4.8,0-25%
30816,PI 656104,3,16,8,HN,66.3,40.3,29,8,4.2,NA,NA,50-75%
30817,PI 656109,3,17,8,HN,93,48.7,69.9,7,2.6,2.3,2.4,75-100%
30818,PI 655999,3,18,8,HN,90.3,61.2,60,9,6,6.2,6.1,0-25%
30819,PI 534132,3,19,8,HN,69,53.9,72.3,14,2.7,2.8,2.8,25-50%
30820,PI 533855,3,20,8,HN,60.7,95.9,60.9,10,4.9,4.9,4.7,0-25%
30821,PI 533794,3,21,8,HN,74.5,59.9,47,10,2.8,3.1,3,75-100%
30822,PI 576393,3,22,8,HN,NA,55.9,36.5,7,3.6,3.4,3.4,50-75%
30823,PI 641849,3,23,8,HN,88.2,39.9,48.4,8,8.2,8.6,8.1,25-50%
30824,PI 597976,3,24,8,HN,84.6,58.2,55.4,9,6.5,6.4,6.5,25-50%
30825,PI 656114,3,25,8,HN,106.7,79.7,78.8,9,2.9,3.2,2.7,25-50%
30826,PI 656084,3,26,8,HN,76.7,62,52.5,10,4.5,4.4,4.2,25-50%
30827,PI 656043,3,27,8,HN,NA,NA,NA,NA,NA,NA,NA,NA
30901,PI 533799,3,1,9,HN,44,55.5,47.1,11,3.1,2.6,3,50-75%
30902,check,3,2,9,HN,73.2,75.4,64.4,11,4.6,4.6,4.7,0-25%
30903,PI 533882,3,3,9,HN,62.2,74.1,65.6,13,2.8,3,3,25-50%
30904,PI 656036,3,4,9,HN,58.2,69.1,56.9,13,7.1,7.6,7.3,25-50%
30905,PI 656014,3,5,9,HN,NA,NA,NA,NA,NA,NA,NA,NA
30906,PI 656024,3,6,9,HN,62.7,88.4,61.9,13,5.6,5.9,5.2,25-50%
30907,PI 656086,3,7,9,HN,65.6,70.6,52.1,12,4.1,4.5,4.2,25-50%
30908,Tx430,3,8,9,HN,83.6,80.7,70.7,12,3.7,3.6,3.5,0-25%
30909,PI 656049,3,9,9,HN,73.3,68.3,80.8,11,5.2,5.7,5.9,0-25%
30910,PI 533919,3,10,9,HN,87.8,99.5,90.1,10,3.7,3.3,3.9,0-25%
30911,PI 534155,3,11,9,HN,68.2,51,61.6,11,3.4,3.2,NA,25-50%
30912,PI 533841,3,12,9,HN,71.4,78.2,75.2,11,3.6,3.6,3.6,0-25%
30913,PI 655997,3,13,9,HN,49,76.3,58.9,10,3,3.2,3.1,25-50%
30914,PI 655978,3,14,9,HN,70.9,77.6,70.5,11,3.8,3.9,2.9,25-50%
30915,PI 561072,3,15,9,HN,52.4,77.2,50.6,9,3.6,3.6,3.4,0-25%
30916,PI 655989,3,16,9,HN,69.3,63.7,79.2,11,3.6,3.5,3,0-25%
30917,PI 655988,3,17,9,HN,55.5,52.6,61.1,11,4,4,4.2,25-50%
30918,PI 656027,3,18,9,HN,82.3,92.8,79.6,13,3.6,3.7,3.7,0-25%
30919,PI 533759,3,19,9,HN,72.2,60.4,62.8,11,2.5,2.6,2.5,25-50%
30920,PI 533911,3,20,9,HN,55.4,78.9,61.2,11,2.7,3,2.7,50-75%
30921,PI 533760,3,21,9,HN,41,71.3,51.6,12,2.4,NA,NA,25-50%
30922,PI 597968,3,22,9,HN,46.2,64.8,45.7,12,3.6,3.9,3.4,50-75%
30923,PI 576425,3,23,9,HN,72.9,102.5,66.8,14,3.4,3.2,3.4,25-50%
30924,PI 597982,3,24,9,HN,41.6,54.1,56.5,9,4.7,4.6,4.9,50-75%
30925,PI 656096,3,25,9,HN,73.7,92.8,91.9,13,2.6,3,3.2,25-50%
30926,PI 653616,3,26,9,HN,43.1,50.5,39.9,12,8,8.5,NA,25-50%
30927,PI 655993,3,27,9,HN,69.5,86.2,64.2,11,3.1,3.1,3.2,50-75%
31001,PI 561071,3,1,10,HN,61.6,80.4,61.6,13,3.4,3.4,3.1,0-25%
31002,PI 533989,3,2,10,HN,74.4,75.3,64.7,8,3.4,3.3,3.3,75-100%
31003,PI 542406,3,3,10,HN,90.2,120.5,77,10,3.3,3.5,3.4,25-50%
31004,PI 656028,3,4,10,HN,65.6,84,60.9,13,8.9,8.7,8.5,25-50%
31005,PI 655995,3,5,10,HN,65.3,73.5,62.7,11,6,5.8,5.7,75-100%
31006,check,3,6,10,HN,55.5,82.7,48.4,10,4.7,4,4.6,0-25%
31007,PI 585291,3,7,10,HN,50.1,72.9,37.8,12,3.7,3.7,3.5,0-25%
31008,PI 656048,3,8,10,HN,31.3,61.6,35,12,4.4,4.3,4.5,75-100%
31009,check,3,9,10,HN,55.3,64.8,55,11,4.8,4.6,4.6,0-25%
31010,check,3,10,10,HN,54.6,70.7,49.1,12,4.2,4.6,4.4,0-25%
31011,PI 533757,3,11,10,HN,43,75,43.7,10,2.9,3.1,2.9,25-50%
31012,PI 533901,3,12,10,HN,49.2,51.7,45.7,9,3.2,3.3,3.2,75-100%
31013,check,3,13,10,HN,52,75.7,39.7,12,4.6,4.7,4.6,25-50%
31014,PI 576333,3,14,10,HN,41,60.3,41.5,12,3,3.5,3.5,75-100%
31015,PI 576373,3,15,10,HN,53.7,60.1,29.2,11,NA,NA,NA,NA
31016,PI 656056,3,16,10,HN,60.4,89.5,61,12,3.6,3.4,4.1,25-50%
31017,PI 656075,3,17,10,HN,43.8,66.2,44.7,11,3.9,4,4.1,75-100%
31018,PI 656118,3,18,10,HN,42,65.8,55.6,13,4,4.5,4.4,25-50%
31019,PI 533750,3,19,10,HN,55.3,67,62.4,11,3,3.3,3.1,0-25%
31020,PI 534037,3,20,10,HN,32.8,62.9,29.1,8,2.8,2.9,2.8,25-50%
31021,PI 533986,3,21,10,HN,58.3,85.3,55.1,9,4,NA,NA,NA
31022,PI 534115,3,22,10,HN,58.4,79.4,56.3,9,2.8,2.8,2.8,75-100%
31023,PI 595714,3,23,10,HN,54.6,88.2,53.2,11,2.5,2.7,2.5,75-100%
31024,PI 597958,3,24,10,HN,42.2,58.8,35.1,10,3.2,3.3,3.1,50-75%
31025,PI 656022,3,25,10,HN,40.9,74.1,36.8,11,3.2,3.3,3.2,25-50%
31026,PI 656108,3,26,10,HN,48.6,46.5,50.4,12,8.9,8.9,8.7,0-25%
31027,PI 656085,3,27,10,HN,52.9,66.7,48.5,14,2.7,2.5,2.4,75-100%
31101,PI 276837,3,1,11,HN,43.5,48.9,35.2,14,8.7,9.2,NA,50-75%
31102,PI 533967,3,2,11,HN,49,58,27.4,11,3.2,3.3,3,50-75%
31103,PI 533824,3,3,11,HN,67.3,91,79.2,10,2.6,2.7,2.7,25-50%
31104,PI 576391,3,4,11,HN,51.9,67.8,49.4,13,3.4,3.5,3.6,25-50%
31105,PI 576428,3,5,11,HN,62.2,69.4,59.1,12,3.2,3.2,3.1,50-75%
31106,PI 651496,3,6,11,HN,46.6,62.6,48.1,13,11.4,10.6,10.9,25-50%
31107,PI 656057,3,7,11,HN,48.8,85.1,64.4,15,5,4.9,5.2,0-25%
31108,PI 656107,3,8,11,HN,44.6,64.8,54.8,11,5.5,5.8,5.2,50-75%
31109,PI 656111,3,9,11,HN,51.8,68,48.6,12,4.3,4.5,4.2,0-25%
31110,PI 533845,3,10,11,HN,65.4,68.7,55.2,13,5.6,5.9,5.8,25-50%
31111,PI 533821,3,11,11,HN,63.4,75.6,80,13,2.7,2.7,2.8,0-25%
31112,PI 534112,3,12,11,HN,57.2,62.6,49,12,3,2.7,2.8,0-25%
31113,PI 642791,3,13,11,HN,50.3,57.7,63,13,4,3.9,4,25-50%
31114,check,3,14,11,HN,50.8,79.7,50.6,12,4.5,4.6,4.5,0-25%
31115,PI 576418,3,15,11,HN,50,94.2,50,10,4.4,4.1,4,50-75%
31116,PI 656058,3,16,11,HN,43.8,52.9,72.5,11,3.3,3.6,3.4,50-75%
31117,PI 656082,3,17,11,HN,67.3,88.8,80.4,11,4.2,4.2,3.8,25-50%
31118,PI 656093,3,18,11,HN,38.1,50.1,43.3,11,4.1,3.8,4,50-75%
31119,PI 533915,3,19,11,HN,40.3,86,78.9,10,4.1,4.6,4.2,0-25%
