plot_id,geno,block,column,range,experiment,Chl 1,Chl 2,Chl 3,Node Number,Plant Height 1,Plant Height 2,Plant Height 3,Scenescence
40622,PI 656014,4,22,6,LN,46,NA,NA,NA,NA,NA,NA,NA
40623,PI 656024,4,23,6,LN,46.5,34.1,44.2,NA,2.8,3.1,3.2,NA
40624,PI 576428,4,24,6,LN,47.2,43.2,48.3,NA,5.5,5,5,NA
40625,PI 656051,4,25,6,LN,55.1,42.5,42,NA,3.2,3.4,2.9,NA
40626,Tx430,4,26,6,LN,35.2,42.5,36.3,NA,4.3,3.7,3.8,NA
40627,PI 585291,4,27,6,LN,34.1,31,21,NA,3.5,3.7,3.4,NA
40701,PI 534054,4,1,7,LN,35.2,37.1,26.6,NA,5.2,5.2,4.8,NA
40702,PI 533845,4,2,7,LN,48.5,36.7,22.4,NA,2.7,2.4,2.7,NA
40703,PI 533761,4,3,7,LN,46.2,54.3,50,NA,4,3.6,4,NA
40704,PI 576373,4,4,7,LN,28.8,29.7,25,NA,2.8,2.8,2.8,NA
40705,PI 564164,4,5,7,LN,36.8,24,28,NA,3.2,3.1,3.3,NA
40706,PI 534163,4,6,7,LN,52.6,34.3,38.5,NA,3.5,3.4,3.4,NA
40707,PI 656047,4,7,7,LN,45.2,40.3,NA,NA,4.9,4.6,5.1,NA
40708,PI 656079,4,8,7,LN,33.2,27.3,28,NA,7,6.9,7.2,NA
40709,PI 656072,4,9,7,LN,49.9,45.3,54.1,NA,3.3,3.3,3.5,NA
40710,PI 533910,4,10,7,LN,50,41.2,49.9,NA,3.6,3.7,3.2,NA
40711,PI 533986,4,11,7,LN,51.5,43.9,39.9,NA,3.1,3.5,3.2,NA
40712,PI 534070,4,12,7,LN,38,38,NA,NA,3.8,3.8,3.6,NA
40713,PI 597957,4,13,7,LN,37.9,23.8,28,NA,3.6,3.5,3.4,NA
40714,PI 597958,4,14,7,LN,36.3,30.3,21.4,NA,3.4,3.3,3.4,NA
40715,PI 576390,4,15,7,LN,27.1,23.8,25.5,NA,5.1,4.7,5,NA
40716,PI 656080,4,16,7,LN,44.9,45.1,52.2,NA,3.3,3.8,3.4,NA
40717,PI 656089,4,17,7,LN,27.5,19.5,26.8,NA,4,4.2,4,NA
40718,PI 656060,4,18,7,LN,28.3,15.3,11.7,NA,5.1,5.2,5.2,NA
40719,PI 561472,4,19,7,LN,34.2,60.2,42.3,NA,4.3,4.2,4,NA
40720,PI 34911,4,20,7,LN,NA,NA,NA,NA,4.4,NA,NA,NA
40721,PI 561071,4,21,7,LN,NA,NA,45,NA,3.3,3.1,2.7,NA
40722,PI 656036,4,22,7,LN,39,27.9,35.6,NA,6.3,5.6,6,NA
40723,PI 656023,4,23,7,LN,43.5,18.3,8.5,NA,4.5,4.5,4.5,NA
40724,PI 656044,4,24,7,LN,37.1,18.7,9.6,NA,7,6.9,6.9,NA
40725,check,4,25,7,LN,27.8,48.1,52,NA,3.1,3.2,2.9,NA
40726,PI 656068,4,26,7,LN,20.5,40.7,31.1,NA,4.5,4,4.5,NA
40727,PI 656083,4,27,7,LN,59.2,43.5,26.4,NA,6.3,6.1,5.9,NA
40801,PI 534148,4,1,8,LN,40.7,48,43,NA,5,5.2,4.9,NA
40802,PI 534155,4,2,8,LN,39.6,69.5,67.4,NA,2.5,2.3,2.7,NA
40803,PI 533901,4,3,8,LN,39.1,29,19.2,NA,3.9,3.9,4,NA
40804,PI 576376,4,4,8,LN,54.5,45.6,47.6,NA,2.8,2.8,3,NA
40805,PI 607931,4,5,8,LN,30.4,30.7,50.6,NA,3.2,3.3,3.3,NA
40806,PI 576375,4,6,8,LN,50.4,26,7.9,NA,3.5,3.6,3.1,NA
40807,PI 656075,4,7,8,LN,48.2,25.6,22.2,NA,4,3.9,4.7,NA
40808,PI 656059,4,8,8,LN,30.4,40.1,79.6,NA,6.9,6.9,7.2,NA
40809,PI 659695,4,9,8,LN,NA,NA,NA,NA,3.5,3.5,3.5,NA
40810,PI 533866,4,10,8,LN,31.6,61.5,60.9,NA,3.6,3.4,3.2,NA
40811,PI 534037,4,11,8,LN,40.6,19.1,13.2,NA,3.3,3.5,3.2,NA
40812,PI 533948,4,12,8,LN,30,22.5,27,NA,3.8,3.9,3.7,NA
40813,PI 595714,4,13,8,LN,45.9,28.9,35.3,NA,3.5,3.8,3.4,NA
40814,PI 576394,4,14,8,LN,21.3,44.3,40.2,NA,3.3,3.5,3.4,NA
40815,PI 576339,4,15,8,LN,37,52.1,45.3,NA,5,5,4.6,NA
40816,PI 653616,4,16,8,LN,31.9,30.8,38.5,NA,3.3,3.8,3.4,NA
40817,PI 656115,4,17,8,LN,46.5,21.9,25.7,NA,3.9,4.1,4,NA
40818,PI 656077,4,18,8,LN,53.4,13.6,13.3,NA,5.2,5.2,4.9,NA
40819,check,4,19,8,LN,49.8,31.2,22.2,NA,4.3,4.2,4.2,NA
40820,check,4,20,8,LN,22.2,36.9,20.4,NA,4.5,NA,NA,NA
40821,PI 534028,4,21,8,LN,15.6,21,13.9,NA,3.3,3,2.8,NA
40822,PI 656028,4,22,8,LN,33.7,35.2,24.7,NA,5.2,6.1,6.2,NA
40823,PI 597964,4,23,8,LN,33,52.6,41.9,NA,4.5,4.5,4.5,NA
40824,PI 597960,4,24,8,LN,27.4,44.1,36.1,NA,6.9,6.9,6.8,NA
40825,PI 656076,4,25,8,LN,35.6,47.7,46.3,NA,3.2,2.9,3,NA
40826,Tx430,4,26,8,LN,37.5,32,26.1,NA,4.5,4.5,4.7,NA
40827,PI 35038,4,27,8,LN,49,34.5,31.3,NA,6.3,6.2,6.3,NA
40901,PI 533754,4,1,9,LN,57.2,55.6,33,NA,3.5,3.5,3.4,NA
40902,PI 534097,4,2,9,LN,40.9,64.1,27.4,NA,3.4,3.6,3.7,NA
40903,PI 533913,4,3,9,LN,47.2,61.1,48.9,NA,3.6,4.2,3.6,NA
40904,PI 576332,4,4,9,LN,36.6,48,34.8,NA,3.5,3.2,3.3,NA
40905,check,4,5,9,LN,49.1,59,25.4,NA,4.2,3.9,3.9,NA
40906,PI 534116,4,6,9,LN,41.1,54,27.3,NA,4.1,3.9,3.9,NA
40907,PI 656064,4,7,9,LN,42.2,31.1,18.5,NA,5.1,5,5.3,NA
40908,PI 656025,4,8,9,LN,54.4,66,36.7,NA,3.1,3.6,3.4,NA
40909,check,4,9,9,LN,43.2,42.9,42.2,NA,2.6,2.5,2.7,NA
40910,PI 533980,4,10,9,LN,25,38.6,29.6,NA,4.2,4.4,4.7,NA
40911,PI 533814,4,11,9,LN,53.1,30,27.3,NA,3.1,2.9,3,NA
40912,PI 533843,4,12,9,LN,36.6,22.5,21.4,NA,5.4,5.6,5.4,NA
40913,PI 597949,4,13,9,LN,30.1,38.9,28.6,NA,4.3,4.3,4.2,NA
40914,PI 576396,4,14,9,LN,25.5,46.7,45.1,NA,3.4,3.6,3.5,NA
40915,PI 656004,4,15,9,LN,25.5,25.1,13.4,NA,4.8,5.3,5.5,NA
40916,PI 656015,4,16,9,LN,27.8,31.9,29.1,NA,3.2,3,2.9,NA
40917,PI 656069,4,17,9,LN,50.3,41,27.9,NA,3.2,3.3,3.4,NA
40918,PI 656034,4,18,9,LN,27.1,26.7,27.6,NA,2.5,2.6,NA,NA
40919,PI 533970,4,19,9,LN,25.2,46.9,24.7,NA,3.2,3.4,3.1,NA
40920,PI 534104,4,20,9,LN,34.1,58.7,28.9,NA,3.5,3.6,3.8,NA
40921,PI 533877,4,21,9,LN,38.1,43.5,NA,NA,2.5,2.5,2.5,NA
40922,PI 576385,4,22,9,LN,41.2,61.8,29.3,NA,2.5,3,3,NA
40923,PI 576393,4,23,9,LN,33.4,51.7,26,NA,5.8,6.6,NA,NA
40924,PI 597951,4,24,9,LN,51.9,50.6,26,NA,4,4.2,4.4,NA
40925,PI 656103,4,25,9,LN,36.2,31.2,15.4,NA,7.7,7,7.5,NA
40926,PI 641824,4,26,9,LN,45.5,45.2,21,NA,5,5.5,4.8,NA
40927,check,4,27,9,LN,35.6,41.7,18,NA,4.7,4.7,4.4,NA
41001,PI 533769,4,1,10,LN,53.3,57.8,36,NA,3.5,3.5,3.6,NA
41002,PI 534047,4,2,10,LN,NA,NA,NA,NA,NA,NA,NA,NA
41003,check,4,3,10,LN,50.2,59.2,45.3,NA,4.4,4,4.1,NA
41004,PI 597961,4,4,10,LN,NA,58.4,43.1,NA,2.9,2.9,3,NA
41005,PI 552861,4,5,10,LN,48.8,62.6,34,NA,4.2,4.1,4.3,NA
41006,PI 576366,4,6,10,LN,60.7,68.9,59.5,NA,3.9,3.9,3.7,NA
41007,PI 656116,4,7,10,LN,38.8,54.6,49.5,NA,2.3,2.6,2.4,NA
41008,PI 659693,4,8,10,LN,30.6,32.7,23.3,NA,4.3,4.4,4.3,NA
41009,PI 656010,4,9,10,LN,47.3,59.2,49.3,NA,4.5,4.7,4.2,NA
41010,check,4,10,10,LN,30.5,44.9,18.1,NA,3.3,3.4,3.5,NA
41011,PI 533962,4,11,10,LN,24.4,37.3,18.5,NA,3.7,3.7,3.9,NA
41012,PI 533972,4,12,10,LN,34,36.2,37,NA,3.4,3.4,3.4,NA
41013,check,4,13,10,LN,33.6,38.7,33.3,NA,4.6,4.6,4.4,NA
41014,PI 629040,4,14,10,LN,40.2,51,28.2,NA,3.5,3.5,3.7,NA
41015,PI 576426,4,15,10,LN,32.4,50.7,25.3,NA,4.5,4.5,4.4,NA
41016,check,4,16,10,LN,36.8,57,35.5,NA,3.2,3.5,3.4,NA
41017,PI 656006,4,17,10,LN,29.7,39.2,34.4,NA,2.6,2.6,2.6,NA
41018,PI 656117,4,18,10,LN,NA,NA,NA,NA,NA,NA,NA,NA
41019,check,4,19,10,LN,52,61.3,28.3,NA,4,4.3,4.3,NA
41020,PI 533762,4,20,10,LN,56.1,60,33.8,NA,2.3,2.4,2.7,NA
41021,PI 533855,4,21,10,LN,31.8,59.6,36,NA,4.7,4.3,4,NA
41022,PI 597980,4,22,10,LN,19.1,25.5,26.2,NA,3.5,3.5,3.6,NA
41023,PI 576387,4,23,10,LN,37.6,43,20.1,NA,4.7,4.7,4.8,NA
41024,check,4,24,10,LN,20.3,33.5,25.4,NA,3.9,3.8,4,NA
41025,PI 656013,4,25,10,LN,54.4,84.4,41.1,NA,3.5,3.5,3.5,NA
41026,PI 651492,4,26,10,LN,37.7,28.9,22.9,NA,7.3,7.2,7.3,NA
41027,PI 656074,4,27,10,LN,60.6,63,43.7,NA,3.3,3.6,3.4,NA
41101,PI 533785,4,1,11,LN,40.1,52.4,28.9,NA,3.2,3.2,3,NA
41102,PI 533957,4,2,11,LN,41,53.2,15.8,NA,3.9,4.2,3.9,NA
41103,PI 533939,4,3,11,LN,30.6,28,18.3,NA,2.8,2.8,2.8,NA
41104,PI 534099,4,4,11,LN,39.8,43.1,32.5,NA,3.1,3,3,NA
41105,PI 576337,4,5,11,LN,31.4,47.6,26.2,NA,4.6,4.5,5.4,NA
41106,PI 534117,4,6,11,LN,49.8,73.5,35.9,NA,3.2,3.5,3.4,NA
41107,PI 552856,4,7,11,LN,48.9,46.2,34.4,NA,3,2.9,2.9,NA
41108,PI 656112,4,8,11,LN,41.8,29.7,14.7,NA,4.4,4.2,4.2,NA
41109,PI 656105,4,9,11,LN,37.8,56.1,42.8,NA,2.5,2.1,2.1,NA
41110,PI 533755,4,10,11,LN,36.7,49.4,35.1,NA,2.6,2.4,1.9,NA
41111,PI 533965,4,11,11,LN,33.4,37.3,22.5,NA,3.2,3.2,3.2,NA
41112,PI 534053,4,12,11,LN,38.2,54.5,31.5,NA,2.6,2.6,2.9,NA
41113,PI 656003,4,13,11,LN,22.6,24.3,14.1,NA,3.5,3.7,3.3,NA
41114,PI 576435,4,14,11,LN,41.2,70,32.1,NA,3.7,3.5,3.4,NA
41115,PI 655975,4,15,11,LN,37.7,43.1,8.6,NA,5.1,5,5,NA
41116,PI 656039,4,16,11,LN,56.3,61.9,42.9,NA,3,3,3.3,NA
41117,PI 656070,4,17,11,LN,31.9,50.6,29.3,NA,3,3.2,3.2,NA
41118,PI 656091,4,18,11,LN,31.7,59.2,33.6,NA,2.5,NA,NA,NA
41119,PI 152651,4,19,11,LN,58.3,58.9,22.6,NA,4.6,NA,NA,NA
41120,PI 17548,4,20,11,LN,30.6,47.6,31.6,NA,6.2,7.5,NA,NA
41121,PI 533788,4,21,11,LN,48.3,58.2,29,NA,2.2,2.4,2,NA
41122,check,4,22,11,LN,40.9,45.6,26,NA,4.5,4.3,4.3,NA
41123,PI 564163,4,23,11,LN,47.9,44.2,33.3,NA,4.3,4.3,4.8,NA
41124,PI 597945,4,24,11,LN,33.3,47.7,15.4,NA,5.7,5.3,5.3,NA
41125,PI 656102,4,25,11,LN,47.6,60.3,43,NA,3.5,3.5,3.5,NA
41126,PI 655986,4,26,11,LN,34.8,33.8,22.1,NA,5,4.8,5,NA
41127,PI 656043,4,27,11,LN,35.2,31.9,8.6,NA,5.8,6,6.3,NA
41201,PI 534075,4,1,12,LN,41.8,63.4,45.9,NA,3.3,3,3,NA
41202,PI 533792,4,2,12,LN,45.1,59.8,36.6,NA,4.4,4.4,4,NA
41203,PI 533766,4,3,12,LN,26.5,43.4,29.7,NA,3.4,3.7,3.8,NA
41204,PI 595702,4,4,12,LN,45.2,45.9,18.8,NA,4.4,4.7,4.3,NA
41205,PI 576399,4,5,12,LN,32.3,40.1,33.3,NA,5.7,5,5.6,NA
41206,PI 595718,4,6,12,LN,33.2,46.8,28.7,NA,3.8,3.8,3.6,NA
41207,PI 656121,4,7,12,LN,41.4,38,33,NA,4.4,4.6,4.4,NA
41208,check,4,8,12,LN,43.5,44.6,39.1,NA,4.9,4.9,5,NA
41209,PI 656104,4,9,12,LN,41.3,48,36.9,NA,3.3,3.3,3.3,NA
41210,PI 534009,4,10,12,LN,22.8,26.9,8,NA,4.1,4.4,4,NA
41211,PI 533998,4,11,12,LN,31.1,41,16.4,NA,3.6,3.6,3.7,NA
41212,check,4,12,12,LN,34.6,38.7,21.9,NA,4.3,4.5,4.4,NA
41213,PI 595740,4,13,12,LN,36.9,55.8,37.9,NA,3,2.9,2.9,NA
41214,PI 534135,4,14,12,LN,27.9,62.7,20.1,NA,3,3.2,2.9,NA
41215,PI 548797,4,15,12,LN,32.5,42.9,25.1,NA,3.5,3.2,3.6,NA
41216,PI 656026,4,16,12,LN,33.8,37.5,32.7,NA,3.5,3.8,3.6,NA
41217,PI 656113,4,17,12,LN,NA,NA,NA,NA,NA,NA,NA,NA
41218,PI 659694,4,18,12,LN,29.4,36.1,17.3,NA,4.4,4.5,4.6,NA
41219,PI 533871,4,19,12,LN,68.8,76,36.7,NA,4.5,NA,NA,NA
41220,check,4,20,12,LN,29.1,30.9,15.7,NA,4.4,4.2,4.2,NA
41221,PI 533938,4,21,12,LN,46.2,50.9,25.9,NA,4.8,5.2,5,NA
41222,PI 576437,4,22,12,LN,35.3,38.6,17.8,NA,4.6,4.8,4.4,NA
41223,PI 542718,4,23,12,LN,31.9,43,22.4,NA,11.5,11,11.3,NA
41224,PI 642998,4,24,12,LN,24.1,34.2,6.7,NA,5,5.2,5,NA
41225,PI 656114,4,25,12,LN,56.9,46.3,36.2,NA,5,4.8,4.5,NA
41226,check,4,26,12,LN,43.1,69.2,32.6,NA,3.4,3.2,3.4,NA
41227,PI 656050,4,27,12,LN,54.4,68.7,14.9,NA,3.4,3.6,3.5,NA
41301,PI 533987,4,1,13,LN,60.3,55.9,26.5,NA,4.8,4.5,4.5,NA
41302,PI 533940,4,2,13,LN,NA,NA,NA,NA,NA,NA,NA,NA
41303,PI 533936,4,3,13,LN,49.2,41.5,45,NA,3.3,3.3,3.3,NA
41304,PI 655998,4,4,13,LN,40.7,29.8,18.9,NA,3.6,3.5,3.8,NA
41305,PI 576347,4,5,13,LN,40.3,20.8,31.5,NA,5,5.3,5.6,NA
41306,PI 597972,4,6,13,LN,38.3,41.8,33.3,NA,3.6,3.8,3.4,NA
41307,PI 656020,4,7,13,LN,53.9,45.4,41.3,NA,3.3,3.7,3.5,NA
41308,PI 656087,4,8,13,LN,43.2,35.8,32,NA,3,3,3,NA
41309,PI 656101,4,9,13,LN,30.9,31.3,29.2,NA,3,2.8,2.8,NA
41310,PI 534021,4,10,13,LN,43.6,23,18.2,NA,7.9,7.4,7.5,NA
41311,PI 534114,4,11,13,LN,49.7,35,38,NA,3.5,3.5,3.2,NA
41312,PI 533839,4,12,13,LN,36.2,18.7,24,NA,4.4,4.5,4.55,NA
41313,PI 576381,4,13,13,LN,51.4,50.1,50.7,NA,2.8,2.8,2.9,NA
41314,PI 576348,4,14,13,LN,47.5,37.8,24.2,NA,4.4,5,5,NA
41315,check,4,15,13,LN,NA,NA,15.6,NA,NA,NA,NA,NA
41316,PI 656040,4,16,13,LN,55.4,38,32.1,NA,4.5,4.5,4.5,NA
41317,PI 566819,4,17,13,LN,26.6,NA,10.5,NA,3,3,2.8,NA
41318,PI 656053,4,18,13,LN,41.3,35,34,NA,9,9.9,9.5,NA
41319,PI 533876,4,19,13,LN,NA,23.2,28.4,NA,4,4.7,NA,NA
41320,PI 533752,4,20,13,LN,67.7,49.3,45.8,NA,3.2,3.2,3.4,NA
41321,PI 533937,4,21,13,LN,59.4,62.3,44.5,NA,4.2,4.3,3.6,NA
41322,PI 655979,4,22,13,LN,33.9,27,49.6,NA,3,3.5,3.5,NA
41323,PI 597946,4,23,13,LN,70,45.2,44.9,NA,2.5,2.6,2.5,NA
41324,PI 655977,4,24,13,LN,48.3,39.5,33.3,NA,3.8,3.6,4,NA
41325,PI 655992,4,25,13,LN,59.1,49.1,66.2,NA,3.3,3.5,3.5,NA
41326,PI 655990,4,26,13,LN,49,44.7,37.3,NA,4.2,4,4,NA
41327,PI 655994,4,27,13,LN,37.6,16.1,28.9,NA,7.6,7.3,7,NA
41401,PI 534063,4,1,14,LN,NA,45.3,66.3,NA,3.3,NA,NA,NA
41402,PI 534046,4,2,14,LN,NA,NA,NA,NA,NA,NA,NA,NA
41403,PI 329440,4,3,14,LN,63.4,42,43.4,NA,3,3.2,3,NA
41404,PI 534145,4,4,14,LN,54.3,38,22.8,NA,10.5,10.7,9.5,NA
41405,check,4,5,14,LN,54.2,30.9,26.6,NA,4,4.1,4.2,NA
41406,PI 595741,4,6,14,LN,45.6,33.5,28.9,NA,3.7,3.8,3.7,NA
41407,PI 656098,4,7,14,LN,59.4,34.5,42.2,NA,3,2.8,2.9,NA
41408,PI 656120,4,8,14,LN,48.3,32,17.6,NA,6.9,7.2,7.5,NA
41409,PI 656081,4,9,14,LN,58.5,39,37.5,NA,3.7,3.7,3.6,NA
41410,PI 534133,4,10,14,LN,44.7,26,28.4,NA,5.5,5.5,5.3,NA
41411,PI 533943,4,11,14,LN,32.4,37.3,35.8,NA,3.3,3.4,3.7,NA
41412,PI 533807,4,12,14,LN,56.6,41.8,44.5,NA,3.1,2.9,2.9,NA
41413,PI 585295,4,13,14,LN,70.5,43.5,29.2,NA,2.9,2.8,2.7,NA
41414,PI 655996,4,14,14,LN,82.1,55.3,72,NA,3.3,3.1,3.1,NA
41415,PI 576434,4,15,14,LN,74.3,66.7,57.9,NA,3.2,3.5,3.6,NA
41416,PI 656016,4,16,14,LN,55.8,37.3,39.5,NA,5,NA,NA,NA
41417,PI 656061,4,17,14,LN,45.8,29.6,39,NA,2.4,NA,NA,NA
41418,PI 656110,4,18,14,LN,54.4,32.6,35.1,NA,3.7,4.1,3.9,NA
41419,PI 534079,4,19,14,LN,34.1,21.9,18.6,NA,4.8,4.9,NA,NA
41420,PI 533794,4,20,14,LN,43.1,33.1,36.1,NA,2.6,NA,NA,NA
41421,PI 534132,4,21,14,LN,59.6,49.1,38.9,NA,2.7,2.7,2.9,NA
41422,PI 655974,4,22,14,LN,46.6,28.9,23.4,NA,5.5,5,5.7,NA
41423,PI 613536,4,23,14,LN,42.5,21.4,14.3,NA,3.5,3.6,3.9,NA
41424,PI 534167,4,24,14,LN,45.5,24.1,17.3,NA,4.2,4.3,4.6,NA
41425,Btx623,4,25,14,LN,40.2,24.6,18.7,NA,6.5,6.7,6.5,NA
41426,PI 656090,4,26,14,LN,66.5,26.9,29.5,NA,4.8,4.8,4.6,NA
41427,PI 656035,4,27,14,LN,28.3,19.9,14.5,NA,7.7,7.4,7.3,NA
41501,check,4,1,15,LN,45.3,38.7,52.4,NA,4.6,4.3,4.3,NA
41502,PI 533833,4,2,15,LN,28.1,27.9,23.1,NA,3.4,2.8,2.6,NA
41503,PI 533996,4,3,15,LN,41.3,35.9,20.1,NA,3.7,3.3,3.4,NA
41504,PI 597950,4,4,15,LN,22.7,18.9,21.5,NA,6.2,6.6,6.2,NA
41505,PI 641874,4,5,15,LN,31.7,21.9,15.4,NA,8,7.8,8.1,NA
41506,PI 595745,4,6,15,LN,40.1,35.6,29,NA,4,6.6,6.2,NA
41507,PI 655980,4,7,15,LN,61.8,57.2,21.6,NA,3.3,3.3,3.3,NA
41508,PI 656055,4,8,15,LN,40.7,26.4,27.6,NA,6.7,NA,NA,NA
41509,PI 655999,4,9,15,LN,43.7,46.3,33.3,NA,2.8,2.6,2.6,NA
41510,PI 533831,4,10,15,LN,40.2,33.8,42.9,NA,6,6,6,NA
41511,PI 533902,4,11,15,LN,41.6,40,25.3,NA,3.6,3.7,3.6,NA
41512,PI 533800,4,12,15,LN,40.5,42.2,34.5,NA,3.7,3.5,3.6,NA
41513,PI 564165,4,13,15,LN,44.6,34.2,42,NA,3.4,3.2,3.4,NA
41514,PI 656002,4,14,15,LN,37.9,34.3,26.5,NA,3.4,3.6,3.5,NA
41515,PI 576340,4,15,15,LN,NA,NA,NA,NA,NA,NA,NA,NA
41516,PI 656007,4,16,15,LN,55.2,41.3,34.1,NA,4.4,4.2,3.8,NA
41517,PI 656038,4,17,15,LN,42,37.1,34,NA,3.7,3.7,3.5,NA
41518,PI 656029,4,18,15,LN,36,18.6,19.5,NA,8.8,9,8.5,NA
41519,PI 534139,4,19,15,LN,23.5,25.5,21.7,NA,5.5,5.6,5.5,NA
41520,PI 533985,4,20,15,LN,28.6,29.3,17.9,NA,3.4,3.4,3.5,NA
41521,PI 533976,4,21,15,LN,39.6,31.7,17.3,NA,2.8,2.8,2.7,NA
41522,PI 597976,4,22,15,LN,31.3,37.4,36.5,NA,6.4,6.7,7,NA
41523,PI 642793,4,23,15,LN,64.1,43.3,38.3,NA,4.4,4.5,4.4,NA
41524,PI 595744,4,24,15,LN,60.8,57.4,38.7,NA,3.6,3.8,3.9,NA
41525,PI 655981,4,25,15,LN,37.6,28.4,9.9,NA,3.8,4.4,4.3,NA
41526,PI 656046,4,26,15,LN,20.9,16.7,17,NA,10.2,10.1,9.5,NA
41527,PI 659696,4,27,15,LN,44.1,36.5,15.7,NA,3.2,3.3,3.5,NA
41601,PI 533979,4,1,16,LN,44.3,31,14.5,NA,3.5,3.7,3.7,NA
41602,PI 533961,4,2,16,LN,45.1,33,27.1,NA,3.1,3.1,3,NA
41603,PI 534092,4,3,16,LN,NA,43.5,13.4,NA,3,3.3,NA,NA
41604,PI 576350,4,4,16,LN,42.9,41.4,55.1,NA,3.2,2.9,3.3,NA
41605,PI 655987,4,5,16,LN,25.9,25.1,24.6,NA,3.4,3.4,3.5,NA
41606,PI 534123,4,6,16,LN,NA,32.6,31.7,NA,3.5,3.5,NA,NA
41607,PI 656119,4,7,16,LN,33.2,28.5,19.7,NA,4,4.6,3.8,NA
41608,PI 656019,4,8,16,LN,32.2,31.5,22.8,NA,4.4,4.2,NA,NA
41609,PI 656109,4,9,16,LN,53.2,45.3,37.2,NA,2.9,3.2,2.4,NA
41610,PI 533903,4,10,16,LN,59.9,39.3,37.8,NA,2.7,2.4,2.4,NA
41611,PI 533924,4,11,16,LN,70.4,65.9,57.5,NA,2.7,2.3,2.4,NA
41612,PI 533863,4,12,16,LN,38.7,38,33.8,NA,3,3.2,3.5,NA
41613,PI 576349,4,13,16,LN,52.2,54.2,24.1,NA,4.3,4,NA,NA
41614,PI 595699,4,14,16,LN,58.2,32.4,26.3,NA,2.9,2.8,2.3,NA
41615,PI 595743,4,15,16,LN,51.2,43.3,34.3,NA,4.4,4.6,4.5,NA
41616,check,4,16,16,LN,43.1,31.9,36.5,NA,3,3.2,3,NA
41617,PI 655985,4,17,16,LN,24.5,18.4,16.9,NA,3,2.7,NA,NA
41618,PI 656009,4,18,16,LN,60.1,31.6,24.4,NA,2.9,3,3.2,NA
41619,PI 534144,4,19,16,LN,47.2,38,17.2,NA,3,3.5,3.4,NA
41620,PI 534137,4,20,16,LN,38.4,28.9,16.2,NA,4.2,4.3,4,NA
41621,PI 534088,4,21,16,LN,49.5,25.4,10.3,NA,4.1,4.3,4.1,NA
41622,PI 655973,4,22,16,LN,40.8,23.2,14.8,NA,4.2,4,4.2,NA
41623,PI 597966,4,23,16,LN,70.8,41.2,26.5,NA,8,8.6,8.5,NA
41624,PI 641849,4,24,16,LN,62.8,39.2,33.4,NA,3,3.1,2.9,NA
41625,PI 656088,4,25,16,LN,55.7,48.3,33.1,NA,4.5,4.3,4.5,NA
41626,PI 656084,4,26,16,LN,76.4,39.4,26.2,NA,2.4,2.4,2.3,NA
41627,PI 656106,4,27,16,LN,52.6,22.6,20.7,NA,3.7,3.8,3.6,NA
